 0.00000000e+00  4.36926847e-06  0.00000000e+00  0.00000000e+00  6.64327792e-06  0.00000000e+00  1.02587758e-05  0.00000000e+00  1.62234985e-05  0.00000000e+00  2.73432532e-05 
 1.00000000e-03  4.30589416e-06  0.00000000e+00  1.00000000e-03  6.55020877e-06  1.00000000e-03  1.01212127e-05  1.00000000e-03  1.60210283e-05  1.00000000e-03  2.70584737e-05 
 2.00000000e-03  4.24523596e-06  0.00000000e+00  2.00000000e-03  6.46085206e-06  2.00000000e-03  9.98893647e-06  2.00000000e-03  1.58257347e-05  2.00000000e-03  2.67832362e-05 
 3.00000000e-03  4.18438828e-06  0.00000000e+00  3.00000000e-03  6.37146192e-06  3.00000000e-03  9.85648456e-06  3.00000000e-03  1.56303166e-05  3.00000000e-03  2.65081145e-05 
 4.00000000e-03  4.12452729e-06  0.00000000e+00  4.00000000e-03  6.28320321e-06  4.00000000e-03  9.72567639e-06  4.00000000e-03  1.54371715e-05  4.00000000e-03  2.62362439e-05 
 5.00000000e-03  4.06542349e-06  0.00000000e+00  5.00000000e-03  6.19612430e-06  5.00000000e-03  9.59650978e-06  5.00000000e-03  1.52463130e-05  5.00000000e-03  2.59675726e-05 
 6.00000000e-03  4.00722120e-06  0.00000000e+00  6.00000000e-03  6.11027561e-06  6.00000000e-03  9.46895809e-06  6.00000000e-03  1.50576805e-05  6.00000000e-03  2.57020885e-05 
 7.00000000e-03  3.94973542e-06  0.00000000e+00  7.00000000e-03  6.02552549e-06  7.00000000e-03  9.34299242e-06  7.00000000e-03  1.48712693e-05  7.00000000e-03  2.54397868e-05 
 8.00000000e-03  3.89299788e-06  0.00000000e+00  8.00000000e-03  5.94184620e-06  8.00000000e-03  9.21862960e-06  8.00000000e-03  1.46870882e-05  8.00000000e-03  2.51806346e-05 
 9.00000000e-03  3.83715751e-06  0.00000000e+00  9.00000000e-03  5.85928362e-06  9.00000000e-03  9.09581331e-06  9.00000000e-03  1.45050692e-05  9.00000000e-03  2.49246232e-05 
 1.00000000e-02  3.78207793e-06  0.00000000e+00  1.00000000e-02  5.77788562e-06  1.00000000e-02  8.97458231e-06  1.00000000e-02  1.43252017e-05  1.00000000e-02  2.46716974e-05 
 1.10000000e-02  3.72773329e-06  0.00000000e+00  1.10000000e-02  5.69746829e-06  1.10000000e-02  8.85482619e-06  1.10000000e-02  1.41475049e-05  1.10000000e-02  2.44218713e-05 
 1.20000000e-02  3.67403533e-06  0.00000000e+00  1.20000000e-02  5.61823182e-06  1.20000000e-02  8.73658016e-06  1.20000000e-02  1.39719187e-05  1.20000000e-02  2.41751215e-05 
 1.30000000e-02  3.62119679e-06  0.00000000e+00  1.30000000e-02  5.54006657e-06  1.30000000e-02  8.61990639e-06  1.30000000e-02  1.37984431e-05  1.30000000e-02  2.39314226e-05 
 1.40000000e-02  3.56919362e-06  0.00000000e+00  1.40000000e-02  5.46285593e-06  1.40000000e-02  8.50463460e-06  1.40000000e-02  1.36270447e-05  1.40000000e-02  2.36907469e-05 
 1.50000000e-02  3.51774727e-06  0.00000000e+00  1.50000000e-02  5.38672340e-06  1.50000000e-02  8.39087549e-06  1.50000000e-02  1.34577039e-05  1.50000000e-02  2.34530739e-05 
 1.60000000e-02  3.46707466e-06  0.00000000e+00  1.60000000e-02  5.31163173e-06  1.60000000e-02  8.27853050e-06  1.60000000e-02  1.32904325e-05  1.60000000e-02  2.32183810e-05 
 1.70000000e-02  3.41721023e-06  0.00000000e+00  1.70000000e-02  5.23754089e-06  1.70000000e-02  8.16765799e-06  1.70000000e-02  1.31251911e-05  1.70000000e-02  2.29866628e-05 
 1.80000000e-02  3.36792616e-06  0.00000000e+00  1.80000000e-02  5.16445097e-06  1.80000000e-02  8.05818095e-06  1.80000000e-02  1.29619719e-05  1.80000000e-02  2.27578835e-05 
 1.90000000e-02  3.31938208e-06  0.00000000e+00  1.90000000e-02  5.09231786e-06  1.90000000e-02  7.95007324e-06  1.90000000e-02  1.28007133e-05  1.90000000e-02  2.25320143e-05 
 2.00000000e-02  3.27140732e-06  0.00000000e+00  2.00000000e-02  5.02122702e-06  2.00000000e-02  7.84341980e-06  2.00000000e-02  1.26414552e-05  2.00000000e-02  2.23090738e-05 
 2.10000000e-02  3.22416504e-06  0.00000000e+00  2.10000000e-02  4.95099910e-06  2.10000000e-02  7.73807989e-06  2.10000000e-02  1.24841676e-05  2.10000000e-02  2.20890001e-05 
 2.20000000e-02  3.17761803e-06  0.00000000e+00  2.20000000e-02  4.88185329e-06  2.20000000e-02  7.63410790e-06  2.20000000e-02  1.23287817e-05  2.20000000e-02  2.18717983e-05 
 2.30000000e-02  3.13172639e-06  0.00000000e+00  2.30000000e-02  4.81351332e-06  2.30000000e-02  7.53150150e-06  2.30000000e-02  1.21753339e-05  2.30000000e-02  2.16574217e-05 
