 0.00000000e+00  1.21628579e-04  0.00000000e+00  8.93044555e-05  0.00000000e+00  6.60029437e-05  0.00000000e+00  4.91247555e-05  0.00000000e+00  3.68318485e-05 
 1.00000000e-03  1.23104707e-04  1.00000000e-03  9.04250371e-05  1.00000000e-03  6.68547136e-05  1.00000000e-03  4.97737061e-05  1.00000000e-03  3.73279114e-05 
 2.00000000e-03  1.24633056e-04  2.00000000e-03  9.15869080e-05  2.00000000e-03  6.77390038e-05  2.00000000e-03  5.04481844e-05  2.00000000e-03  3.78439742e-05 
 3.00000000e-03  1.26161290e-04  3.00000000e-03  9.27487727e-05  3.00000000e-03  6.86233630e-05  3.00000000e-03  5.11227721e-05  3.00000000e-03  3.83601678e-05 
 4.00000000e-03  1.27707086e-04  4.00000000e-03  9.39246065e-05  4.00000000e-03  6.95187768e-05  4.00000000e-03  5.18060723e-05  4.00000000e-03  3.88832146e-05 
 5.00000000e-03  1.29270633e-04  5.00000000e-03  9.51145496e-05  5.00000000e-03  7.04253692e-05  5.00000000e-03  5.24982015e-05  5.00000000e-03  3.94132192e-05 
 6.00000000e-03  1.30852108e-04  6.00000000e-03  9.63187569e-05  6.00000000e-03  7.13432709e-05  6.00000000e-03  5.31992533e-05  6.00000000e-03  3.99502494e-05 
 7.00000000e-03  1.32451694e-04  7.00000000e-03  9.75373943e-05  7.00000000e-03  7.22726042e-05  7.00000000e-03  5.39093492e-05  7.00000000e-03  4.04944093e-05 
 8.00000000e-03  1.34069579e-04  8.00000000e-03  9.87705999e-05  8.00000000e-03  7.32135070e-05  8.00000000e-03  5.46285877e-05  8.00000000e-03  4.10457834e-05 
 9.00000000e-03  1.35705946e-04  9.00000000e-03  1.00018536e-04  9.00000000e-03  7.41661046e-05  9.00000000e-03  5.53570738e-05  9.00000000e-03  4.16044583e-05 
 1.00000000e-02  1.37360983e-04  1.00000000e-02  1.01281363e-04  1.00000000e-02  7.51305405e-05  1.00000000e-02  5.60949300e-05  1.00000000e-02  4.21705231e-05 
 1.10000000e-02  1.39034880e-04  1.10000000e-02  1.02559236e-04  1.10000000e-02  7.61069335e-05  1.10000000e-02  5.68422602e-05  1.10000000e-02  4.27440789e-05 
 1.20000000e-02  1.40727830e-04  1.20000000e-02  1.03852328e-04  1.20000000e-02  7.70954284e-05  1.20000000e-02  5.75991814e-05  1.20000000e-02  4.33252075e-05 
 1.30000000e-02  1.42440023e-04  1.30000000e-02  1.05160790e-04  1.30000000e-02  7.80961570e-05  1.30000000e-02  5.83657998e-05  1.30000000e-02  4.39140077e-05 
 1.40000000e-02  1.44171652e-04  1.40000000e-02  1.06484782e-04  1.40000000e-02  7.91092698e-05  1.40000000e-02  5.91422414e-05  1.40000000e-02  4.45105741e-05 
 1.50000000e-02  1.45922920e-04  1.50000000e-02  1.07824477e-04  1.50000000e-02  8.01348816e-05  1.50000000e-02  5.99286134e-05  1.50000000e-02  4.51150122e-05 
