 0.00000000e+00  1.98063788e-13  0.00000000e+00  2.01061390e-13  0.00000000e+00  2.29594121e-13  0.00000000e+00  2.57904809e-13  0.00000000e+00  2.87325719e-13  0.00000000e+00  3.18189919e-13 
 1.00000000e-03  2.00672812e-13  1.00000000e-03  2.03725925e-13  1.00000000e-03  2.32924791e-13  1.00000000e-03  2.62012634e-13  1.00000000e-03  2.92432745e-13  1.00000000e-03  3.23963079e-13 
 2.00000000e-03  2.03226325e-13  2.00000000e-03  2.06612505e-13  2.00000000e-03  2.36477504e-13  2.00000000e-03  2.66453526e-13  2.00000000e-03  2.97539771e-13  2.00000000e-03  3.29958283e-13 
 3.00000000e-03  2.05890860e-13  3.00000000e-03  2.09277040e-13  3.00000000e-03  2.40141240e-13  3.00000000e-03  2.71005440e-13  3.00000000e-03  3.02646797e-13  3.00000000e-03  3.36397576e-13 
 4.00000000e-03  2.08832951e-13  4.00000000e-03  2.12274642e-13  4.00000000e-03  2.43804976e-13  4.00000000e-03  2.75446332e-13  4.00000000e-03  3.08197912e-13  4.00000000e-03  3.42614825e-13 
 5.00000000e-03  2.11664020e-13  5.00000000e-03  2.15161222e-13  5.00000000e-03  2.47690757e-13  5.00000000e-03  2.80109269e-13  5.00000000e-03  3.13749027e-13  5.00000000e-03  3.49054119e-13 
 6.00000000e-03  2.14606111e-13  6.00000000e-03  2.18269847e-13  6.00000000e-03  2.51576537e-13  6.00000000e-03  2.84883228e-13  6.00000000e-03  3.19522186e-13  6.00000000e-03  3.55937502e-13 
 7.00000000e-03  2.17603713e-13  7.00000000e-03  2.21489493e-13  7.00000000e-03  2.55795385e-13  7.00000000e-03  2.89990254e-13  7.00000000e-03  3.25295346e-13  7.00000000e-03  3.62598840e-13 
 8.00000000e-03  2.20601315e-13  8.00000000e-03  2.24709140e-13  8.00000000e-03  2.59903210e-13  8.00000000e-03  2.94986258e-13  8.00000000e-03  3.31290551e-13  8.00000000e-03  3.69704267e-13 
 9.00000000e-03  2.23876473e-13  9.00000000e-03  2.28039809e-13  9.00000000e-03  2.63900013e-13  9.00000000e-03  3.00204306e-13  9.00000000e-03  3.37507799e-13  9.00000000e-03  3.76809695e-13 
 1.00000000e-02  2.27151631e-13  1.00000000e-02  2.31481501e-13  1.00000000e-02  2.68451927e-13  1.00000000e-02  3.05422354e-13  1.00000000e-02  3.43725048e-13  1.00000000e-02  3.84581256e-13 
 1.10000000e-02  2.30537811e-13  1.10000000e-02  2.35034214e-13  1.10000000e-02  2.73114864e-13  1.10000000e-02  3.10973469e-13  1.10000000e-02  3.50386387e-13  1.10000000e-02  3.91908728e-13 
 1.20000000e-02  2.33868480e-13  1.20000000e-02  2.38586928e-13  1.20000000e-02  2.77555756e-13  1.20000000e-02  3.16746629e-13  1.20000000e-02  3.57047725e-13  1.20000000e-02  3.99902333e-13 
 1.30000000e-02  2.37421194e-13  1.30000000e-02  2.42361686e-13  1.30000000e-02  2.82551760e-13  1.30000000e-02  3.22630811e-13  1.30000000e-02  3.63931107e-13  1.30000000e-02  4.07895939e-13 
 1.40000000e-02  2.41029419e-13  1.40000000e-02  2.46247467e-13  1.40000000e-02  2.87214696e-13  1.40000000e-02  3.28403971e-13  1.40000000e-02  3.71258579e-13  1.40000000e-02  4.16333634e-13 
 1.50000000e-02  2.44748666e-13  1.50000000e-02  2.50022225e-13  1.50000000e-02  2.92321722e-13  1.50000000e-02  3.34510197e-13  1.50000000e-02  3.78364007e-13  1.50000000e-02  4.24549285e-13 
 1.60000000e-02  2.48523424e-13  1.60000000e-02  2.54019028e-13  1.60000000e-02  2.97317726e-13  1.60000000e-02  3.40838469e-13  1.60000000e-02  3.85691479e-13  1.60000000e-02  4.33209024e-13 
 1.70000000e-02  2.52464716e-13  1.70000000e-02  2.58126853e-13  1.70000000e-02  3.02646797e-13  1.70000000e-02  3.47277762e-13  1.70000000e-02  3.93685085e-13  1.70000000e-02  4.42312853e-13 
 1.80000000e-02  2.56461519e-13  1.80000000e-02  2.62345701e-13  1.80000000e-02  3.08086889e-13  1.80000000e-02  3.53939100e-13  1.80000000e-02  4.01456646e-13  1.80000000e-02  4.51638726e-13 
 1.90000000e-02  2.60569344e-13  1.90000000e-02  2.66786593e-13  1.90000000e-02  3.13749027e-13  1.90000000e-02  3.60711461e-13  1.90000000e-02  4.09450251e-13  1.90000000e-02  4.60964600e-13 
 2.00000000e-02  2.64954725e-13  2.00000000e-02  2.71227485e-13  2.00000000e-02  3.19411164e-13  2.00000000e-02  3.67705866e-13  2.00000000e-02  4.17665902e-13  2.00000000e-02  4.70734562e-13 
 2.10000000e-02  2.69229083e-13  2.10000000e-02  2.75779399e-13  2.10000000e-02  3.25295346e-13  2.10000000e-02  3.74811293e-13  2.10000000e-02  4.26325641e-13  2.10000000e-02  4.80726570e-13 
 2.20000000e-02  2.73725487e-13  2.20000000e-02  2.80442336e-13  2.20000000e-02  3.31512595e-13  2.20000000e-02  3.82249787e-13  2.20000000e-02  4.34985381e-13  2.20000000e-02  4.90940621e-13 
 2.30000000e-02  2.78277401e-13  2.30000000e-02  2.85327317e-13  2.30000000e-02  3.37729844e-13  2.30000000e-02  3.89688282e-13  2.30000000e-02  4.43867165e-13  2.30000000e-02  5.01598763e-13 
 2.40000000e-02  2.82995849e-13  2.40000000e-02  2.90323321e-13  2.40000000e-02  3.43947093e-13  2.40000000e-02  3.97681887e-13  2.40000000e-02  4.53415083e-13  2.40000000e-02  5.12478948e-13 
 2.50000000e-02  2.87769808e-13  2.50000000e-02  2.95430347e-13  2.50000000e-02  3.50497409e-13  2.50000000e-02  4.05564471e-13  2.50000000e-02  4.62740957e-13  2.50000000e-02  5.23581178e-13 
 2.60000000e-02  2.92710300e-13  2.60000000e-02  3.00759417e-13  2.60000000e-02  3.57158747e-13  2.60000000e-02  4.13891144e-13  2.60000000e-02  4.72510919e-13  2.60000000e-02  5.35127498e-13 
 2.70000000e-02  2.97761815e-13  2.70000000e-02  3.06199510e-13  2.70000000e-02  3.64042130e-13  2.70000000e-02  4.22217816e-13  2.70000000e-02  4.82502927e-13  2.70000000e-02  5.46673817e-13 
 2.80000000e-02  3.03146397e-13  2.80000000e-02  3.11528581e-13  2.80000000e-02  3.71147557e-13  2.80000000e-02  4.31099600e-13  2.80000000e-02  4.92939023e-13  2.80000000e-02  5.59108315e-13 
 2.90000000e-02  3.08475467e-13  2.90000000e-02  3.17190718e-13  2.90000000e-02  3.78475029e-13  2.90000000e-02  4.39870362e-13  2.90000000e-02  5.03597164e-13  2.90000000e-02  5.71320768e-13 
 3.00000000e-02  3.13971071e-13  3.00000000e-02  3.23074900e-13  3.00000000e-02  3.85913523e-13  3.00000000e-02  4.48863169e-13  3.00000000e-02  5.14477350e-13  3.00000000e-02  5.83755266e-13 
 3.10000000e-02  3.19688720e-13  3.10000000e-02  3.28959082e-13  3.10000000e-02  3.93685085e-13  3.10000000e-02  4.58411087e-13  3.10000000e-02  5.25357535e-13  3.10000000e-02  5.96855898e-13 
 3.20000000e-02  3.25461880e-13  3.20000000e-02  3.35176331e-13  3.20000000e-02  4.01678690e-13  3.20000000e-02  4.67847983e-13  3.20000000e-02  5.37125899e-13  3.20000000e-02  6.10178574e-13 
 3.30000000e-02  3.31346062e-13  3.30000000e-02  3.41615625e-13  3.30000000e-02  4.09894341e-13  3.30000000e-02  4.77951012e-13  3.30000000e-02  5.48672219e-13  3.30000000e-02  6.23945340e-13 
 3.40000000e-02  3.37452288e-13  3.40000000e-02  3.48054918e-13  3.40000000e-02  4.17887946e-13  3.40000000e-02  4.88054042e-13  3.40000000e-02  5.60662627e-13  3.40000000e-02  6.38156195e-13 
 3.50000000e-02  3.43780560e-13  3.50000000e-02  3.54605234e-13  3.50000000e-02  4.26769731e-13  3.50000000e-02  4.98379116e-13  3.50000000e-02  5.73097125e-13  3.50000000e-02  6.52811138e-13 
 3.60000000e-02  3.50275364e-13  3.60000000e-02  3.61488617e-13  3.60000000e-02  4.35318448e-13  3.60000000e-02  5.09370324e-13  3.60000000e-02  5.85975712e-13  3.60000000e-02  6.67688127e-13 
 3.70000000e-02  3.56881191e-13  3.70000000e-02  3.68594044e-13  3.70000000e-02  4.44422277e-13  3.70000000e-02  5.20361532e-13  3.70000000e-02  5.99076344e-13  3.70000000e-02  6.83231249e-13 
 3.80000000e-02  3.63653552e-13  3.80000000e-02  3.75921516e-13  3.80000000e-02  4.53637128e-13  3.80000000e-02  5.31463762e-13  3.80000000e-02  6.12399020e-13  3.80000000e-02  6.98996416e-13 
 3.90000000e-02  3.70703468e-13  3.90000000e-02  3.83248988e-13  3.90000000e-02  4.63407090e-13  3.90000000e-02  5.43232126e-13  3.90000000e-02  6.26165786e-13  3.90000000e-02  7.14983628e-13 
 4.00000000e-02  3.77808895e-13  4.00000000e-02  3.90909527e-13  4.00000000e-02  4.72955008e-13  4.00000000e-02  5.55111512e-13  4.00000000e-02  6.40598685e-13  4.00000000e-02  7.31636973e-13 
 4.10000000e-02  3.85247390e-13  4.10000000e-02  3.98681088e-13  4.10000000e-02  4.82947016e-13  4.10000000e-02  5.67323966e-13  4.10000000e-02  6.55031585e-13  4.10000000e-02  7.48734408e-13 
 4.20000000e-02  3.92741395e-13  4.20000000e-02  4.06785716e-13  4.20000000e-02  4.93383112e-13  4.20000000e-02  5.79869486e-13  4.20000000e-02  6.70130618e-13  4.20000000e-02  7.66275932e-13 
 4.30000000e-02  4.00457445e-13  4.30000000e-02  4.14890344e-13  4.30000000e-02  5.03930231e-13  4.30000000e-02  5.93081140e-13  4.30000000e-02  6.85451695e-13  4.30000000e-02  7.84261545e-13 
 4.40000000e-02  4.08451051e-13  4.40000000e-02  4.23550084e-13  4.40000000e-02  5.14699394e-13  4.40000000e-02  6.06070749e-13  4.40000000e-02  7.01216862e-13  4.40000000e-02  8.02913291e-13 
 4.50000000e-02  4.16611190e-13  4.50000000e-02  4.32209823e-13  4.50000000e-02  5.26023669e-13  4.50000000e-02  6.19837515e-13  4.50000000e-02  7.17204074e-13  4.50000000e-02  8.22009127e-13 
 4.60000000e-02  4.25048885e-13  4.60000000e-02  4.41091608e-13  4.60000000e-02  5.37569989e-13  4.60000000e-02  6.33937347e-13  4.60000000e-02  7.34079464e-13  4.60000000e-02  8.41327008e-13 
 4.70000000e-02  4.33708625e-13  4.70000000e-02  4.50417481e-13  4.70000000e-02  5.49338353e-13  4.70000000e-02  6.48259224e-13  4.70000000e-02  7.50954854e-13  4.70000000e-02  8.61533067e-13 
 4.80000000e-02  4.42479386e-13  4.80000000e-02  4.59743354e-13  4.80000000e-02  5.61439784e-13  4.80000000e-02  6.63136213e-13  4.80000000e-02  7.68718422e-13  4.80000000e-02  8.81961171e-13 
 4.90000000e-02  4.51527704e-13  4.90000000e-02  4.69513317e-13  4.90000000e-02  5.73874281e-13  4.90000000e-02  6.78235246e-13  4.90000000e-02  7.86926080e-13  4.90000000e-02  9.03055408e-13 
 5.00000000e-02  4.60964600e-13  5.00000000e-02  4.79505324e-13  5.00000000e-02  5.86530824e-13  5.00000000e-02  6.93889390e-13  5.00000000e-02  8.05355782e-13  5.00000000e-02  9.24815780e-13 
