 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.64874686e+00 -6.06231231e-07 
 1.00000000e-11  2.64874686e+00 -6.06231188e-07 
 2.00000000e-11  2.64874686e+00 -6.06231201e-07 
 4.00000000e-11  2.64874686e+00 -6.06231222e-07 
 8.00000000e-11  2.64874686e+00 -6.06231202e-07 
 1.60000000e-10  2.64874686e+00 -6.06231164e-07 
 3.20000000e-10  2.64874686e+00 -6.06231198e-07 
 6.40000000e-10  2.64874686e+00 -6.06231174e-07 
 1.28000000e-09  2.64874686e+00 -6.06231190e-07 
 2.28000000e-09  2.64874686e+00 -6.06231166e-07 
 3.28000000e-09  2.64874686e+00 -6.06231144e-07 
 4.28000000e-09  2.64874686e+00 -6.06231146e-07 
 5.28000000e-09  2.64874686e+00 -6.06231165e-07 
 6.28000000e-09  2.64874686e+00 -6.06231205e-07 
 7.28000000e-09  2.64874686e+00 -6.06231142e-07 
 8.28000000e-09  2.64874686e+00 -6.06231177e-07 
 9.28000000e-09  2.64874686e+00 -6.06231139e-07 
 1.02800000e-08  2.64874686e+00 -6.06231115e-07 
 1.12800000e-08  2.64874686e+00 -6.06231113e-07 
 1.22800000e-08  2.64874686e+00 -6.06231108e-07 
 1.32800000e-08  2.64874686e+00 -6.06231169e-07 
 1.42800000e-08  2.64874686e+00 -6.06231119e-07 
 1.52800000e-08  2.64874686e+00 -6.06231116e-07 
 1.62800000e-08  2.64874686e+00 -6.06231114e-07 
 1.72800000e-08  2.64874686e+00 -6.06231144e-07 
 1.82800000e-08  2.64874686e+00 -6.06231154e-07 
 1.92800000e-08  2.64874686e+00 -6.06231151e-07 
 2.02800000e-08  2.64874686e+00 -6.06231122e-07 
 2.12800000e-08  2.64874686e+00 -6.06231148e-07 
 2.22800000e-08  2.64874686e+00 -6.06231211e-07 
 2.32800000e-08  2.64874686e+00 -6.06231169e-07 
 2.42800000e-08  2.64874686e+00 -6.06231151e-07 
 2.52800000e-08  2.64874686e+00 -6.06231178e-07 
 2.62800000e-08  2.64874686e+00 -6.06231152e-07 
 2.72800000e-08  2.64874686e+00 -6.06231169e-07 
 2.82800000e-08  2.64874686e+00 -6.06231185e-07 
 2.92800000e-08  2.64874686e+00 -6.06231104e-07 
 3.02800000e-08  2.64874686e+00 -6.06231240e-07 
 3.12800000e-08  2.64874686e+00 -6.06231172e-07 
 3.22800000e-08  2.64874686e+00 -6.06231078e-07 
 3.32800000e-08  2.64874686e+00 -6.06231151e-07 
 3.42800000e-08  2.64874686e+00 -6.06231150e-07 
 3.52800000e-08  2.64874686e+00 -6.06231123e-07 
 3.62800000e-08  2.64874686e+00 -6.06231171e-07 
 3.72800000e-08  2.64874686e+00 -6.06231198e-07 
 3.82800000e-08  2.64874686e+00 -6.06231170e-07 
 3.92800000e-08  2.64874686e+00 -6.06231145e-07 
 4.02800000e-08  2.64874686e+00 -6.06231122e-07 
 4.12800000e-08  2.64874686e+00 -6.06231141e-07 
 4.22800000e-08  2.64874686e+00 -6.06231145e-07 
 4.32800000e-08  2.64874686e+00 -6.06231145e-07 
 4.42800000e-08  2.64874686e+00 -6.06231148e-07 
 4.52800000e-08  2.64874686e+00 -6.06231123e-07 
 4.62800000e-08  2.64874686e+00 -6.06231110e-07 
 4.72800000e-08  2.64874686e+00 -6.06231122e-07 
 4.82800000e-08  2.64874686e+00 -6.06231146e-07 
 4.92800000e-08  2.64874686e+00 -6.06231169e-07 
 5.02800000e-08  2.64874686e+00 -6.06231148e-07 
 5.12800000e-08  2.64874686e+00 -6.06231077e-07 
 5.22800000e-08  2.64874686e+00 -6.06231184e-07 
 5.32800000e-08  2.64874686e+00 -6.06231147e-07 
 5.42800000e-08  2.64874686e+00 -6.06231205e-07 
 5.52800000e-08  2.64874686e+00 -6.06231177e-07 
 5.62800000e-08  2.64874686e+00 -6.06231173e-07 
 5.72800000e-08  2.64874686e+00 -6.06231154e-07 
 5.82800000e-08  2.64874686e+00 -6.06231144e-07 
 5.92800000e-08  2.64874686e+00 -6.06231117e-07 
 6.02800000e-08  2.64874686e+00 -6.06231170e-07 
 6.12800000e-08  2.64874686e+00 -6.06231146e-07 
 6.22800000e-08  2.64874686e+00 -6.06231149e-07 
 6.32800000e-08  2.64874686e+00 -6.06231145e-07 
 6.42800000e-08  2.64874686e+00 -6.06231146e-07 
 6.52800000e-08  2.64874686e+00 -6.06231148e-07 
 6.62800000e-08  2.64874686e+00 -6.06231167e-07 
 6.72800000e-08  2.64874686e+00 -6.06231116e-07 
