 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.65279880e+00 -6.11553597e-07 
 1.00000000e-11  2.65279880e+00 -6.11553565e-07 
 2.00000000e-11  2.65279880e+00 -6.11553567e-07 
 4.00000000e-11  2.65279880e+00 -6.11553567e-07 
 8.00000000e-11  2.65279880e+00 -6.11553597e-07 
 1.60000000e-10  2.65279880e+00 -6.11553617e-07 
 3.20000000e-10  2.65279880e+00 -6.11553602e-07 
 6.40000000e-10  2.65279880e+00 -6.11553625e-07 
 1.28000000e-09  2.65279880e+00 -6.11553682e-07 
 2.28000000e-09  2.65279880e+00 -6.11553587e-07 
 3.28000000e-09  2.65279880e+00 -6.11553646e-07 
 4.28000000e-09  2.65279880e+00 -6.11553622e-07 
 5.28000000e-09  2.65279880e+00 -6.11553626e-07 
 6.28000000e-09  2.65279880e+00 -6.11553621e-07 
 7.28000000e-09  2.65279880e+00 -6.11553565e-07 
 8.28000000e-09  2.65279880e+00 -6.11553564e-07 
 9.28000000e-09  2.65279880e+00 -6.11553630e-07 
 1.02800000e-08  2.65279880e+00 -6.11553589e-07 
 1.12800000e-08  2.65279880e+00 -6.11553572e-07 
 1.22800000e-08  2.65279880e+00 -6.11553631e-07 
 1.32800000e-08  2.65279880e+00 -6.11553628e-07 
 1.42800000e-08  2.65279880e+00 -6.11553596e-07 
 1.52800000e-08  2.65279880e+00 -6.11553623e-07 
 1.62800000e-08  2.65279880e+00 -6.11553661e-07 
 1.72800000e-08  2.65279880e+00 -6.11553655e-07 
 1.82800000e-08  2.65279880e+00 -6.11553685e-07 
 1.92800000e-08  2.65279880e+00 -6.11553654e-07 
 2.02800000e-08  2.65279880e+00 -6.11553682e-07 
 2.12800000e-08  2.65279880e+00 -6.11553657e-07 
 2.22800000e-08  2.65279880e+00 -6.11553565e-07 
 2.32800000e-08  2.65279880e+00 -6.11553679e-07 
 2.42800000e-08  2.65279880e+00 -6.11553686e-07 
 2.52800000e-08  2.65279880e+00 -6.11553655e-07 
 2.62800000e-08  2.65279880e+00 -6.11553652e-07 
 2.72800000e-08  2.65279880e+00 -6.11553585e-07 
 2.82800000e-08  2.65279880e+00 -6.11553589e-07 
 2.92800000e-08  2.65279880e+00 -6.11553683e-07 
 3.02800000e-08  2.65279880e+00 -6.11553590e-07 
 3.12800000e-08  2.65279880e+00 -6.11553596e-07 
 3.22800000e-08  2.65279880e+00 -6.11553596e-07 
 3.32800000e-08  2.65279880e+00 -6.11553593e-07 
 3.42800000e-08  2.65279880e+00 -6.11553631e-07 
 3.52800000e-08  2.65279880e+00 -6.11553652e-07 
 3.62800000e-08  2.65279880e+00 -6.11553693e-07 
 3.72800000e-08  2.65279880e+00 -6.11553651e-07 
 3.82800000e-08  2.65279880e+00 -6.11553594e-07 
 3.92800000e-08  2.65279880e+00 -6.11553599e-07 
 4.02800000e-08  2.65279880e+00 -6.11553631e-07 
 4.12800000e-08  2.65279880e+00 -6.11553655e-07 
 4.22800000e-08  2.65279880e+00 -6.11553593e-07 
 4.32800000e-08  2.65279880e+00 -6.11553620e-07 
 4.42800000e-08  2.65279880e+00 -6.11553625e-07 
 4.52800000e-08  2.65279880e+00 -6.11553599e-07 
 4.62800000e-08  2.65279880e+00 -6.11553658e-07 
 4.72800000e-08  2.65279880e+00 -6.11553655e-07 
 4.82800000e-08  2.65279880e+00 -6.11553654e-07 
 4.92800000e-08  2.65279880e+00 -6.11553623e-07 
 5.02800000e-08  2.65279880e+00 -6.11553628e-07 
 5.12800000e-08  2.65279880e+00 -6.11553655e-07 
 5.22800000e-08  2.65279880e+00 -6.11553629e-07 
 5.32800000e-08  2.65279880e+00 -6.11553686e-07 
 5.42800000e-08  2.65279880e+00 -6.11553620e-07 
 5.52800000e-08  2.65279880e+00 -6.11553688e-07 
 5.62800000e-08  2.65279880e+00 -6.11553682e-07 
 5.72800000e-08  2.65279880e+00 -6.11553650e-07 
 5.82800000e-08  2.65279880e+00 -6.11553655e-07 
 5.92800000e-08  2.65279880e+00 -6.11553597e-07 
 6.02800000e-08  2.65279880e+00 -6.11553650e-07 
 6.12800000e-08  2.65279880e+00 -6.11553687e-07 
 6.22800000e-08  2.65279880e+00 -6.11553593e-07 
 6.32800000e-08  2.65279880e+00 -6.11553651e-07 
 6.42800000e-08  2.65279880e+00 -6.11553683e-07 
 6.52800000e-08  2.65279880e+00 -6.11553685e-07 
 6.62800000e-08  2.65279880e+00 -6.11553621e-07 
 6.72800000e-08  2.65279880e+00 -6.11553599e-07 
 6.82800000e-08  2.65279880e+00 -6.11553685e-07 
 6.92800000e-08  2.65279880e+00 -6.11553652e-07 
 7.02800000e-08  2.65279880e+00 -6.11553652e-07 
 7.12800000e-08  2.65279880e+00 -6.11553680e-07 
 7.22800000e-08  2.65279880e+00 -6.11553648e-07 
 7.32800000e-08  2.65279880e+00 -6.11553591e-07 
 7.42800000e-08  2.65279880e+00 -6.11553593e-07 
 7.52800000e-08  2.65279880e+00 -6.11553687e-07 
 7.62800000e-08  2.65279880e+00 -6.11553619e-07 
 7.72800000e-08  2.65279880e+00 -6.11553625e-07 
 7.82800000e-08  2.65279880e+00 -6.11553646e-07 
 7.92800000e-08  2.65279880e+00 -6.11553598e-07 
 8.02800000e-08  2.65279880e+00 -6.11553602e-07 
 8.12800000e-08  2.65279880e+00 -6.11553654e-07 
 8.22800000e-08  2.65279880e+00 -6.11553624e-07 
 8.32800000e-08  2.65279880e+00 -6.11553633e-07 
 8.42800000e-08  2.65279880e+00 -6.11553656e-07 
 8.52800000e-08  2.65279880e+00 -6.11553653e-07 
 8.62800000e-08  2.65279880e+00 -6.11553620e-07 
 8.72800000e-08  2.65279880e+00 -6.11553652e-07 
 8.82800000e-08  2.65279880e+00 -6.11553687e-07 
 8.92800000e-08  2.65279880e+00 -6.11553648e-07 
 9.02800000e-08  2.65279880e+00 -6.11553595e-07 
 9.12800000e-08  2.65279880e+00 -6.11553646e-07 
 9.22800000e-08  2.65279880e+00 -6.11553600e-07 
 9.32800000e-08  2.65279880e+00 -6.11553653e-07 
 9.42800000e-08  2.65279880e+00 -6.11553649e-07 
 9.52800000e-08  2.65279880e+00 -6.11553720e-07 
 9.62800000e-08  2.65279880e+00 -6.11553632e-07 
 9.72800000e-08  2.65279880e+00 -6.11553654e-07 
 9.82800000e-08  2.65279880e+00 -6.11553657e-07 
 9.92800000e-08  2.65279880e+00 -6.11553653e-07 
 1.00280000e-07  2.65279880e+00 -6.11553625e-07 
 1.01280000e-07  2.65279880e+00 -6.11553687e-07 
 1.02280000e-07  2.65279880e+00 -6.11553648e-07 
 1.03280000e-07  2.65279880e+00 -6.11553623e-07 
 1.04280000e-07  2.65279880e+00 -6.11553617e-07 
 1.05280000e-07  2.65279880e+00 -6.11553563e-07 
 1.06280000e-07  2.65279880e+00 -6.11553653e-07 
 1.07280000e-07  2.65279880e+00 -6.11553594e-07 
 1.08280000e-07  2.65279880e+00 -6.11553624e-07 
 1.09280000e-07  2.65279880e+00 -6.11553626e-07 
 1.10280000e-07  2.65279880e+00 -6.11553595e-07 
 1.11280000e-07  2.65279880e+00 -6.11553654e-07 
 1.12280000e-07  2.65279880e+00 -6.11553598e-07 
 1.13280000e-07  2.65279880e+00 -6.11553590e-07 
 1.14280000e-07  2.65279880e+00 -6.11553654e-07 
 1.15280000e-07  2.65279880e+00 -6.11553566e-07 
 1.16280000e-07  2.65279880e+00 -6.11553661e-07 
 1.17280000e-07  2.65279880e+00 -6.11553654e-07 
 1.18280000e-07  2.65279880e+00 -6.11553660e-07 
 1.19280000e-07  2.65279880e+00 -6.11553623e-07 
 1.20280000e-07  2.65279880e+00 -6.11553649e-07 
