 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.64903133e+00 -6.06484328e-07 
 1.00000000e-11  2.64903133e+00 -6.06484192e-07 
 2.00000000e-11  2.64903133e+00 -6.06484244e-07 
 4.00000000e-11  2.64903133e+00 -6.06484197e-07 
 8.00000000e-11  2.64903133e+00 -6.06484274e-07 
 1.60000000e-10  2.64903133e+00 -6.06484287e-07 
 3.20000000e-10  2.64903133e+00 -6.06484200e-07 
 6.40000000e-10  2.64903133e+00 -6.06484199e-07 
 1.28000000e-09  2.64903133e+00 -6.06484292e-07 
 2.28000000e-09  2.64903133e+00 -6.06484267e-07 
 3.28000000e-09  2.64903133e+00 -6.06484240e-07 
 4.28000000e-09  2.64903133e+00 -6.06484241e-07 
 5.28000000e-09  2.64903133e+00 -6.06484268e-07 
 6.28000000e-09  2.64903133e+00 -6.06484236e-07 
 7.28000000e-09  2.64903133e+00 -6.06484277e-07 
 8.28000000e-09  2.64903133e+00 -6.06484265e-07 
 9.28000000e-09  2.64903133e+00 -6.06484208e-07 
 1.02800000e-08  2.64903133e+00 -6.06484239e-07 
 1.12800000e-08  2.64903133e+00 -6.06484241e-07 
 1.22800000e-08  2.64903133e+00 -6.06484246e-07 
 1.32800000e-08  2.64903133e+00 -6.06484242e-07 
 1.42800000e-08  2.64903133e+00 -6.06484298e-07 
 1.52800000e-08  2.64903133e+00 -6.06484237e-07 
 1.62800000e-08  2.64903133e+00 -6.06484216e-07 
 1.72800000e-08  2.64903133e+00 -6.06484217e-07 
 1.82800000e-08  2.64903133e+00 -6.06484248e-07 
 1.92800000e-08  2.64903133e+00 -6.06484237e-07 
 2.02800000e-08  2.64903133e+00 -6.06484245e-07 
 2.12800000e-08  2.64903133e+00 -6.06484243e-07 
 2.22800000e-08  2.64903133e+00 -6.06484244e-07 
 2.32800000e-08  2.64903133e+00 -6.06484243e-07 
 2.42800000e-08  2.64903133e+00 -6.06484243e-07 
 2.52800000e-08  2.64903133e+00 -6.06484245e-07 
 2.62800000e-08  2.64903133e+00 -6.06484238e-07 
 2.72800000e-08  2.64903133e+00 -6.06484245e-07 
 2.82800000e-08  2.64903133e+00 -6.06484252e-07 
 2.92800000e-08  2.64903133e+00 -6.06484246e-07 
 3.02800000e-08  2.64903133e+00 -6.06484243e-07 
 3.12800000e-08  2.64903133e+00 -6.06484243e-07 
 3.22800000e-08  2.64903133e+00 -6.06484277e-07 
 3.32800000e-08  2.64903133e+00 -6.06484278e-07 
 3.42800000e-08  2.64903133e+00 -6.06484272e-07 
 3.52800000e-08  2.64903133e+00 -6.06484277e-07 
 3.62800000e-08  2.64903133e+00 -6.06484330e-07 
 3.72800000e-08  2.64903133e+00 -6.06484241e-07 
 3.82800000e-08  2.64903133e+00 -6.06484296e-07 
 3.92800000e-08  2.64903133e+00 -6.06484259e-07 
 4.02800000e-08  2.64903133e+00 -6.06484242e-07 
 4.12800000e-08  2.64903133e+00 -6.06484236e-07 
 4.22800000e-08  2.64903133e+00 -6.06484237e-07 
 4.32800000e-08  2.64903133e+00 -6.06484238e-07 
 4.42800000e-08  2.64903133e+00 -6.06484244e-07 
 4.52800000e-08  2.64903133e+00 -6.06484214e-07 
 4.62800000e-08  2.64903133e+00 -6.06484209e-07 
 4.72800000e-08  2.64903133e+00 -6.06484239e-07 
 4.82800000e-08  2.64903133e+00 -6.06484249e-07 
 4.92800000e-08  2.64903133e+00 -6.06484218e-07 
 5.02800000e-08  2.64903133e+00 -6.06484237e-07 
 5.12800000e-08  2.64903133e+00 -6.06484282e-07 
 5.22800000e-08  2.64903133e+00 -6.06484245e-07 
 5.32800000e-08  2.64903133e+00 -6.06484242e-07 
 5.42800000e-08  2.64903133e+00 -6.06484304e-07 
 5.52800000e-08  2.64903133e+00 -6.06484245e-07 
