 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.65313482e+00 -6.12027240e-07 
 1.00000000e-11  2.65313482e+00 -6.12027252e-07 
 2.00000000e-11  2.65313482e+00 -6.12027260e-07 
 4.00000000e-11  2.65313482e+00 -6.12027247e-07 
 8.00000000e-11  2.65313482e+00 -6.12027339e-07 
 1.60000000e-10  2.65313482e+00 -6.12027256e-07 
 3.20000000e-10  2.65313482e+00 -6.12027266e-07 
 6.40000000e-10  2.65313482e+00 -6.12027203e-07 
 1.28000000e-09  2.65313482e+00 -6.12027293e-07 
 2.28000000e-09  2.65313482e+00 -6.12027257e-07 
 3.28000000e-09  2.65313482e+00 -6.12027232e-07 
 4.28000000e-09  2.65313482e+00 -6.12027266e-07 
 5.28000000e-09  2.65313482e+00 -6.12027261e-07 
 6.28000000e-09  2.65313482e+00 -6.12027235e-07 
 7.28000000e-09  2.65313482e+00 -6.12027269e-07 
 8.28000000e-09  2.65313482e+00 -6.12027239e-07 
 9.28000000e-09  2.65313482e+00 -6.12027201e-07 
 1.02800000e-08  2.65313482e+00 -6.12027273e-07 
 1.12800000e-08  2.65313482e+00 -6.12027240e-07 
 1.22800000e-08  2.65313482e+00 -6.12027220e-07 
 1.32800000e-08  2.65313482e+00 -6.12027239e-07 
 1.42800000e-08  2.65313482e+00 -6.12027274e-07 
 1.52800000e-08  2.65313482e+00 -6.12027266e-07 
 1.62800000e-08  2.65313482e+00 -6.12027237e-07 
 1.72800000e-08  2.65313482e+00 -6.12027242e-07 
 1.82800000e-08  2.65313482e+00 -6.12027242e-07 
 1.92800000e-08  2.65313482e+00 -6.12027301e-07 
 2.02800000e-08  2.65313482e+00 -6.12027241e-07 
 2.12800000e-08  2.65313482e+00 -6.12027211e-07 
 2.22800000e-08  2.65313482e+00 -6.12027218e-07 
 2.32800000e-08  2.65313482e+00 -6.12027265e-07 
 2.42800000e-08  2.65313482e+00 -6.12027269e-07 
 2.52800000e-08  2.65313482e+00 -6.12027245e-07 
 2.62800000e-08  2.65313482e+00 -6.12027202e-07 
 2.72800000e-08  2.65313482e+00 -6.12027276e-07 
 2.82800000e-08  2.65313482e+00 -6.12027305e-07 
 2.92800000e-08  2.65313482e+00 -6.12027204e-07 
 3.02800000e-08  2.65313482e+00 -6.12027240e-07 
 3.12800000e-08  2.65313482e+00 -6.12027243e-07 
 3.22800000e-08  2.65313482e+00 -6.12027173e-07 
 3.32800000e-08  2.65313482e+00 -6.12027266e-07 
 3.42800000e-08  2.65313482e+00 -6.12027216e-07 
 3.52800000e-08  2.65313482e+00 -6.12027300e-07 
 3.62800000e-08  2.65313482e+00 -6.12027244e-07 
 3.72800000e-08  2.65313482e+00 -6.12027203e-07 
 3.82800000e-08  2.65313482e+00 -6.12027217e-07 
 3.92800000e-08  2.65313482e+00 -6.12027230e-07 
 4.02800000e-08  2.65313482e+00 -6.12027242e-07 
 4.12800000e-08  2.65313482e+00 -6.12027209e-07 
 4.22800000e-08  2.65313482e+00 -6.12027189e-07 
 4.32800000e-08  2.65313482e+00 -6.12027212e-07 
 4.42800000e-08  2.65313482e+00 -6.12027178e-07 
 4.52800000e-08  2.65313482e+00 -6.12027242e-07 
 4.62800000e-08  2.65313482e+00 -6.12027210e-07 
 4.72800000e-08  2.65313482e+00 -6.12027242e-07 
 4.82800000e-08  2.65313482e+00 -6.12027181e-07 
 4.92800000e-08  2.65313482e+00 -6.12027237e-07 
 5.02800000e-08  2.65313482e+00 -6.12027241e-07 
