 time            v(vpre)        
 0.00000000e+00  9.31061233e-01 
 1.00000000e-10  9.31061233e-01 
 2.00000000e-10  9.31061233e-01 
 4.00000000e-10  9.31061233e-01 
 8.00000000e-10  9.31061233e-01 
 1.60000000e-09  9.31061230e-01 
 3.20000000e-09  9.31061238e-01 
 6.40000000e-09  9.31061225e-01 
 1.28000000e-08  9.31061241e-01 
 2.28000000e-08  9.31061223e-01 
 3.28000000e-08  9.31061244e-01 
 4.28000000e-08  9.31061220e-01 
 5.28000000e-08  9.31061247e-01 
 6.28000000e-08  9.31061216e-01 
 7.28000000e-08  9.31061251e-01 
 8.28000000e-08  9.31061211e-01 
 9.28000000e-08  9.31061255e-01 
 1.02800000e-07  9.31061205e-01 
 1.12800000e-07  9.31061261e-01 
 1.22800000e-07  9.31061197e-01 
 1.32800000e-07  9.31061269e-01 
 1.42800000e-07  9.31061188e-01 
 1.52800000e-07  9.31061280e-01 
 1.62800000e-07  9.31061175e-01 
 1.72800000e-07  9.31061293e-01 
 1.82800000e-07  9.31061159e-01 
 1.92800000e-07  9.31061310e-01 
 2.02800000e-07  9.31061139e-01 
 2.12800000e-07  9.31061331e-01 
 2.22800000e-07  9.31061113e-01 
 2.32800000e-07  9.31061359e-01 
 2.42800000e-07  9.31061080e-01 
 2.52800000e-07  9.31061395e-01 
 2.62800000e-07  9.31061038e-01 
 2.72800000e-07  9.31061440e-01 
 2.82800000e-07  9.31060985e-01 
 2.92800000e-07  9.31061499e-01 
 3.02800000e-07  9.31060917e-01 
 3.12800000e-07  9.31061574e-01 
 3.22800000e-07  9.31060830e-01 
 3.32800000e-07  9.31061671e-01 
 3.42800000e-07  9.31060719e-01 
 3.52800000e-07  9.31061794e-01 
 3.62800000e-07  9.31060578e-01 
 3.72800000e-07  9.31061952e-01 
 3.82800000e-07  9.31060398e-01 
 3.92800000e-07  9.31062154e-01 
 4.02800000e-07  9.31060167e-01 
 4.12800000e-07  9.31062413e-01 
 4.22800000e-07  9.31059873e-01 
 4.32800000e-07  9.31062744e-01 
 4.42800000e-07  9.31059497e-01 
 4.52800000e-07  9.31063167e-01 
 4.62800000e-07  9.31059016e-01 
 4.72800000e-07  9.31063709e-01 
 4.82800000e-07  9.31058401e-01 
 4.92800000e-07  9.31064401e-01 
 5.02800000e-07  9.31057616e-01 
 5.12800000e-07  9.31065287e-01 
 5.22800000e-07  9.31056612e-01 
 5.32800000e-07  9.31066419e-01 
 5.42800000e-07  9.31055329e-01 
 5.52800000e-07  9.31067867e-01 
 5.62800000e-07  9.31053689e-01 
 5.72800000e-07  9.31069718e-01 
 5.82800000e-07  9.31051593e-01 
 5.92800000e-07  9.31072085e-01 
 6.02800000e-07  9.31048913e-01 
 6.12800000e-07  9.31075110e-01 
 6.22800000e-07  9.31045486e-01 
 6.32800000e-07  9.31078979e-01 
 6.42800000e-07  9.31041105e-01 
 6.52800000e-07  9.31083923e-01 
 6.62800000e-07  9.31035503e-01 
 6.72800000e-07  9.31090244e-01 
 6.82800000e-07  9.31028340e-01 
 6.92800000e-07  9.31098322e-01 
 7.02800000e-07  9.31019180e-01 
 7.12800000e-07  9.31108647e-01 
 7.22800000e-07  9.31007465e-01 
 7.32800000e-07  9.31121842e-01 
 7.42800000e-07  9.30992481e-01 
 7.52800000e-07  9.31138702e-01 
 7.62800000e-07  9.30973314e-01 
 7.72800000e-07  9.31160243e-01 
 7.82800000e-07  9.30948789e-01 
 7.92800000e-07  9.31187757e-01 
 8.02800000e-07  9.30917404e-01 
 8.12800000e-07  9.31222893e-01 
 8.22800000e-07  9.30877227e-01 
 8.32800000e-07  9.31267749e-01 
 8.42800000e-07  9.30825776e-01 
 8.52800000e-07  9.31324992e-01 
 8.62800000e-07  9.30759855e-01 
 8.72800000e-07  9.31398007e-01 
 8.82800000e-07  9.30675343e-01 
 8.92800000e-07  9.31491081e-01 
 9.02800000e-07  9.30566906e-01 
 9.12800000e-07  9.31609637e-01 
 9.22800000e-07  9.30427625e-01 
 9.32800000e-07  9.31760507e-01 
 9.42800000e-07  9.30248474e-01 
 9.52800000e-07  9.31952281e-01 
 9.62800000e-07  9.30017618e-01 
 9.72800000e-07  9.32195716e-01 
 9.82800000e-07  9.29719403e-01 
 9.92800000e-07  9.32504238e-01 
 1.00280000e-06  9.29392971e-01 
 1.01280000e-06  9.32969355e-01 
 1.02280000e-06  9.28931802e-01 
 1.03280000e-06  9.33503904e-01 
 1.04280000e-06  9.28342068e-01 
 1.05280000e-06  9.34187815e-01 
 1.06280000e-06  9.27588847e-01 
 1.07280000e-06  9.35064027e-01 
 1.08280000e-06  9.26627991e-01 
 1.09280000e-06  9.36188404e-01 
 1.10280000e-06  9.25404078e-01 
 1.11280000e-06  9.37634285e-01 
 1.12280000e-06  9.23848446e-01 
 1.13280000e-06  9.39499336e-01 
 1.14280000e-06  9.21878513e-01 
 1.15280000e-06  9.41916339e-01 
 1.16280000e-06  9.19402253e-01 
 1.17280000e-06  9.44969467e-01 
 1.18280000e-06  9.16359434e-01 
 1.19280000e-06  9.48961711e-01 
 1.20280000e-06  9.12026352e-01 
 1.21280000e-06  9.54213865e-01 
 1.22280000e-06  9.06808451e-01 
 1.23280000e-06  9.61183197e-01 
 1.24280000e-06  9.00162853e-01 
 1.25280000e-06  9.70407881e-01 
 1.26280000e-06  8.91396444e-01 
 1.27280000e-06  1.79793513e+00 
 1.28280000e-06  1.80129815e+00 
 1.29182583e-06  1.79867289e+00 
 1.30039771e-06  1.80122911e+00 
 1.30922464e-06  1.79876039e+00 
 1.31922464e-06  1.80119386e+00 
 1.32922464e-06  1.79879841e+00 
 1.33922464e-06  1.80117491e+00 
 1.34922464e-06  1.79881893e+00 
 1.35922464e-06  1.80116700e+00 
 1.36922464e-06  1.79882606e+00 
 1.37922464e-06  1.80117211e+00 
 1.38922464e-06  1.79881583e+00 
 1.39922464e-06  1.80125138e+00 
 1.40922464e-06  1.79874063e+00 
 1.41922464e-06  1.80148490e+00 
 1.42922464e-06  1.79815892e+00 
 1.43922464e-06  1.79304131e+00 
 1.44922464e-06  5.21330180e-01 
 1.45521806e-06  5.23529660e-01 
 1.46210714e-06  4.60655851e-01 
 1.46649786e-06  4.72498924e-01 
 1.47130096e-06  4.52619555e-01 
 1.47586470e-06  4.54587655e-01 
 1.48074302e-06  4.43948546e-01 
 1.48681952e-06  4.41721825e-01 
 1.49420717e-06  4.33007828e-01 
 1.50420717e-06  4.28383211e-01 
 1.51420717e-06  4.20954725e-01 
 1.52420717e-06  4.17615219e-01 
 1.53420717e-06  4.12204218e-01 
 1.54420717e-06  4.09552504e-01 
 1.55420717e-06  4.05305340e-01 
 1.56420717e-06  4.03127312e-01 
 1.57420717e-06  3.99681400e-01 
 1.58420717e-06  3.97828269e-01 
 1.59420717e-06  3.94955528e-01 
 1.60420717e-06  3.93342018e-01 
 1.61420717e-06  3.90894807e-01 
 1.62420717e-06  3.89466514e-01 
 1.63420717e-06  3.87344497e-01 
 1.64420717e-06  3.86064606e-01 
 1.65420717e-06  3.84196974e-01 
 1.66420717e-06  3.83039398e-01 
 1.67420717e-06  3.81374694e-01 
 1.68420717e-06  3.80320241e-01 
 1.69420717e-06  3.78820185e-01 
 1.70420717e-06  3.77854288e-01 
 1.71420717e-06  3.76489847e-01 
 1.72420717e-06  3.75601139e-01 
 1.73420717e-06  3.74349933e-01 
 1.74420717e-06  3.73529332e-01 
 1.75420717e-06  3.72373846e-01 
 1.76420717e-06  3.71613935e-01 
 1.77420717e-06  3.70540293e-01 
 1.78420717e-06  3.69834908e-01 
 1.79420717e-06  3.68831984e-01 
 1.80420717e-06  3.68175922e-01 
 1.81420717e-06  3.67234690e-01 
 1.82420717e-06  3.66623492e-01 
 1.83420717e-06  3.65736556e-01 
 1.84420717e-06  3.65166361e-01 
 1.85420717e-06  3.64327605e-01 
 1.86420717e-06  3.63795036e-01 
 1.87420717e-06  3.62999347e-01 
 1.88420717e-06  3.62501431e-01 
 1.89420717e-06  3.61744501e-01 
 1.90420717e-06  3.61278592e-01 
 1.91420717e-06  3.60556756e-01 
 1.92420717e-06  3.60120492e-01 
 1.93420717e-06  3.59430612e-01 
 1.94420717e-06  3.59021879e-01 
 1.95420717e-06  3.58361239e-01 
 1.96420717e-06  3.57978125e-01 
 1.97420717e-06  3.57344365e-01 
 1.98420717e-06  3.56985147e-01 
 1.99420717e-06  3.56376201e-01 
 2.00420717e-06  3.56039314e-01 
 2.01420717e-06  3.55453357e-01 
 2.02420717e-06  3.55137376e-01 
 2.03420717e-06  3.54572788e-01 
 2.04420717e-06  3.54276411e-01 
 2.05420717e-06  3.53731749e-01 
 2.06420717e-06  3.53453789e-01 
 2.07420717e-06  3.52927760e-01 
 2.08420717e-06  3.52667126e-01 
 2.09420717e-06  3.52158558e-01 
 2.10420717e-06  3.51914248e-01 
 2.11420717e-06  3.51422086e-01 
 2.12420717e-06  3.51193178e-01 
 2.13420717e-06  3.50716462e-01 
 2.14420717e-06  3.50502105e-01 
 2.15420717e-06  3.50039955e-01 
 2.16420717e-06  3.49839363e-01 
 2.17420717e-06  3.49390978e-01 
 2.18420717e-06  3.49203423e-01 
 2.19420717e-06  3.48768062e-01 
 2.20420717e-06  3.48592868e-01 
 2.21420717e-06  3.48169854e-01 
 2.22420717e-06  3.48006394e-01 
 2.23420717e-06  3.47595094e-01 
 2.24420717e-06  3.47442782e-01 
 2.25420717e-06  3.47042613e-01 
 2.26420717e-06  3.46900905e-01 
 2.27420717e-06  3.46511329e-01 
 2.28420717e-06  3.46379718e-01 
 2.29420717e-06  3.46000230e-01 
 2.30420717e-06  3.45878241e-01 
 2.31420717e-06  3.45508371e-01 
 2.32420717e-06  3.45395558e-01 
 2.33420717e-06  3.45034864e-01 
 2.34420717e-06  3.44930808e-01 
 2.35420717e-06  3.44578880e-01 
 2.36420717e-06  3.44483191e-01 
 2.37420717e-06  3.44139640e-01 
