 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.65217483e+00 -6.10715042e-07 
 1.00000000e-11  2.65217483e+00 -6.10714301e-07 
 2.00000000e-11  2.65217483e+00 -6.10714365e-07 
 4.00000000e-11  2.65217483e+00 -6.10714331e-07 
 8.00000000e-11  2.65217483e+00 -6.10714401e-07 
 1.60000000e-10  2.65217483e+00 -6.10714369e-07 
 3.20000000e-10  2.65217483e+00 -6.10714364e-07 
 6.40000000e-10  2.65217483e+00 -6.10714331e-07 
 1.28000000e-09  2.65217483e+00 -6.10714423e-07 
 2.28000000e-09  2.65217482e+00 -6.10714413e-07 
 3.28000000e-09  2.65217482e+00 -6.10714375e-07 
 4.28000000e-09  2.65217483e+00 -6.10714370e-07 
 5.28000000e-09  2.65217482e+00 -6.10714416e-07 
 6.28000000e-09  2.65217482e+00 -6.10714418e-07 
 7.28000000e-09  2.65217482e+00 -6.10714426e-07 
 8.28000000e-09  2.65217482e+00 -6.10714486e-07 
 9.28000000e-09  2.65217482e+00 -6.10714444e-07 
 1.02800000e-08  2.65217482e+00 -6.10714446e-07 
 1.12800000e-08  2.65217483e+00 -6.10714440e-07 
 1.22800000e-08  2.65217483e+00 -6.10714443e-07 
 1.32800000e-08  2.65217482e+00 -6.10714473e-07 
 1.42800000e-08  2.65217482e+00 -6.10714442e-07 
 1.52800000e-08  2.65217482e+00 -6.10714482e-07 
 1.62800000e-08  2.65217482e+00 -6.10714446e-07 
 1.72800000e-08  2.65217482e+00 -6.10714416e-07 
 1.82800000e-08  2.65217482e+00 -6.10714480e-07 
 1.92800000e-08  2.65217482e+00 -6.10714478e-07 
 2.02800000e-08  2.65217482e+00 -6.10714470e-07 
 2.12800000e-08  2.65217482e+00 -6.10714471e-07 
 2.22800000e-08  2.65217483e+00 -6.10714469e-07 
 2.32800000e-08  2.65217483e+00 -6.10714495e-07 
 2.42800000e-08  2.65217482e+00 -6.10714501e-07 
 2.52800000e-08  2.65217482e+00 -6.10714502e-07 
 2.62800000e-08  2.65217482e+00 -6.10714505e-07 
 2.72800000e-08  2.65217482e+00 -6.10714500e-07 
 2.82800000e-08  2.65217482e+00 -6.10714531e-07 
 2.92800000e-08  2.65217482e+00 -6.10714561e-07 
 3.02800000e-08  2.65217482e+00 -6.10714528e-07 
 3.12800000e-08  2.65217483e+00 -6.10714499e-07 
 3.22800000e-08  2.65217483e+00 -6.10714531e-07 
 3.32800000e-08  2.65217482e+00 -6.10714560e-07 
 3.42800000e-08  2.65217482e+00 -6.10714556e-07 
 3.52800000e-08  2.65217483e+00 -6.10714523e-07 
 3.62800000e-08  2.65217482e+00 -6.10714537e-07 
 3.72800000e-08  2.65217482e+00 -6.10714493e-07 
 3.82800000e-08  2.65217482e+00 -6.10714536e-07 
 3.92800000e-08  2.65217483e+00 -6.10714473e-07 
 4.02800000e-08  2.65217482e+00 -6.10714530e-07 
 4.12800000e-08  2.65217482e+00 -6.10714562e-07 
 4.22800000e-08  2.65217482e+00 -6.10714534e-07 
 4.32800000e-08  2.65217482e+00 -6.10714525e-07 
 4.42800000e-08  2.65217482e+00 -6.10714555e-07 
 4.52800000e-08  2.65217482e+00 -6.10714560e-07 
 4.62800000e-08  2.65217482e+00 -6.10714623e-07 
 4.72800000e-08  2.65217483e+00 -6.10714549e-07 
 4.82800000e-08  2.65217482e+00 -6.10714524e-07 
 4.92800000e-08  2.65217482e+00 -6.10714565e-07 
 5.02800000e-08  2.65217482e+00 -6.10714582e-07 
 5.12800000e-08  2.65217483e+00 -6.10714559e-07 
 5.22800000e-08  2.65217482e+00 -6.10714587e-07 
 5.32800000e-08  2.65217482e+00 -6.10714609e-07 
 5.42800000e-08  2.65217483e+00 -6.10714625e-07 
 5.52800000e-08  2.65217482e+00 -6.10714556e-07 
 5.62800000e-08  2.65217482e+00 -6.10714683e-07 
 5.72800000e-08  2.65217482e+00 -6.10714580e-07 
 5.82800000e-08  2.65217482e+00 -6.10714585e-07 
 5.92800000e-08  2.65217482e+00 -6.10714613e-07 
 6.02800000e-08  2.65217483e+00 -6.10714616e-07 
 6.12800000e-08  2.65217482e+00 -6.10714582e-07 
 6.22800000e-08  2.65217482e+00 -6.10714583e-07 
 6.32800000e-08  2.65217483e+00 -6.10714582e-07 
 6.42800000e-08  2.65217482e+00 -6.10714585e-07 
 6.52800000e-08  2.65217482e+00 -6.10714525e-07 
 6.62800000e-08  2.65217482e+00 -6.10714549e-07 
 6.72800000e-08  2.65217483e+00 -6.10714653e-07 
 6.82800000e-08  2.65217482e+00 -6.10714646e-07 
 6.92800000e-08  2.65217482e+00 -6.10714652e-07 
 7.02800000e-08  2.65217482e+00 -6.10714589e-07 
 7.12800000e-08  2.65217482e+00 -6.10714677e-07 
 7.22800000e-08  2.65217482e+00 -6.10714673e-07 
 7.32800000e-08  2.65217482e+00 -6.10714611e-07 
 7.42800000e-08  2.65217483e+00 -6.10714614e-07 
 7.52800000e-08  2.65217483e+00 -6.10714672e-07 
 7.62800000e-08  2.65217483e+00 -6.10714635e-07 
 7.72800000e-08  2.65217483e+00 -6.10714671e-07 
 7.82800000e-08  2.65217483e+00 -6.10714646e-07 
 7.92800000e-08  2.65217482e+00 -6.10714675e-07 
 8.02800000e-08  2.65217482e+00 -6.10714679e-07 
 8.12800000e-08  2.65217482e+00 -6.10714638e-07 
 8.22800000e-08  2.65217482e+00 -6.10714711e-07 
 8.32800000e-08  2.65217482e+00 -6.10714694e-07 
 8.42800000e-08  2.65217483e+00 -6.10714673e-07 
 8.52800000e-08  2.65217482e+00 -6.10714694e-07 
 8.62800000e-08  2.65217483e+00 -6.10714695e-07 
 8.72800000e-08  2.65217483e+00 -6.10714703e-07 
 8.82800000e-08  2.65217483e+00 -6.10714733e-07 
 8.92800000e-08  2.65217483e+00 -6.10714669e-07 
 9.02800000e-08  2.65217483e+00 -6.10714690e-07 
 9.12800000e-08  2.65217483e+00 -6.10714674e-07 
 9.22800000e-08  2.65217483e+00 -6.10714676e-07 
 9.32800000e-08  2.65217482e+00 -6.10714643e-07 
 9.42800000e-08  2.65217482e+00 -6.10714672e-07 
 9.52800000e-08  2.65217482e+00 -6.10714689e-07 
 9.62800000e-08  2.65217482e+00 -6.10714672e-07 
 9.72800000e-08  2.65217482e+00 -6.10714675e-07 
 9.82800000e-08  2.65217483e+00 -6.10714720e-07 
 9.92800000e-08  2.65217482e+00 -6.10714731e-07 
 1.00280000e-07  2.65217482e+00 -6.10714680e-07 
 1.01280000e-07  2.65217483e+00 -6.10714672e-07 
 1.02280000e-07  2.65217483e+00 -6.10714695e-07 
 1.03280000e-07  2.65217482e+00 -6.10714700e-07 
 1.04280000e-07  2.65217482e+00 -6.10714704e-07 
 1.05280000e-07  2.65217482e+00 -6.10714702e-07 
 1.06280000e-07  2.65217483e+00 -6.10714726e-07 
 1.07280000e-07  2.65217483e+00 -6.10714732e-07 
 1.08280000e-07  2.65217482e+00 -6.10714673e-07 
 1.09280000e-07  2.65217482e+00 -6.10714667e-07 
 1.10280000e-07  2.65217483e+00 -6.10714708e-07 
 1.11280000e-07  2.65217482e+00 -6.10714675e-07 
 1.12280000e-07  2.65217483e+00 -6.10714702e-07 
 1.13280000e-07  2.65217483e+00 -6.10714696e-07 
 1.14280000e-07  2.65217482e+00 -6.10714726e-07 
 1.15280000e-07  2.65217482e+00 -6.10714668e-07 
 1.16280000e-07  2.65217482e+00 -6.10714677e-07 
 1.17280000e-07  2.65217482e+00 -6.10714700e-07 
 1.18280000e-07  2.65217483e+00 -6.10714701e-07 
 1.19280000e-07  2.65217483e+00 -6.10714695e-07 
 1.20280000e-07  2.65217482e+00 -6.10714679e-07 
 1.21280000e-07  2.65217483e+00 -6.10714672e-07 
 1.22280000e-07  2.65217483e+00 -6.10714677e-07 
 1.23280000e-07  2.65217483e+00 -6.10714700e-07 
 1.24280000e-07  2.65217483e+00 -6.10714756e-07 
 1.25280000e-07  2.65217482e+00 -6.10714757e-07 
 1.26280000e-07  2.65217482e+00 -6.10714730e-07 
 1.27280000e-07  2.65217482e+00 -6.10714760e-07 
 1.28280000e-07  2.65217482e+00 -6.10714723e-07 
 1.29280000e-07  2.65217482e+00 -6.10714791e-07 
 1.30280000e-07  2.65217482e+00 -6.10714761e-07 
 1.31280000e-07  2.65217483e+00 -6.10714693e-07 
 1.32280000e-07  2.65217483e+00 -6.10714701e-07 
 1.33280000e-07  2.65217483e+00 -6.10714676e-07 
 1.34280000e-07  2.65217482e+00 -6.10714698e-07 
 1.35280000e-07  2.65217482e+00 -6.10714723e-07 
 1.36280000e-07  2.65217483e+00 -6.10714730e-07 
 1.37280000e-07  2.65217483e+00 -6.10714753e-07 
 1.38280000e-07  2.65217483e+00 -6.10714698e-07 
 1.39280000e-07  2.65217482e+00 -6.10714757e-07 
 1.40280000e-07  2.65217482e+00 -6.10714768e-07 
 1.41280000e-07  2.65217482e+00 -6.10714723e-07 
 1.42280000e-07  2.65217482e+00 -6.10714681e-07 
 1.43280000e-07  2.65217483e+00 -6.10714700e-07 
 1.44280000e-07  2.65217483e+00 -6.10714731e-07 
 1.45280000e-07  2.65217483e+00 -6.10714760e-07 
 1.46280000e-07  2.65217483e+00 -6.10714751e-07 
 1.47280000e-07  2.65217482e+00 -6.10714702e-07 
 1.48280000e-07  2.65217483e+00 -6.10714786e-07 
 1.49280000e-07  2.65217483e+00 -6.10714754e-07 
 1.50280000e-07  2.65217482e+00 -6.10714731e-07 
 1.51280000e-07  2.65217483e+00 -6.10714812e-07 
 1.52280000e-07  2.65217483e+00 -6.10714779e-07 
 1.53280000e-07  2.65217482e+00 -6.10714755e-07 
 1.54280000e-07  2.65217482e+00 -6.10714791e-07 
 1.55280000e-07  2.65217482e+00 -6.10714793e-07 
 1.56280000e-07  2.65217482e+00 -6.10714766e-07 
 1.57280000e-07  2.65217483e+00 -6.10714724e-07 
 1.58280000e-07  2.65217483e+00 -6.10714785e-07 
 1.59280000e-07  2.65217482e+00 -6.10714782e-07 
 1.60280000e-07  2.65217483e+00 -6.10714725e-07 
 1.61280000e-07  2.65217483e+00 -6.10714785e-07 
 1.62280000e-07  2.65217482e+00 -6.10714733e-07 
 1.63280000e-07  2.65217482e+00 -6.10714728e-07 
 1.64280000e-07  2.65217482e+00 -6.10714729e-07 
 1.65280000e-07  2.65217482e+00 -6.10714784e-07 
 1.66280000e-07  2.65217483e+00 -6.10714787e-07 
 1.67280000e-07  2.65217483e+00 -6.10714820e-07 
 1.68280000e-07  2.65217483e+00 -6.10714786e-07 
 1.69280000e-07  2.65217483e+00 -6.10714789e-07 
 1.70280000e-07  2.65217483e+00 -6.10714812e-07 
 1.71280000e-07  2.65217483e+00 -6.10714835e-07 
 1.72280000e-07  2.65217482e+00 -6.10714811e-07 
 1.73280000e-07  2.65217483e+00 -6.10714793e-07 
 1.74280000e-07  2.65217482e+00 -6.10714845e-07 
 1.75280000e-07  2.65217482e+00 -6.10714850e-07 
 1.76280000e-07  2.65217483e+00 -6.10714783e-07 
 1.77280000e-07  2.65217483e+00 -6.10714756e-07 
 1.78280000e-07  2.65217483e+00 -6.10714788e-07 
 1.79280000e-07  2.65217483e+00 -6.10714781e-07 
 1.80280000e-07  2.65217483e+00 -6.10714753e-07 
 1.81280000e-07  2.65217482e+00 -6.10714820e-07 
 1.82280000e-07  2.65217482e+00 -6.10714815e-07 
 1.83280000e-07  2.65217482e+00 -6.10714843e-07 
 1.84280000e-07  2.65217483e+00 -6.10714757e-07 
 1.85280000e-07  2.65217483e+00 -6.10714762e-07 
 1.86280000e-07  2.65217483e+00 -6.10714809e-07 
 1.87280000e-07  2.65217482e+00 -6.10714762e-07 
