 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.64708616e+00 -6.04008455e-07 
 1.00000000e-11  2.64708616e+00 -6.04008446e-07 
 2.00000000e-11  2.64708616e+00 -6.04008447e-07 
 4.00000000e-11  2.64708616e+00 -6.04008479e-07 
 8.00000000e-11  2.64708616e+00 -6.04008379e-07 
 1.60000000e-10  2.64708616e+00 -6.04008456e-07 
 3.20000000e-10  2.64708616e+00 -6.04008255e-07 
 6.40000000e-10  2.64708616e+00 -6.04008449e-07 
 1.28000000e-09  2.64708616e+00 -6.04008455e-07 
 2.28000000e-09  2.64708616e+00 -6.04008351e-07 
 3.28000000e-09  2.64708616e+00 -6.04008334e-07 
 4.28000000e-09  2.64708616e+00 -6.04008326e-07 
 5.28000000e-09  2.64708616e+00 -6.04008338e-07 
 6.28000000e-09  2.64708616e+00 -6.04008365e-07 
 7.28000000e-09  2.64708616e+00 -6.04008332e-07 
 8.28000000e-09  2.64708616e+00 -6.04008337e-07 
 9.28000000e-09  2.64708616e+00 -6.04008365e-07 
 1.02800000e-08  2.64708616e+00 -6.04008305e-07 
 1.12800000e-08  2.64708616e+00 -6.04008307e-07 
 1.22800000e-08  2.64708616e+00 -6.04008348e-07 
 1.32800000e-08  2.64708616e+00 -6.04008307e-07 
 1.42800000e-08  2.64708616e+00 -6.04008306e-07 
 1.52800000e-08  2.64708616e+00 -6.04008277e-07 
 1.62800000e-08  2.64708616e+00 -6.04008316e-07 
 1.72800000e-08  2.64708616e+00 -6.04008317e-07 
 1.82800000e-08  2.64708616e+00 -6.04008348e-07 
 1.92800000e-08  2.64708616e+00 -6.04008338e-07 
 2.02800000e-08  2.64708616e+00 -6.04008308e-07 
 2.12800000e-08  2.64708616e+00 -6.04008310e-07 
 2.22800000e-08  2.64708616e+00 -6.04008315e-07 
 2.32800000e-08  2.64708616e+00 -6.04008311e-07 
 2.42800000e-08  2.64708616e+00 -6.04008280e-07 
 2.52800000e-08  2.64708616e+00 -6.04008285e-07 
 2.62800000e-08  2.64708616e+00 -6.04008312e-07 
 2.72800000e-08  2.64708616e+00 -6.04008320e-07 
 2.82800000e-08  2.64708616e+00 -6.04008317e-07 
 2.92800000e-08  2.64708616e+00 -6.04008309e-07 
 3.02800000e-08  2.64708616e+00 -6.04008369e-07 
 3.12800000e-08  2.64708616e+00 -6.04008312e-07 
 3.22800000e-08  2.64708616e+00 -6.04008304e-07 
 3.32800000e-08  2.64708616e+00 -6.04008308e-07 
 3.42800000e-08  2.64708616e+00 -6.04008317e-07 
 3.52800000e-08  2.64708616e+00 -6.04008320e-07 
 3.62800000e-08  2.64708616e+00 -6.04008306e-07 
 3.72800000e-08  2.64708616e+00 -6.04008343e-07 
 3.82800000e-08  2.64708616e+00 -6.04008375e-07 
 3.92800000e-08  2.64708616e+00 -6.04008313e-07 
 4.02800000e-08  2.64708616e+00 -6.04008318e-07 
 4.12800000e-08  2.64708616e+00 -6.04008314e-07 
 4.22800000e-08  2.64708616e+00 -6.04008310e-07 
 4.32800000e-08  2.64708616e+00 -6.04008316e-07 
 4.42800000e-08  2.64708616e+00 -6.04008311e-07 
 4.52800000e-08  2.64708616e+00 -6.04008348e-07 
 4.62800000e-08  2.64708616e+00 -6.04008308e-07 
 4.72800000e-08  2.64708616e+00 -6.04008348e-07 
 4.82800000e-08  2.64708616e+00 -6.04008312e-07 
 4.92800000e-08  2.64708616e+00 -6.04008311e-07 
 5.02800000e-08  2.64708616e+00 -6.04008311e-07 
 5.12800000e-08  2.64708616e+00 -6.04008283e-07 
 5.22800000e-08  2.64708616e+00 -6.04008318e-07 
 5.32800000e-08  2.64708616e+00 -6.04008307e-07 
 5.42800000e-08  2.64708616e+00 -6.04008308e-07 
 5.52800000e-08  2.64708616e+00 -6.04008312e-07 
 5.62800000e-08  2.64708616e+00 -6.04008311e-07 
 5.72800000e-08  2.64708616e+00 -6.04008312e-07 
 5.82800000e-08  2.64708616e+00 -6.04008312e-07 
 5.92800000e-08  2.64708616e+00 -6.04008343e-07 
 6.02800000e-08  2.64708616e+00 -6.04008313e-07 
 6.12800000e-08  2.64708616e+00 -6.04008305e-07 
 6.22800000e-08  2.64708616e+00 -6.04008341e-07 
 6.32800000e-08  2.64708616e+00 -6.04008315e-07 
 6.42800000e-08  2.64708616e+00 -6.04008312e-07 
 6.52800000e-08  2.64708616e+00 -6.04008313e-07 
 6.62800000e-08  2.64708616e+00 -6.04008318e-07 
 6.72800000e-08  2.64708616e+00 -6.04008346e-07 
 6.82800000e-08  2.64708616e+00 -6.04008316e-07 
 6.92800000e-08  2.64708616e+00 -6.04008310e-07 
 7.02800000e-08  2.64708616e+00 -6.04008318e-07 
 7.12800000e-08  2.64708616e+00 -6.04008313e-07 
 7.22800000e-08  2.64708616e+00 -6.04008337e-07 
 7.32800000e-08  2.64708616e+00 -6.04008317e-07 
 7.42800000e-08  2.64708616e+00 -6.04008311e-07 
 7.52800000e-08  2.64708616e+00 -6.04008312e-07 
 7.62800000e-08  2.64708616e+00 -6.04008344e-07 
 7.72800000e-08  2.64708616e+00 -6.04008307e-07 
 7.82800000e-08  2.64708616e+00 -6.04008322e-07 
 7.92800000e-08  2.64708616e+00 -6.04008306e-07 
 8.02800000e-08  2.64708616e+00 -6.04008307e-07 
 8.12800000e-08  2.64708616e+00 -6.04008346e-07 
 8.22800000e-08  2.64708616e+00 -6.04008246e-07 
 8.32800000e-08  2.64708616e+00 -6.04008316e-07 
 8.42800000e-08  2.64708616e+00 -6.04008315e-07 
 8.52800000e-08  2.64708616e+00 -6.04008318e-07 
 8.62800000e-08  2.64708616e+00 -6.04008378e-07 
 8.72800000e-08  2.64708616e+00 -6.04008311e-07 
 8.82800000e-08  2.64708616e+00 -6.04008374e-07 
 8.92800000e-08  2.64708616e+00 -6.04008311e-07 
 9.02800000e-08  2.64708616e+00 -6.04008369e-07 
 9.12800000e-08  2.64708616e+00 -6.04008310e-07 
 9.22800000e-08  2.64708616e+00 -6.04008336e-07 
 9.32800000e-08  2.64708616e+00 -6.04008348e-07 
 9.42800000e-08  2.64708616e+00 -6.04008305e-07 
 9.52800000e-08  2.64708616e+00 -6.04008282e-07 
 9.62800000e-08  2.64708616e+00 -6.04008310e-07 
 9.72800000e-08  2.64708616e+00 -6.04008313e-07 
 9.82800000e-08  2.64708616e+00 -6.04008341e-07 
 9.92800000e-08  2.64708616e+00 -6.04008338e-07 
 1.00280000e-07  2.64708616e+00 -6.04008319e-07 
 1.01280000e-07  2.64708616e+00 -6.04008319e-07 
 1.02280000e-07  2.64708616e+00 -6.04008370e-07 
 1.03280000e-07  2.64708616e+00 -6.04008306e-07 
 1.04280000e-07  2.64708616e+00 -6.04008278e-07 
 1.05280000e-07  2.64708616e+00 -6.04008313e-07 
 1.06280000e-07  2.64708616e+00 -6.04008310e-07 
 1.07280000e-07  2.64708616e+00 -6.04008309e-07 
 1.08280000e-07  2.64708616e+00 -6.04008280e-07 
 1.09280000e-07  2.64708616e+00 -6.04008322e-07 
 1.10280000e-07  2.64708616e+00 -6.04008314e-07 
 1.11280000e-07  2.64708616e+00 -6.04008312e-07 
