 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.66601735e+00 -6.29457425e-07 
 1.00000000e-11  2.66601735e+00 -6.29457448e-07 
 2.00000000e-11  2.66601735e+00 -6.29457353e-07 
 4.00000000e-11  2.66601735e+00 -6.29457410e-07 
 8.00000000e-11  2.66601735e+00 -6.29457451e-07 
 1.60000000e-10  2.66601735e+00 -6.29457420e-07 
 3.20000000e-10  2.66601735e+00 -6.29457417e-07 
 6.40000000e-10  2.66601735e+00 -6.29457435e-07 
 1.28000000e-09  2.66601735e+00 -6.29457415e-07 
 2.28000000e-09  2.66601735e+00 -6.29457457e-07 
 3.28000000e-09  2.66601735e+00 -6.29457488e-07 
 4.28000000e-09  2.66601735e+00 -6.29457450e-07 
 5.28000000e-09  2.66601735e+00 -6.29457451e-07 
 6.28000000e-09  2.66601735e+00 -6.29457422e-07 
 7.28000000e-09  2.66601735e+00 -6.29457487e-07 
 8.28000000e-09  2.66601735e+00 -6.29457389e-07 
 9.28000000e-09  2.66601735e+00 -6.29457456e-07 
 1.02800000e-08  2.66601735e+00 -6.29457456e-07 
 1.12800000e-08  2.66601735e+00 -6.29457423e-07 
 1.22800000e-08  2.66601735e+00 -6.29457460e-07 
 1.32800000e-08  2.66601735e+00 -6.29457447e-07 
 1.42800000e-08  2.66601735e+00 -6.29457425e-07 
 1.52800000e-08  2.66601735e+00 -6.29457421e-07 
 1.62800000e-08  2.66601735e+00 -6.29457392e-07 
 1.72800000e-08  2.66601735e+00 -6.29457460e-07 
 1.82800000e-08  2.66601735e+00 -6.29457452e-07 
 1.92800000e-08  2.66601735e+00 -6.29457401e-07 
 2.02800000e-08  2.66601735e+00 -6.29457427e-07 
 2.12800000e-08  2.66601735e+00 -6.29457459e-07 
 2.22800000e-08  2.66601735e+00 -6.29457418e-07 
 2.32800000e-08  2.66601735e+00 -6.29457461e-07 
 2.42800000e-08  2.66601735e+00 -6.29457459e-07 
 2.52800000e-08  2.66601735e+00 -6.29457453e-07 
 2.62800000e-08  2.66601735e+00 -6.29457445e-07 
 2.72800000e-08  2.66601735e+00 -6.29457461e-07 
 2.82800000e-08  2.66601735e+00 -6.29457421e-07 
 2.92800000e-08  2.66601735e+00 -6.29457448e-07 
 3.02800000e-08  2.66601735e+00 -6.29457396e-07 
 3.12800000e-08  2.66601735e+00 -6.29457449e-07 
 3.22800000e-08  2.66601735e+00 -6.29457427e-07 
 3.32800000e-08  2.66601735e+00 -6.29457428e-07 
 3.42800000e-08  2.66601735e+00 -6.29457428e-07 
 3.52800000e-08  2.66601735e+00 -6.29457461e-07 
 3.62800000e-08  2.66601735e+00 -6.29457452e-07 
 3.72800000e-08  2.66601735e+00 -6.29457452e-07 
 3.82800000e-08  2.66601735e+00 -6.29457424e-07 
 3.92800000e-08  2.66601735e+00 -6.29457454e-07 
 4.02800000e-08  2.66601735e+00 -6.29457451e-07 
 4.12800000e-08  2.66601735e+00 -6.29457488e-07 
 4.22800000e-08  2.66601735e+00 -6.29457451e-07 
 4.32800000e-08  2.66601735e+00 -6.29457418e-07 
 4.42800000e-08  2.66601735e+00 -6.29457447e-07 
 4.52800000e-08  2.66601735e+00 -6.29457455e-07 
 4.62800000e-08  2.66601735e+00 -6.29457455e-07 
 4.72800000e-08  2.66601735e+00 -6.29457427e-07 
 4.82800000e-08  2.66601735e+00 -6.29457422e-07 
 4.92800000e-08  2.66601735e+00 -6.29457460e-07 
 5.02800000e-08  2.66601735e+00 -6.29457447e-07 
 5.12800000e-08  2.66601735e+00 -6.29457429e-07 
 5.22800000e-08  2.66601735e+00 -6.29457429e-07 
 5.32800000e-08  2.66601735e+00 -6.29457427e-07 
 5.42800000e-08  2.66601735e+00 -6.29457430e-07 
 5.52800000e-08  2.66601735e+00 -6.29457424e-07 
 5.62800000e-08  2.66601735e+00 -6.29457453e-07 
 5.72800000e-08  2.66601735e+00 -6.29457398e-07 
 5.82800000e-08  2.66601735e+00 -6.29457492e-07 
 5.92800000e-08  2.66601735e+00 -6.29457446e-07 
 6.02800000e-08  2.66601735e+00 -6.29457446e-07 
 6.12800000e-08  2.66601735e+00 -6.29457427e-07 
 6.22800000e-08  2.66601735e+00 -6.29457450e-07 
 6.32800000e-08  2.66601735e+00 -6.29457452e-07 
 6.42800000e-08  2.66601735e+00 -6.29457432e-07 
