 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.63548698e+00 -5.89157146e-07 
 1.00000000e-11  2.63548698e+00 -5.89157134e-07 
 2.00000000e-11  2.63548698e+00 -5.89157135e-07 
 4.00000000e-11  2.63548698e+00 -5.89157173e-07 
 8.00000000e-11  2.63548698e+00 -5.89157175e-07 
 1.60000000e-10  2.63548698e+00 -5.89157191e-07 
 3.20000000e-10  2.63548698e+00 -5.89157139e-07 
 6.40000000e-10  2.63548698e+00 -5.89157171e-07 
 1.28000000e-09  2.63548698e+00 -5.89157143e-07 
 2.28000000e-09  2.63548698e+00 -5.89157174e-07 
 3.28000000e-09  2.63548698e+00 -5.89157174e-07 
 4.28000000e-09  2.63548698e+00 -5.89157146e-07 
 5.28000000e-09  2.63548698e+00 -5.89157147e-07 
 6.28000000e-09  2.63548698e+00 -5.89157143e-07 
 7.28000000e-09  2.63548698e+00 -5.89157149e-07 
 8.28000000e-09  2.63548698e+00 -5.89157200e-07 
 9.28000000e-09  2.63548698e+00 -5.89157201e-07 
 1.02800000e-08  2.63548698e+00 -5.89157176e-07 
 1.12800000e-08  2.63548698e+00 -5.89157155e-07 
 1.22800000e-08  2.63548698e+00 -5.89157174e-07 
 1.32800000e-08  2.63548698e+00 -5.89157207e-07 
 1.42800000e-08  2.63548698e+00 -5.89157176e-07 
 1.52800000e-08  2.63548698e+00 -5.89157142e-07 
 1.62800000e-08  2.63548698e+00 -5.89157208e-07 
 1.72800000e-08  2.63548698e+00 -5.89157176e-07 
 1.82800000e-08  2.63548698e+00 -5.89157226e-07 
 1.92800000e-08  2.63548698e+00 -5.89157236e-07 
 2.02800000e-08  2.63548698e+00 -5.89157174e-07 
 2.12800000e-08  2.63548698e+00 -5.89157166e-07 
 2.22800000e-08  2.63548698e+00 -5.89157148e-07 
 2.32800000e-08  2.63548698e+00 -5.89157166e-07 
 2.42800000e-08  2.63548698e+00 -5.89157143e-07 
 2.52800000e-08  2.63548698e+00 -5.89157138e-07 
 2.62800000e-08  2.63548698e+00 -5.89157184e-07 
 2.72800000e-08  2.63548698e+00 -5.89157170e-07 
 2.82800000e-08  2.63548698e+00 -5.89157149e-07 
 2.92800000e-08  2.63548698e+00 -5.89157206e-07 
 3.02800000e-08  2.63548698e+00 -5.89157172e-07 
 3.12800000e-08  2.63548698e+00 -5.89157151e-07 
 3.22800000e-08  2.63548698e+00 -5.89157201e-07 
 3.32800000e-08  2.63548698e+00 -5.89157143e-07 
 3.42800000e-08  2.63548698e+00 -5.89157153e-07 
 3.52800000e-08  2.63548698e+00 -5.89157140e-07 
 3.62800000e-08  2.63548698e+00 -5.89157140e-07 
 3.72800000e-08  2.63548698e+00 -5.89157122e-07 
 3.82800000e-08  2.63548698e+00 -5.89157171e-07 
 3.92800000e-08  2.63548698e+00 -5.89157146e-07 
 4.02800000e-08  2.63548698e+00 -5.89157138e-07 
 4.12800000e-08  2.63548698e+00 -5.89157152e-07 
 4.22800000e-08  2.63548698e+00 -5.89157156e-07 
 4.32800000e-08  2.63548698e+00 -5.89157135e-07 
 4.42800000e-08  2.63548698e+00 -5.89157149e-07 
 4.52800000e-08  2.63548698e+00 -5.89157180e-07 
 4.62800000e-08  2.63548698e+00 -5.89157146e-07 
 4.72800000e-08  2.63548698e+00 -5.89157171e-07 
 4.82800000e-08  2.63548698e+00 -5.89157148e-07 
 4.92800000e-08  2.63548698e+00 -5.89157144e-07 
 5.02800000e-08  2.63548698e+00 -5.89157144e-07 
 5.12800000e-08  2.63548698e+00 -5.89157179e-07 
 5.22800000e-08  2.63548698e+00 -5.89157238e-07 
 5.32800000e-08  2.63548698e+00 -5.89157173e-07 
 5.42800000e-08  2.63548698e+00 -5.89157178e-07 
 5.52800000e-08  2.63548698e+00 -5.89157144e-07 
 5.62800000e-08  2.63548698e+00 -5.89157173e-07 
 5.72800000e-08  2.63548698e+00 -5.89157176e-07 
 5.82800000e-08  2.63548698e+00 -5.89157149e-07 
 5.92800000e-08  2.63548698e+00 -5.89157170e-07 
 6.02800000e-08  2.63548698e+00 -5.89157147e-07 
 6.12800000e-08  2.63548698e+00 -5.89157148e-07 
 6.22800000e-08  2.63548698e+00 -5.89157231e-07 
 6.32800000e-08  2.63548698e+00 -5.89157173e-07 
 6.42800000e-08  2.63548698e+00 -5.89157149e-07 
 6.52800000e-08  2.63548698e+00 -5.89157173e-07 
 6.62800000e-08  2.63548698e+00 -5.89157173e-07 
 6.72800000e-08  2.63548698e+00 -5.89157150e-07 
 6.82800000e-08  2.63548698e+00 -5.89157171e-07 
 6.92800000e-08  2.63548698e+00 -5.89157170e-07 
 7.02800000e-08  2.63548698e+00 -5.89157144e-07 
 7.12800000e-08  2.63548698e+00 -5.89157144e-07 
 7.22800000e-08  2.63548698e+00 -5.89157202e-07 
 7.32800000e-08  2.63548698e+00 -5.89157147e-07 
 7.42800000e-08  2.63548698e+00 -5.89157142e-07 
 7.52800000e-08  2.63548698e+00 -5.89157147e-07 
 7.62800000e-08  2.63548698e+00 -5.89157150e-07 
 7.72800000e-08  2.63548698e+00 -5.89157135e-07 
 7.82800000e-08  2.63548698e+00 -5.89157144e-07 
 7.92800000e-08  2.63548698e+00 -5.89157146e-07 
 8.02800000e-08  2.63548698e+00 -5.89157179e-07 
 8.12800000e-08  2.63548698e+00 -5.89157142e-07 
 8.22800000e-08  2.63548698e+00 -5.89157146e-07 
 8.32800000e-08  2.63548698e+00 -5.89157151e-07 
 8.42800000e-08  2.63548698e+00 -5.89157180e-07 
 8.52800000e-08  2.63548698e+00 -5.89157195e-07 
 8.62800000e-08  2.63548698e+00 -5.89157152e-07 
 8.72800000e-08  2.63548698e+00 -5.89157208e-07 
 8.82800000e-08  2.63548698e+00 -5.89157123e-07 
 8.92800000e-08  2.63548698e+00 -5.89157206e-07 
 9.02800000e-08  2.63548698e+00 -5.89157149e-07 
 9.12800000e-08  2.63548698e+00 -5.89157172e-07 
 9.22800000e-08  2.63548698e+00 -5.89157150e-07 
 9.32800000e-08  2.63548698e+00 -5.89157196e-07 
 9.42800000e-08  2.63548698e+00 -5.89157174e-07 
 9.52800000e-08  2.63548698e+00 -5.89157143e-07 
 9.62800000e-08  2.63548698e+00 -5.89157148e-07 
 9.72800000e-08  2.63548698e+00 -5.89157176e-07 
 9.82800000e-08  2.63548698e+00 -5.89157207e-07 
