time,v(n0),v(n1),v(n2),v(n3),v(n4),v(n5),v(n6),v(n7),v(n8),v(n9)
6.95709776e-05,3.30325642e-01,3.28231550e-01,3.28256504e-01,3.12407721e-01,3.28199093e-01,3.12240719e-01,3.28156233e-01,3.12144056e-01,3.30578023e-01,3.28079608e-01
6.95809776e-05,3.30265090e-01,3.28172518e-01,3.28197273e-01,3.12435080e-01,3.28140344e-01,3.12268962e-01,3.28097817e-01,3.12172760e-01,3.30515303e-01,3.28021789e-01
6.95909776e-05,3.30204992e-01,3.28114000e-01,3.28138512e-01,3.12462298e-01,3.28082007e-01,3.12297008e-01,3.28039810e-01,3.12201314e-01,3.30453058e-01,3.27964376e-01
6.96009776e-05,3.30145439e-01,3.28055895e-01,3.28080210e-01,3.12489372e-01,3.28024177e-01,3.12324956e-01,3.27982308e-01,3.12229720e-01,3.30391382e-01,3.27907460e-01
6.96109776e-05,3.30086333e-01,3.27998293e-01,3.28022370e-01,3.12516305e-01,3.27966756e-01,3.12352712e-01,3.27925210e-01,3.12257977e-01,3.30330173e-01,3.27850943e-01
6.96209776e-05,3.30027760e-01,3.27941098e-01,3.27964981e-01,3.12543095e-01,3.27909832e-01,3.12380370e-01,3.27868607e-01,3.12286089e-01,3.30269520e-01,3.27794913e-01
6.96309776e-05,3.29969625e-01,3.27884393e-01,3.27908046e-01,3.12569746e-01,3.27853307e-01,3.12407837e-01,3.27812400e-01,3.12314053e-01,3.30209325e-01,3.27739275e-01
6.96409776e-05,3.29912009e-01,3.27828091e-01,3.27851553e-01,3.12596256e-01,3.27797268e-01,3.12435205e-01,3.27756677e-01,3.12341873e-01,3.30149672e-01,3.27684116e-01
6.96509776e-05,3.29854827e-01,3.27772270e-01,3.27795505e-01,3.12622627e-01,3.27741624e-01,3.12462386e-01,3.27701345e-01,3.12369546e-01,3.30090470e-01,3.27629343e-01
6.96609776e-05,3.29798153e-01,3.27716843e-01,3.27739890e-01,3.12648859e-01,3.27686455e-01,3.12489468e-01,3.27646486e-01,3.12397077e-01,3.30031798e-01,3.27575037e-01
6.96709776e-05,3.29741903e-01,3.27661885e-01,3.27684712e-01,3.12674954e-01,3.27631674e-01,3.12516367e-01,3.27592011e-01,3.12424464e-01,3.29973570e-01,3.27521111e-01
6.96809776e-05,3.29686151e-01,3.27607318e-01,3.27629960e-01,3.12700911e-01,3.27577359e-01,3.12543165e-01,3.27538000e-01,3.12451708e-01,3.29915862e-01,3.27467644e-01
6.96909776e-05,3.29630774e-01,3.27553212e-01,3.27575593e-01,3.12726712e-01,3.27523406e-01,3.12569783e-01,3.27484347e-01,3.12478788e-01,3.29858547e-01,3.27414530e-01
6.96922276e-05,3.29623881e-01,3.27546473e-01,3.27568812e-01,3.12729918e-01,3.27516699e-01,3.12573114e-01,3.27477677e-01,3.12482155e-01,3.29851413e-01,3.27407927e-01
6.96947276e-05,3.29609983e-01,3.27533045e-01,3.27555153e-01,3.12736281e-01,3.27503234e-01,3.12579772e-01,3.27464287e-01,3.12488837e-01,3.29837035e-01,3.27394672e-01
6.96981864e-05,3.29588195e-01,3.27514575e-01,3.27533653e-01,3.12743761e-01,3.27483359e-01,3.12589036e-01,3.27444516e-01,3.12496765e-01,3.29814597e-01,3.27375097e-01
6.97004480e-05,3.29570724e-01,3.27502523e-01,3.27516340e-01,3.12746992e-01,3.27468757e-01,3.12595090e-01,3.27429975e-01,3.12500295e-01,3.29796713e-01,3.27360699e-01
6.97021071e-05,3.29556883e-01,3.27493674e-01,3.27502609e-01,3.12748821e-01,3.27457521e-01,3.12599500e-01,3.27418786e-01,3.12502339e-01,3.29782562e-01,3.27349605e-01
6.97037812e-05,3.29542642e-01,3.27484742e-01,3.27488475e-01,3.12750506e-01,3.27446040e-01,3.12603930e-01,3.27407354e-01,3.12504237e-01,3.29768001e-01,3.27338264e-01
6.97055779e-05,3.29527285e-01,3.27475155e-01,3.27473234e-01,3.12752258e-01,3.27433680e-01,3.12608664e-01,3.27395046e-01,3.12506217e-01,3.29752302e-01,3.27326052e-01
6.97089274e-05,3.29498573e-01,3.27457288e-01,3.27444730e-01,3.12755433e-01,3.27410595e-01,3.12617448e-01,3.27372059e-01,3.12509814e-01,3.29722949e-01,3.27303241e-01
6.97156264e-05,3.29441192e-01,3.27421621e-01,3.27387754e-01,3.12761632e-01,3.27364474e-01,3.12634897e-01,3.27326132e-01,3.12516856e-01,3.29664295e-01,3.27257663e-01
6.97256264e-05,3.29355888e-01,3.27368602e-01,3.27303046e-01,3.12770694e-01,3.27295893e-01,3.12660709e-01,3.27257838e-01,3.12527171e-01,3.29577104e-01,3.27189885e-01
6.97268764e-05,3.29345262e-01,3.27361990e-01,3.27292505e-01,3.12771819e-01,3.27287344e-01,3.12663908e-01,3.27249326e-01,3.12528452e-01,3.29566245e-01,3.27181437e-01
6.97293764e-05,3.29323951e-01,3.27348700e-01,3.27271449e-01,3.12774076e-01,3.27270184e-01,3.12670223e-01,3.27232238e-01,3.12531022e-01,3.29544467e-01,3.27164477e-01
6.97298334e-05,3.29320034e-01,3.27346248e-01,3.27267610e-01,3.12774493e-01,3.27267025e-01,3.12671350e-01,3.27229091e-01,3.12531496e-01,3.29540465e-01,3.27161354e-01
6.97307476e-05,3.29312181e-01,3.27341320e-01,3.27259939e-01,3.12775334e-01,3.27260684e-01,3.12673578e-01,3.27222777e-01,3.12532451e-01,3.29532442e-01,3.27155087e-01
6.97325759e-05,3.29295884e-01,3.27330856e-01,3.27244608e-01,3.12777007e-01,3.27247398e-01,3.12677403e-01,3.27209545e-01,3.12534356e-01,3.29515810e-01,3.27141952e-01
6.97338092e-05,3.29284147e-01,3.27323043e-01,3.27234257e-01,3.12778114e-01,3.27237686e-01,3.12679217e-01,3.27199870e-01,3.12535621e-01,3.29503852e-01,3.27132345e-01
6.97349729e-05,3.29272723e-01,3.27315318e-01,3.27224497e-01,3.12779156e-01,3.27228169e-01,3.12680565e-01,3.27190388e-01,3.12536811e-01,3.29492219e-01,3.27122926e-01
6.97363084e-05,3.29259474e-01,3.27306307e-01,3.27213306e-01,3.12780349e-01,3.27217103e-01,3.12681955e-01,3.27179361e-01,3.12538171e-01,3.29478724e-01,3.27111968e-01
6.97377143e-05,3.29245484e-01,3.27296773e-01,3.27201534e-01,3.12781600e-01,3.27205407e-01,3.12683359e-01,3.27167704e-01,3.12539598e-01,3.29464474e-01,3.27100383e-01
6.97392834e-05,3.29229846e-01,3.27286103e-01,3.27188405e-01,3.12782990e-01,3.27192326e-01,3.12684882e-01,3.27154667e-01,3.12541182e-01,3.29448546e-01,3.27087427e-01
6.97424216e-05,3.29198577e-01,3.27264746e-01,3.27162181e-01,3.12785752e-01,3.27166156e-01,3.12687870e-01,3.27128586e-01,3.12544333e-01,3.29416695e-01,3.27061504e-01
6.97486981e-05,3.29136164e-01,3.27222074e-01,3.27109885e-01,3.12791225e-01,3.27113894e-01,3.12693717e-01,3.27076499e-01,3.12550582e-01,3.29353126e-01,3.27009730e-01
6.97586981e-05,3.29037267e-01,3.27154400e-01,3.27027029e-01,3.12799849e-01,3.27031031e-01,3.12702876e-01,3.26993912e-01,3.12560435e-01,3.29252404e-01,3.26927641e-01
6.97686981e-05,3.28939110e-01,3.27087159e-01,3.26944771e-01,3.12808388e-01,3.26948743e-01,3.12711922e-01,3.26911898e-01,3.12570197e-01,3.29152443e-01,3.26846119e-01
6.97699481e-05,3.28926902e-01,3.27078783e-01,3.26934538e-01,3.12809451e-01,3.26938506e-01,3.12713048e-01,3.26901695e-01,3.12571412e-01,3.29140011e-01,3.26835977e-01
6.97724481e-05,3.28902522e-01,3.27061977e-01,3.26914102e-01,3.12811588e-01,3.26918062e-01,3.12715310e-01,3.26881319e-01,3.12573854e-01,3.29115183e-01,3.26815723e-01
6.97759949e-05,3.28868055e-01,3.27036795e-01,3.26885214e-01,3.12814650e-01,3.26889162e-01,3.12718550e-01,3.26852516e-01,3.12577348e-01,3.29080084e-01,3.26787093e-01
6.97780508e-05,3.28848123e-01,3.27020752e-01,3.26868508e-01,3.12816425e-01,3.26872448e-01,3.12720428e-01,3.26835859e-01,3.12579375e-01,3.29059789e-01,3.26770537e-01
6.97796529e-05,3.28832601e-01,3.27007785e-01,3.26855494e-01,3.12817793e-01,3.26859429e-01,3.12721875e-01,3.26822883e-01,3.12580938e-01,3.29043984e-01,3.26757639e-01
6.97813088e-05,3.28816567e-01,3.26994244e-01,3.26842048e-01,3.12819194e-01,3.26845977e-01,3.12723359e-01,3.26809476e-01,3.12582540e-01,3.29027656e-01,3.26744312e-01
6.97830584e-05,3.28799641e-01,3.26979907e-01,3.26827851e-01,3.12820665e-01,3.26831773e-01,3.12724916e-01,3.26795319e-01,3.12584223e-01,3.29010420e-01,3.26730241e-01
6.97861471e-05,3.28769803e-01,3.26954575e-01,3.26802820e-01,3.12823242e-01,3.26806731e-01,3.12727646e-01,3.26770360e-01,3.12587174e-01,3.28980037e-01,3.26705430e-01
6.97923246e-05,3.28710314e-01,3.26903999e-01,3.26752899e-01,3.12828349e-01,3.26756787e-01,3.12733057e-01,3.26720581e-01,3.12593026e-01,3.28919463e-01,3.26655947e-01
6.98023246e-05,3.28614586e-01,3.26822515e-01,3.26672532e-01,3.12836525e-01,3.26676382e-01,3.12741723e-01,3.26640441e-01,3.12602405e-01,3.28821993e-01,3.26576282e-01
6.98123246e-05,3.28519587e-01,3.26741603e-01,3.26592738e-01,3.12844621e-01,3.26596553e-01,3.12750305e-01,3.26560874e-01,3.12611697e-01,3.28725273e-01,3.26497186e-01
6.98223246e-05,3.28425325e-01,3.26661276e-01,3.26513526e-01,3.12852650e-01,3.26517308e-01,3.12758822e-01,3.26481888e-01,3.12620917e-01,3.28629308e-01,3.26418665e-01
6.98323246e-05,3.28331796e-01,3.26581550e-01,3.26434895e-01,3.12860618e-01,3.26438646e-01,3.12767278e-01,3.26403483e-01,3.12630071e-01,3.28534094e-01,3.26340722e-01
6.98423246e-05,3.28238992e-01,3.26502415e-01,3.26356838e-01,3.12868528e-01,3.26360565e-01,3.12775680e-01,3.26325656e-01,3.12639160e-01,3.28439624e-01,3.26263352e-01
6.98523246e-05,3.28146904e-01,3.26423875e-01,3.26279350e-01,3.12876382e-01,3.26283057e-01,3.12784028e-01,3.26248401e-01,3.12648188e-01,3.28345887e-01,3.26186550e-01
6.98623246e-05,3.28055521e-01,3.26345915e-01,3.26202424e-01,3.12884181e-01,3.26206118e-01,3.12792323e-01,3.26171711e-01,3.12657155e-01,3.28252875e-01,3.26110310e-01
6.98723246e-05,3.27964834e-01,3.26268540e-01,3.26126055e-01,3.12891924e-01,3.26129739e-01,3.12800563e-01,3.26095580e-01,3.12666062e-01,3.28160576e-01,3.26034623e-01
6.98823246e-05,3.27874836e-01,3.26191732e-01,3.26050238e-01,3.12899612e-01,3.26053915e-01,3.12808750e-01,3.26020002e-01,3.12674908e-01,3.28068983e-01,3.25959486e-01
6.98835746e-05,3.27863640e-01,3.26182177e-01,3.26040804e-01,3.12900569e-01,3.26044480e-01,3.12809769e-01,3.26010597e-01,3.12676009e-01,3.28057589e-01,3.25950136e-01
6.98860746e-05,3.27841270e-01,3.26163082e-01,3.26021953e-01,3.12902481e-01,3.26025627e-01,3.12811805e-01,3.25991805e-01,3.12678210e-01,3.28034822e-01,3.25931453e-01
6.98910746e-05,3.27796648e-01,3.26124997e-01,3.25984346e-01,3.12906293e-01,3.25988021e-01,3.12815867e-01,3.25954320e-01,3.12682597e-01,3.27989411e-01,3.25894186e-01
6.98916498e-05,3.27791525e-01,3.26120626e-01,3.25980028e-01,3.12906730e-01,3.25983703e-01,3.12816333e-01,3.25950017e-01,3.12683100e-01,3.27984198e-01,3.25889908e-01
6.98928002e-05,3.27781282e-01,3.26111886e-01,3.25971394e-01,3.12907602e-01,3.25975071e-01,3.12817266e-01,3.25941412e-01,3.12684105e-01,3.27973774e-01,3.25881353e-01
6.98930879e-05,3.27778722e-01,3.26109703e-01,3.25969236e-01,3.12907820e-01,3.25972913e-01,3.12817499e-01,3.25939262e-01,3.12684355e-01,3.27971169e-01,3.25879215e-01
6.98936631e-05,3.27773602e-01,3.26105336e-01,3.25964919e-01,3.12908254e-01,3.25968599e-01,3.12817965e-01,3.25934962e-01,3.12684856e-01,3.27965959e-01,3.25874940e-01
6.98948135e-05,3.27763356e-01,3.26096610e-01,3.25956279e-01,3.12909116e-01,3.25959970e-01,3.12818896e-01,3.25926361e-01,3.12685850e-01,3.27955533e-01,3.25866389e-01
6.98958965e-05,3.27751566e-01,3.26087897e-01,3.25946023e-01,3.12908628e-01,3.25950545e-01,3.12819280e-01,3.25916963e-01,3.12685500e-01,3.27943596e-01,3.25857059e-01
6.98967402e-05,3.27743304e-01,3.26080726e-01,3.25938963e-01,3.12908514e-01,3.25943466e-01,3.12819188e-01,3.25909914e-01,3.12685485e-01,3.27935207e-01,3.25850038e-01
6.98976374e-05,3.27739193e-01,3.26073688e-01,3.25936106e-01,3.12910989e-01,3.25938542e-01,3.12819645e-01,3.25905010e-01,3.12688031e-01,3.27930903e-01,3.25845125e-01
6.98983465e-05,3.27734762e-01,3.26068464e-01,3.25932690e-01,3.12912546e-01,3.25934250e-01,3.12820349e-01,3.25900731e-01,3.12689662e-01,3.27926346e-01,3.25840874e-01
6.98991173e-05,3.27730714e-01,3.26062732e-01,3.25929727e-01,3.12914581e-01,3.25929938e-01,3.12821065e-01,3.25896436e-01,3.12691783e-01,3.27922174e-01,3.25836608e-01
6.99001806e-05,3.27724568e-01,3.26054761e-01,3.25925092e-01,3.12917085e-01,3.25923687e-01,3.12821984e-01,3.25890204e-01,3.12694406e-01,3.27915856e-01,3.25830426e-01
6.99014995e-05,3.27717312e-01,3.26044847e-01,3.25919703e-01,3.12920341e-01,3.25916097e-01,3.12823090e-01,3.25882649e-01,3.12697815e-01,3.27908401e-01,3.25822926e-01
6.99038767e-05,3.27703892e-01,3.26026996e-01,3.25909646e-01,3.12926029e-01,3.25902256e-01,3.12825075e-01,3.25868863e-01,3.12703775e-01,3.27894611e-01,3.25809245e-01
6.99077592e-05,3.27682314e-01,3.25997942e-01,3.25893544e-01,3.12935458e-01,3.25879859e-01,3.12828344e-01,3.25846565e-01,3.12713652e-01,3.27872440e-01,3.25787113e-01
6.99147549e-05,3.27643314e-01,3.25945838e-01,3.25864370e-01,3.12952285e-01,3.25839548e-01,3.12834255e-01,3.25806420e-01,3.12731279e-01,3.27832367e-01,3.25747271e-01
6.99247549e-05,3.27588147e-01,3.25871843e-01,3.25823152e-01,3.12976353e-01,3.25782402e-01,3.12842682e-01,3.25749518e-01,3.12756492e-01,3.27775690e-01,3.25690797e-01
6.99347549e-05,3.27538052e-01,3.25803292e-01,3.25781485e-01,3.12999638e-01,3.25730488e-01,3.12856036e-01,3.25697835e-01,3.12780905e-01,3.27724079e-01,3.25639535e-01
6.99417896e-05,3.27510999e-01,3.25763228e-01,3.25752874e-01,3.13016385e-01,3.25702124e-01,3.12873289e-01,3.25669635e-01,3.12798440e-01,3.27695962e-01,3.25611619e-01
6.99484098e-05,3.27485832e-01,3.25726040e-01,3.25726400e-01,3.13032488e-01,3.25675824e-01,3.12889810e-01,3.25643492e-01,3.12815297e-01,3.27669829e-01,3.25585766e-01
6.99541001e-05,3.27464119e-01,3.25693886e-01,3.25703510e-01,3.13045968e-01,3.25653057e-01,3.12903626e-01,3.25620861e-01,3.12829422e-01,3.27647286e-01,3.25563372e-01
6.99603283e-05,3.27440677e-01,3.25659220e-01,3.25678583e-01,3.13060775e-01,3.25628544e-01,3.12919075e-01,3.25596490e-01,3.12844927e-01,3.27622934e-01,3.25539264e-01
6.99679708e-05,3.27411841e-01,3.25616512e-01,3.25648239e-01,3.13078885e-01,3.25598315e-01,3.12937584e-01,3.25566443e-01,3.12863900e-01,3.27593000e-01,3.25509536e-01
6.99761997e-05,3.27380607e-01,3.25574600e-01,3.25615099e-01,3.13097719e-01,3.25565656e-01,3.12957202e-01,3.25533970e-01,3.12883651e-01,3.27560575e-01,3.25477403e-01
6.99818431e-05,3.27359386e-01,3.25552357e-01,3.25592815e-01,3.13110859e-01,3.25543404e-01,3.12970584e-01,3.25511848e-01,3.12897420e-01,3.27538548e-01,3.25455509e-01
6.99871726e-05,3.27340140e-01,3.25532153e-01,3.25572292e-01,3.13123730e-01,3.25523244e-01,3.12984013e-01,3.25491807e-01,3.12910880e-01,3.27518541e-01,3.25435685e-01
6.99917479e-05,3.27323176e-01,3.25514194e-01,3.25554483e-01,3.13134444e-01,3.25505445e-01,3.12994907e-01,3.25474117e-01,3.12922106e-01,3.27500941e-01,3.25418185e-01
6.99968182e-05,3.27304749e-01,3.25495090e-01,3.25534855e-01,3.13146379e-01,3.25486145e-01,3.13007357e-01,3.25454929e-01,3.12934598e-01,3.27481792e-01,3.25399201e-01
7.00033053e-05,3.27281091e-01,3.25470029e-01,3.25509929e-01,3.13161624e-01,3.25461317e-01,3.13022943e-01,3.25430252e-01,3.12950567e-01,3.27457233e-01,3.25374790e-01
7.00107969e-05,3.27254061e-01,3.25441867e-01,3.25481202e-01,3.13179131e-01,3.25432989e-01,3.13041123e-01,3.25402090e-01,3.12968896e-01,3.27429157e-01,3.25346927e-01
7.00204054e-05,3.27219488e-01,3.25405342e-01,3.25444697e-01,3.13201537e-01,3.25396706e-01,3.13064107e-01,3.25366024e-01,3.12992362e-01,3.27393268e-01,3.25311249e-01
7.00304054e-05,3.27183873e-01,3.25368134e-01,3.25406872e-01,3.13224679e-01,3.25359355e-01,3.13088089e-01,3.25328892e-01,3.13016594e-01,3.27356283e-01,3.25274512e-01
7.00404054e-05,3.27148437e-01,3.25330696e-01,3.25369423e-01,3.13247752e-01,3.25322143e-01,3.13111770e-01,3.25291904e-01,3.13040759e-01,3.27319499e-01,3.25237921e-01
7.00504054e-05,3.27113350e-01,3.25294006e-01,3.25332145e-01,3.13270644e-01,3.25285324e-01,3.13135489e-01,3.25255301e-01,3.13064733e-01,3.27283066e-01,3.25201707e-01
7.00604054e-05,3.27078447e-01,3.25257126e-01,3.25295234e-01,3.13293469e-01,3.25248655e-01,3.13158925e-01,3.25218851e-01,3.13088639e-01,3.27246839e-01,3.25165648e-01
7.00704054e-05,3.27043881e-01,3.25220950e-01,3.25258494e-01,3.13316116e-01,3.25212362e-01,3.13182385e-01,3.25182771e-01,3.13112359e-01,3.27210951e-01,3.25129949e-01
7.00804054e-05,3.27009502e-01,3.25184617e-01,3.25222112e-01,3.13338695e-01,3.25176225e-01,3.13205576e-01,3.25146849e-01,3.13136011e-01,3.27175269e-01,3.25094410e-01
7.00904054e-05,3.26975450e-01,3.25148948e-01,3.25185904e-01,3.13361102e-01,3.25140451e-01,3.13228780e-01,3.25111283e-01,3.13159480e-01,3.27139918e-01,3.25059219e-01
7.01004054e-05,3.26941586e-01,3.25113151e-01,3.25150043e-01,3.13383437e-01,3.25104836e-01,3.13251728e-01,3.25075879e-01,3.13182878e-01,3.27104772e-01,3.25024190e-01
7.01104054e-05,3.26908040e-01,3.25077981e-01,3.25114359e-01,3.13405606e-01,3.25069571e-01,3.13274681e-01,3.25040820e-01,3.13206100e-01,3.27069948e-01,3.24989501e-01
7.01204054e-05,3.26874680e-01,3.25042709e-01,3.25079010e-01,3.13427700e-01,3.25034468e-01,3.13297386e-01,3.25005926e-01,3.13229246e-01,3.27035330e-01,3.24954976e-01
7.01304054e-05,3.26841631e-01,3.25008031e-01,3.25043840e-01,3.13449633e-01,3.24999707e-01,3.13320090e-01,3.24971368e-01,3.13252221e-01,3.27001027e-01,3.24920780e-01
7.01404054e-05,3.26808766e-01,3.24973274e-01,3.25008994e-01,3.13471487e-01,3.24965108e-01,3.13342555e-01,3.24936974e-01,3.13275118e-01,3.26966926e-01,3.24886748e-01
7.01504054e-05,3.26776206e-01,3.24939080e-01,3.24974329e-01,3.13493186e-01,3.24930842e-01,3.13365013e-01,3.24902907e-01,3.13297849e-01,3.26933133e-01,3.24853037e-01
7.01604054e-05,3.26743830e-01,3.24904827e-01,3.24939977e-01,3.13514803e-01,3.24896737e-01,3.13387240e-01,3.24869003e-01,3.13320498e-01,3.26899540e-01,3.24819493e-01
7.01704054e-05,3.26711752e-01,3.24871113e-01,3.24905809e-01,3.13536269e-01,3.24862958e-01,3.13409455e-01,3.24835419e-01,3.13342988e-01,3.26866251e-01,3.24786260e-01
7.01804054e-05,3.26679854e-01,3.24837356e-01,3.24871945e-01,3.13557652e-01,3.24829342e-01,3.13431446e-01,3.24801999e-01,3.13365394e-01,3.26833160e-01,3.24753193e-01
7.01904054e-05,3.26648250e-01,3.24804112e-01,3.24838267e-01,3.13578890e-01,3.24796043e-01,3.13453421e-01,3.24768892e-01,3.13387646e-01,3.26800366e-01,3.24720432e-01
7.02004054e-05,3.26616823e-01,3.24770843e-01,3.24804882e-01,3.13600041e-01,3.24762906e-01,3.13475178e-01,3.24735948e-01,3.13409810e-01,3.26767766e-01,3.24687835e-01
7.02104054e-05,3.26585685e-01,3.24738066e-01,3.24771686e-01,3.13621051e-01,3.24730078e-01,3.13496914e-01,3.24703310e-01,3.13431824e-01,3.26735459e-01,3.24655536e-01
7.02204054e-05,3.26554722e-01,3.24705275e-01,3.24738773e-01,3.13641972e-01,3.24697411e-01,3.13518440e-01,3.24670835e-01,3.13453749e-01,3.26703342e-01,3.24623403e-01
7.02304054e-05,3.26524042e-01,3.24672955e-01,3.24706050e-01,3.13662756e-01,3.24665048e-01,3.13539941e-01,3.24638658e-01,3.13475528e-01,3.26671512e-01,3.24591561e-01
7.02404054e-05,3.26493533e-01,3.24640635e-01,3.24673603e-01,3.13683450e-01,3.24632845e-01,3.13561237e-01,3.24606643e-01,3.13497215e-01,3.26639869e-01,3.24559882e-01
7.02504054e-05,3.26463303e-01,3.24608767e-01,3.24641345e-01,3.13704012e-01,3.24600938e-01,3.13582505e-01,3.24574921e-01,3.13518762e-01,3.26608510e-01,3.24528488e-01
7.02604054e-05,3.26433241e-01,3.24576907e-01,3.24609354e-01,3.13724482e-01,3.24569190e-01,3.13603572e-01,3.24543359e-01,3.13540215e-01,3.26577335e-01,3.24497257e-01
7.02704054e-05,3.26403455e-01,3.24545482e-01,3.24577553e-01,3.13744823e-01,3.24537733e-01,3.13624609e-01,3.24512083e-01,3.13561531e-01,3.26546439e-01,3.24466306e-01
7.02804054e-05,3.26373835e-01,3.24514078e-01,3.24546012e-01,3.13765071e-01,3.24506435e-01,3.13645453e-01,3.24480966e-01,3.13582753e-01,3.26515724e-01,3.24435516e-01
7.02904054e-05,3.26344486e-01,3.24483093e-01,3.24514662e-01,3.13785192e-01,3.24475419e-01,3.13666260e-01,3.24450130e-01,3.13603840e-01,3.26485282e-01,3.24404998e-01
7.03004054e-05,3.26315299e-01,3.24452135e-01,3.24483564e-01,3.13805219e-01,3.24444561e-01,3.13686878e-01,3.24419452e-01,3.13624832e-01,3.26455018e-01,3.24374641e-01
7.03104054e-05,3.26286378e-01,3.24421579e-01,3.24452658e-01,3.13825122e-01,3.24413982e-01,3.13707459e-01,3.24389049e-01,3.13645694e-01,3.26425023e-01,3.24344551e-01
7.03204054e-05,3.26257616e-01,3.24391060e-01,3.24421996e-01,3.13844930e-01,3.24383559e-01,3.13727857e-01,3.24358802e-01,3.13666459e-01,3.26395202e-01,3.24314619e-01
7.03304054e-05,3.26229117e-01,3.24360928e-01,3.24391526e-01,3.13864619e-01,3.24353408e-01,3.13748217e-01,3.24328822e-01,3.13687096e-01,3.26365647e-01,3.24284949e-01
7.03404054e-05,3.26200775e-01,3.24330840e-01,3.24361292e-01,3.13884213e-01,3.24323410e-01,3.13768397e-01,3.24298999e-01,3.13707636e-01,3.26336265e-01,3.24255437e-01
7.03504054e-05,3.26172693e-01,3.24301127e-01,3.24331248e-01,3.13903688e-01,3.24293681e-01,3.13788534e-01,3.24269440e-01,3.13728051e-01,3.26307145e-01,3.24226181e-01
7.03604054e-05,3.26144763e-01,3.24271463e-01,3.24301436e-01,3.13923068e-01,3.24264104e-01,3.13808496e-01,3.24240035e-01,3.13748369e-01,3.26278193e-01,3.24197081e-01
7.03704054e-05,3.26117088e-01,3.24242162e-01,3.24271816e-01,3.13942332e-01,3.24234789e-01,3.13828414e-01,3.24210887e-01,3.13768565e-01,3.26249499e-01,3.24168233e-01
7.03804054e-05,3.26089563e-01,3.24212914e-01,3.24242421e-01,3.13961500e-01,3.24205626e-01,3.13848160e-01,3.24181893e-01,3.13788663e-01,3.26220969e-01,3.24139539e-01
7.03904054e-05,3.26062290e-01,3.24184019e-01,3.24213216e-01,3.13980556e-01,3.24176719e-01,3.13867860e-01,3.24153152e-01,3.13808641e-01,3.26192695e-01,3.24111093e-01
7.04004054e-05,3.26035165e-01,3.24155184e-01,3.24184228e-01,3.13999515e-01,3.24147963e-01,3.13887393e-01,3.24124561e-01,3.13828521e-01,3.26164581e-01,3.24082799e-01
7.04104054e-05,3.26008290e-01,3.24126689e-01,3.24155432e-01,3.14018364e-01,3.24119461e-01,3.13906877e-01,3.24096219e-01,3.13848284e-01,3.26136722e-01,3.24054749e-01
7.04204054e-05,3.25981555e-01,3.24098257e-01,3.24126842e-01,3.14037114e-01,3.24091104e-01,3.13926200e-01,3.24068025e-01,3.13867945e-01,3.26109014e-01,3.24026848e-01
7.04304054e-05,3.25955092e-01,3.24070152e-01,3.24098471e-01,3.14055769e-01,3.24063006e-01,3.13945470e-01,3.24040088e-01,3.13887504e-01,3.26081580e-01,3.23999196e-01
7.04404054e-05,3.25928591e-01,3.24042126e-01,3.24070124e-01,3.14074240e-01,3.24034971e-01,3.13964591e-01,3.24012212e-01,3.13906877e-01,3.26054124e-01,3.23971609e-01
7.04416554e-05,3.25925275e-01,3.24038673e-01,3.24066561e-01,3.14076521e-01,3.24031478e-01,3.13966987e-01,3.24008739e-01,3.13909271e-01,3.26050688e-01,3.23968171e-01
7.04441554e-05,3.25918462e-01,3.24031757e-01,3.24059275e-01,3.14081018e-01,3.24024413e-01,3.13971791e-01,3.24001714e-01,3.13913992e-01,3.26043637e-01,3.23961218e-01
7.04447804e-05,3.25916639e-01,3.24030056e-01,3.24057331e-01,3.14082091e-01,3.24022600e-01,3.13973017e-01,3.23999912e-01,3.13915121e-01,3.26041755e-01,3.23959433e-01
7.04460304e-05,3.25912800e-01,3.24026645e-01,3.24053238e-01,3.14084117e-01,3.24018866e-01,3.13975458e-01,3.23996199e-01,3.13917262e-01,3.26037800e-01,3.23955757e-01
7.04471218e-05,3.25908622e-01,3.24023654e-01,3.24048824e-01,3.14085451e-01,3.24015182e-01,3.13977575e-01,3.23992533e-01,3.13918698e-01,3.26033527e-01,3.23952129e-01
7.04482668e-05,3.25903001e-01,3.24020497e-01,3.24042953e-01,3.14086216e-01,3.24010690e-01,3.13979776e-01,3.23988060e-01,3.13919575e-01,3.26027812e-01,3.23947699e-01
7.04494773e-05,3.25896375e-01,3.24017157e-01,3.24036061e-01,3.14086674e-01,3.24005595e-01,3.13982093e-01,3.23982984e-01,3.13920148e-01,3.26021082e-01,3.23942666e-01
7.04506126e-05,3.25890025e-01,3.24014025e-01,3.24029460e-01,3.14087031e-01,3.24000745e-01,3.13984260e-01,3.23978152e-01,3.13920608e-01,3.26014627e-01,3.23937869e-01
7.04522003e-05,3.25881057e-01,3.24009641e-01,3.24020140e-01,3.14087474e-01,3.23993916e-01,3.13987278e-01,3.23971347e-01,3.13921194e-01,3.26005509e-01,3.23931110e-01
7.04538699e-05,3.25871564e-01,3.24005023e-01,3.24010277e-01,3.14087897e-01,3.23986699e-01,3.13990436e-01,3.23964155e-01,3.13921765e-01,3.25995857e-01,3.23923966e-01
