time,v(n0),v(n1),v(n2),v(n3),v(n4),v(n5),v(n6),v(n7),v(n8),v(n9)
4.23290911e-05,3.14318733e-01,3.14318898e-01,3.14318819e-01,3.14318897e-01,3.14318967e-01,3.14318896e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.23340911e-05,3.14318734e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318896e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.23353411e-05,3.14318734e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318896e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.23378411e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.23393558e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.23407742e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318895e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318780e-01
4.23419692e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318895e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318739e-01,3.14318779e-01,3.14318780e-01
4.23433622e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318895e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318740e-01,3.14318780e-01,3.14318780e-01
4.23448387e-05,3.14318735e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318895e-01,3.14318739e-01,3.14318740e-01,3.14318780e-01,3.14318780e-01
4.23465974e-05,3.14318735e-01,3.14318897e-01,3.14318820e-01,3.14318895e-01,3.14318966e-01,3.14318895e-01,3.14318740e-01,3.14318740e-01,3.14318780e-01,3.14318780e-01
4.23489707e-05,3.14318735e-01,3.14318897e-01,3.14318820e-01,3.14318895e-01,3.14318966e-01,3.14318895e-01,3.14318740e-01,3.14318740e-01,3.14318780e-01,3.14318780e-01
4.23519719e-05,3.14318735e-01,3.14318897e-01,3.14318820e-01,3.14318895e-01,3.14318965e-01,3.14318895e-01,3.14318740e-01,3.14318741e-01,3.14318780e-01,3.14318780e-01
4.23563081e-05,3.14318736e-01,3.14318897e-01,3.14318820e-01,3.14318895e-01,3.14318965e-01,3.14318895e-01,3.14318740e-01,3.14318741e-01,3.14318780e-01,3.14318780e-01
4.23620823e-05,3.14318736e-01,3.14318896e-01,3.14318820e-01,3.14318895e-01,3.14318965e-01,3.14318895e-01,3.14318740e-01,3.14318741e-01,3.14318779e-01,3.14318780e-01
4.23698139e-05,3.14318736e-01,3.14318896e-01,3.14318820e-01,3.14318895e-01,3.14318965e-01,3.14318895e-01,3.14318740e-01,3.14318741e-01,3.14318779e-01,3.14318779e-01
4.23798139e-05,3.14318737e-01,3.14318897e-01,3.14318820e-01,3.14318895e-01,3.14318965e-01,3.14318895e-01,3.14318740e-01,3.14318741e-01,3.14318778e-01,3.14318778e-01
4.23898139e-05,3.14318736e-01,3.14318898e-01,3.14318820e-01,3.14318896e-01,3.14318966e-01,3.14318896e-01,3.14318739e-01,3.14318741e-01,3.14318778e-01,3.14318779e-01
4.23998139e-05,3.14318735e-01,3.14318898e-01,3.14318819e-01,3.14318896e-01,3.14318966e-01,3.14318896e-01,3.14318738e-01,3.14318740e-01,3.14318779e-01,3.14318780e-01
4.24098139e-05,3.14318734e-01,3.14318899e-01,3.14318819e-01,3.14318897e-01,3.14318967e-01,3.14318897e-01,3.14318738e-01,3.14318740e-01,3.14318778e-01,3.14318779e-01
4.24198139e-05,3.14318733e-01,3.14318899e-01,3.14318819e-01,3.14318897e-01,3.14318968e-01,3.14318897e-01,3.14318738e-01,3.14318740e-01,3.14318779e-01,3.14318779e-01
4.24298139e-05,3.14318733e-01,3.14318898e-01,3.14318819e-01,3.14318898e-01,3.14318968e-01,3.14318897e-01,3.14318737e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.24398139e-05,3.14318732e-01,3.14318898e-01,3.14318818e-01,3.14318898e-01,3.14318969e-01,3.14318898e-01,3.14318737e-01,3.14318739e-01,3.14318779e-01,3.14318779e-01
4.24498139e-05,3.14318731e-01,3.14318899e-01,3.14318818e-01,3.14318899e-01,3.14318969e-01,3.14318898e-01,3.14318737e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.24598139e-05,3.14318731e-01,3.14318899e-01,3.14318818e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318737e-01,3.14318738e-01,3.14318779e-01,3.14318780e-01
4.24698139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318736e-01,3.14318738e-01,3.14318780e-01,3.14318779e-01
4.24798139e-05,3.14318730e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318736e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.24898139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.24998139e-05,3.14318731e-01,3.14318898e-01,3.14318816e-01,3.14318898e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.25098139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318898e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.25198139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318738e-01,3.14318779e-01,3.14318779e-01
4.25298139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318738e-01,3.14318778e-01,3.14318779e-01
4.25398139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318898e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318737e-01,3.14318778e-01,3.14318779e-01
4.25498139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318898e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318737e-01,3.14318779e-01,3.14318780e-01
4.25598139e-05,3.14318731e-01,3.14318900e-01,3.14318817e-01,3.14318898e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318736e-01,3.14318779e-01,3.14318780e-01
4.25698139e-05,3.14318732e-01,3.14318900e-01,3.14318817e-01,3.14318899e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318736e-01,3.14318779e-01,3.14318780e-01
4.25798139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318780e-01
4.25898139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318779e-01
4.25998139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318898e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318734e-01,3.14318779e-01,3.14318779e-01
4.26098139e-05,3.14318731e-01,3.14318899e-01,3.14318816e-01,3.14318898e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318734e-01,3.14318779e-01,3.14318778e-01
4.26198139e-05,3.14318731e-01,3.14318899e-01,3.14318816e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318736e-01,3.14318734e-01,3.14318779e-01,3.14318779e-01
4.26298139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318734e-01,3.14318779e-01,3.14318779e-01
4.26398139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318735e-01,3.14318778e-01,3.14318779e-01
4.26498139e-05,3.14318731e-01,3.14318899e-01,3.14318818e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318778e-01,3.14318779e-01
4.26598139e-05,3.14318731e-01,3.14318900e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318779e-01
4.26698139e-05,3.14318730e-01,3.14318900e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318779e-01
4.26798139e-05,3.14318730e-01,3.14318900e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318779e-01
4.26898139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318898e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318779e-01
4.26998139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318780e-01
4.27098139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318734e-01,3.14318734e-01,3.14318779e-01,3.14318780e-01
4.27198139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318735e-01,3.14318779e-01,3.14318780e-01
4.27298139e-05,3.14318732e-01,3.14318898e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318735e-01,3.14318778e-01,3.14318780e-01
4.27398139e-05,3.14318731e-01,3.14318898e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318898e-01,3.14318735e-01,3.14318735e-01,3.14318778e-01,3.14318780e-01
4.27498139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318969e-01,3.14318898e-01,3.14318735e-01,3.14318736e-01,3.14318779e-01,3.14318780e-01
4.27598139e-05,3.14318732e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318969e-01,3.14318899e-01,3.14318735e-01,3.14318736e-01,3.14318779e-01,3.14318779e-01
4.27698139e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318736e-01,3.14318778e-01,3.14318779e-01
4.27760753e-05,3.14318731e-01,3.14318899e-01,3.14318817e-01,3.14318899e-01,3.14318970e-01,3.14318899e-01,3.14318735e-01,3.14318736e-01,3.14318778e-01,3.14318780e-01
4.27820065e-05,3.14318731e-01,3.14318899e-01,3.14318818e-01,3.14318900e-01,3.14318970e-01,3.14318899e-01,3.14318736e-01,3.14318736e-01,3.14318779e-01,3.14318780e-01
4.27873791e-05,3.14318731e-01,3.14318900e-01,3.14318818e-01,3.14318901e-01,3.14318969e-01,3.14318899e-01,3.14318736e-01,3.14318736e-01,3.14318779e-01,3.14318780e-01
4.27923714e-05,3.14318731e-01,3.14318900e-01,3.14318818e-01,3.14318900e-01,3.14318969e-01,3.14318899e-01,3.14318736e-01,3.14318736e-01,3.14318778e-01,3.14318780e-01
4.27978754e-05,3.14318732e-01,3.14318899e-01,3.14318818e-01,3.14318900e-01,3.14318969e-01,3.14318898e-01,3.14318736e-01,3.14318736e-01,3.14318778e-01,3.14318780e-01
4.28038150e-05,3.14318733e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318969e-01,3.14318898e-01,3.14318736e-01,3.14318737e-01,3.14318778e-01,3.14318780e-01
4.28075620e-05,3.14318733e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318969e-01,3.14318898e-01,3.14318737e-01,3.14318737e-01,3.14318778e-01,3.14318781e-01
4.28103504e-05,3.14318732e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318968e-01,3.14318898e-01,3.14318737e-01,3.14318736e-01,3.14318778e-01,3.14318781e-01
4.28125375e-05,3.14318732e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318968e-01,3.14318898e-01,3.14318737e-01,3.14318737e-01,3.14318778e-01,3.14318781e-01
4.28148390e-05,3.14318732e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318968e-01,3.14318898e-01,3.14318737e-01,3.14318737e-01,3.14318778e-01,3.14318781e-01
4.28182374e-05,3.14318732e-01,3.14318899e-01,3.14318819e-01,3.14318900e-01,3.14318968e-01,3.14318898e-01,3.14318737e-01,3.14318737e-01,3.14318779e-01,3.14318781e-01
