 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.65685697e+00 -6.16968272e-07 
 1.00000000e-11  2.65685697e+00 -6.16968281e-07 
 2.00000000e-11  2.65685697e+00 -6.16968275e-07 
 4.00000000e-11  2.65685697e+00 -6.16968243e-07 
 8.00000000e-11  2.65685697e+00 -6.16968265e-07 
 1.60000000e-10  2.65685697e+00 -6.16968302e-07 
 3.20000000e-10  2.65685697e+00 -6.16968279e-07 
 6.40000000e-10  2.65685697e+00 -6.16968302e-07 
 1.28000000e-09  2.65685697e+00 -6.16968269e-07 
 2.28000000e-09  2.65685697e+00 -6.16968267e-07 
 3.28000000e-09  2.65685697e+00 -6.16968269e-07 
 4.28000000e-09  2.65685697e+00 -6.16968271e-07 
 5.28000000e-09  2.65685697e+00 -6.16968272e-07 
 6.28000000e-09  2.65685697e+00 -6.16968272e-07 
 7.28000000e-09  2.65685697e+00 -6.16968301e-07 
 8.28000000e-09  2.65685697e+00 -6.16968300e-07 
 9.28000000e-09  2.65685697e+00 -6.16968274e-07 
 1.02800000e-08  2.65685697e+00 -6.16968237e-07 
 1.12800000e-08  2.65685697e+00 -6.16968244e-07 
 1.22800000e-08  2.65685697e+00 -6.16968270e-07 
 1.32800000e-08  2.65685697e+00 -6.16968239e-07 
 1.42800000e-08  2.65685697e+00 -6.16968270e-07 
 1.52800000e-08  2.65685697e+00 -6.16968271e-07 
 1.62800000e-08  2.65685697e+00 -6.16968271e-07 
 1.72800000e-08  2.65685697e+00 -6.16968272e-07 
 1.82800000e-08  2.65685697e+00 -6.16968244e-07 
 1.92800000e-08  2.65685697e+00 -6.16968244e-07 
 2.02800000e-08  2.65685697e+00 -6.16968276e-07 
 2.12800000e-08  2.65685697e+00 -6.16968277e-07 
 2.22800000e-08  2.65685697e+00 -6.16968274e-07 
 2.32800000e-08  2.65685697e+00 -6.16968241e-07 
 2.42800000e-08  2.65685697e+00 -6.16968279e-07 
 2.52800000e-08  2.65685697e+00 -6.16968269e-07 
 2.62800000e-08  2.65685697e+00 -6.16968297e-07 
 2.72800000e-08  2.65685697e+00 -6.16968273e-07 
 2.82800000e-08  2.65685697e+00 -6.16968271e-07 
 2.92800000e-08  2.65685697e+00 -6.16968271e-07 
 3.02800000e-08  2.65685697e+00 -6.16968239e-07 
 3.12800000e-08  2.65685697e+00 -6.16968279e-07 
 3.22800000e-08  2.65685697e+00 -6.16968242e-07 
 3.32800000e-08  2.65685697e+00 -6.16968279e-07 
 3.42800000e-08  2.65685697e+00 -6.16968277e-07 
 3.52800000e-08  2.65685697e+00 -6.16968270e-07 
 3.62800000e-08  2.65685697e+00 -6.16968326e-07 
 3.72800000e-08  2.65685697e+00 -6.16968336e-07 
 3.82800000e-08  2.65685697e+00 -6.16968325e-07 
 3.92800000e-08  2.65685697e+00 -6.16968266e-07 
 4.02800000e-08  2.65685697e+00 -6.16968271e-07 
 4.12800000e-08  2.65685697e+00 -6.16968276e-07 
 4.22800000e-08  2.65685697e+00 -6.16968271e-07 
 4.32800000e-08  2.65685697e+00 -6.16968276e-07 
 4.42800000e-08  2.65685697e+00 -6.16968278e-07 
 4.52800000e-08  2.65685697e+00 -6.16968242e-07 
 4.62800000e-08  2.65685697e+00 -6.16968303e-07 
 4.72800000e-08  2.65685697e+00 -6.16968296e-07 
 4.82800000e-08  2.65685697e+00 -6.16968240e-07 
 4.92800000e-08  2.65685697e+00 -6.16968277e-07 
 5.02800000e-08  2.65685697e+00 -6.16968278e-07 
