 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.65041808e+00 -6.08396113e-07 
 1.00000000e-11  2.65041808e+00 -6.08396107e-07 
 2.00000000e-11  2.65041808e+00 -6.08396013e-07 
 4.00000000e-11  2.65041808e+00 -6.08396112e-07 
 8.00000000e-11  2.65041808e+00 -6.08396076e-07 
 1.60000000e-10  2.65041808e+00 -6.08396061e-07 
 3.20000000e-10  2.65041808e+00 -6.08396084e-07 
 6.40000000e-10  2.65041808e+00 -6.08396113e-07 
 1.28000000e-09  2.65041808e+00 -6.08396078e-07 
 2.28000000e-09  2.65041808e+00 -6.08396107e-07 
 3.28000000e-09  2.65041808e+00 -6.08396046e-07 
 4.28000000e-09  2.65041808e+00 -6.08396047e-07 
 5.28000000e-09  2.65041808e+00 -6.08395988e-07 
 6.28000000e-09  2.65041808e+00 -6.08396083e-07 
 7.28000000e-09  2.65041808e+00 -6.08396020e-07 
 8.28000000e-09  2.65041808e+00 -6.08396019e-07 
 9.28000000e-09  2.65041808e+00 -6.08395999e-07 
 1.02800000e-08  2.65041808e+00 -6.08396058e-07 
 1.12800000e-08  2.65041808e+00 -6.08396027e-07 
 1.22800000e-08  2.65041808e+00 -6.08396088e-07 
 1.32800000e-08  2.65041808e+00 -6.08396025e-07 
 1.42800000e-08  2.65041808e+00 -6.08396057e-07 
 1.52800000e-08  2.65041808e+00 -6.08396001e-07 
 1.62800000e-08  2.65041808e+00 -6.08395997e-07 
 1.72800000e-08  2.65041808e+00 -6.08396028e-07 
 1.82800000e-08  2.65041808e+00 -6.08396027e-07 
 1.92800000e-08  2.65041808e+00 -6.08396027e-07 
 2.02800000e-08  2.65041808e+00 -6.08395997e-07 
 2.12800000e-08  2.65041808e+00 -6.08396057e-07 
 2.22800000e-08  2.65041808e+00 -6.08396056e-07 
 2.32800000e-08  2.65041808e+00 -6.08396031e-07 
 2.42800000e-08  2.65041808e+00 -6.08396048e-07 
 2.52800000e-08  2.65041808e+00 -6.08396010e-07 
 2.62800000e-08  2.65041808e+00 -6.08396055e-07 
 2.72800000e-08  2.65041808e+00 -6.08395999e-07 
 2.82800000e-08  2.65041808e+00 -6.08395996e-07 
 2.92800000e-08  2.65041808e+00 -6.08396028e-07 
 3.02800000e-08  2.65041808e+00 -6.08396064e-07 
 3.12800000e-08  2.65041808e+00 -6.08396054e-07 
 3.22800000e-08  2.65041808e+00 -6.08395997e-07 
 3.32800000e-08  2.65041808e+00 -6.08396001e-07 
 3.42800000e-08  2.65041808e+00 -6.08395996e-07 
 3.52800000e-08  2.65041808e+00 -6.08396061e-07 
 3.62800000e-08  2.65041808e+00 -6.08395994e-07 
 3.72800000e-08  2.65041808e+00 -6.08396029e-07 
 3.82800000e-08  2.65041808e+00 -6.08396004e-07 
 3.92800000e-08  2.65041808e+00 -6.08396000e-07 
 4.02800000e-08  2.65041808e+00 -6.08396029e-07 
 4.12800000e-08  2.65041808e+00 -6.08396054e-07 
 4.22800000e-08  2.65041808e+00 -6.08396001e-07 
 4.32800000e-08  2.65041808e+00 -6.08396001e-07 
 4.42800000e-08  2.65041808e+00 -6.08395997e-07 
 4.52800000e-08  2.65041808e+00 -6.08396027e-07 
 4.62800000e-08  2.65041808e+00 -6.08395992e-07 
 4.72800000e-08  2.65041808e+00 -6.08396009e-07 
 4.82800000e-08  2.65041808e+00 -6.08395996e-07 
 4.92800000e-08  2.65041808e+00 -6.08396030e-07 
 5.02800000e-08  2.65041808e+00 -6.08395991e-07 
 5.12800000e-08  2.65041808e+00 -6.08396036e-07 
 5.22800000e-08  2.65041808e+00 -6.08396026e-07 
 5.32800000e-08  2.65041808e+00 -6.08396030e-07 
 5.42800000e-08  2.65041808e+00 -6.08395993e-07 
 5.52800000e-08  2.65041808e+00 -6.08396028e-07 
 5.62800000e-08  2.65041808e+00 -6.08396033e-07 
 5.72800000e-08  2.65041808e+00 -6.08396022e-07 
 5.82800000e-08  2.65041808e+00 -6.08396026e-07 
 5.92800000e-08  2.65041808e+00 -6.08395999e-07 
 6.02800000e-08  2.65041808e+00 -6.08396029e-07 
 6.12800000e-08  2.65041808e+00 -6.08396036e-07 
 6.22800000e-08  2.65041808e+00 -6.08396027e-07 
 6.32800000e-08  2.65041808e+00 -6.08395999e-07 
 6.42800000e-08  2.65041808e+00 -6.08395993e-07 
 6.52800000e-08  2.65041808e+00 -6.08396010e-07 
 6.62800000e-08  2.65041808e+00 -6.08396001e-07 
 6.72800000e-08  2.65041808e+00 -6.08395998e-07 
 6.82800000e-08  2.65041808e+00 -6.08395997e-07 
 6.92800000e-08  2.65041808e+00 -6.08396027e-07 
 7.02800000e-08  2.65041808e+00 -6.08395992e-07 
 7.12800000e-08  2.65041808e+00 -6.08396008e-07 
 7.22800000e-08  2.65041808e+00 -6.08396055e-07 
 7.32800000e-08  2.65041808e+00 -6.08395999e-07 
 7.42800000e-08  2.65041808e+00 -6.08395994e-07 
 7.52800000e-08  2.65041808e+00 -6.08396035e-07 
 7.62800000e-08  2.65041808e+00 -6.08395997e-07 
 7.72800000e-08  2.65041808e+00 -6.08396082e-07 
 7.82800000e-08  2.65041808e+00 -6.08396055e-07 
 7.92800000e-08  2.65041808e+00 -6.08396003e-07 
 8.02800000e-08  2.65041808e+00 -6.08395998e-07 
 8.12800000e-08  2.65041808e+00 -6.08395996e-07 
 8.22800000e-08  2.65041808e+00 -6.08396009e-07 
 8.32800000e-08  2.65041808e+00 -6.08395997e-07 
 8.42800000e-08  2.65041808e+00 -6.08395998e-07 
 8.52800000e-08  2.65041808e+00 -6.08395999e-07 
 8.62800000e-08  2.65041808e+00 -6.08396002e-07 
 8.72800000e-08  2.65041808e+00 -6.08396022e-07 
 8.82800000e-08  2.65041808e+00 -6.08396027e-07 
 8.92800000e-08  2.65041808e+00 -6.08396061e-07 
 9.02800000e-08  2.65041808e+00 -6.08396028e-07 
 9.12800000e-08  2.65041808e+00 -6.08396023e-07 
 9.22800000e-08  2.65041808e+00 -6.08396035e-07 
 9.32800000e-08  2.65041808e+00 -6.08396030e-07 
 9.42800000e-08  2.65041808e+00 -6.08396025e-07 
 9.52800000e-08  2.65041808e+00 -6.08396003e-07 
 9.62800000e-08  2.65041808e+00 -6.08396028e-07 
 9.72800000e-08  2.65041808e+00 -6.08396054e-07 
 9.82800000e-08  2.65041808e+00 -6.08396026e-07 
 9.92800000e-08  2.65041808e+00 -6.08396002e-07 
 1.00280000e-07  2.65041808e+00 -6.08396027e-07 
 1.01280000e-07  2.65041808e+00 -6.08396026e-07 
 1.02280000e-07  2.65041808e+00 -6.08396026e-07 
 1.03280000e-07  2.65041808e+00 -6.08396056e-07 
 1.04280000e-07  2.65041808e+00 -6.08396057e-07 
 1.05280000e-07  2.65041808e+00 -6.08396059e-07 
