 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.62073176e+00 -5.71058000e-07 
 1.00000000e-11  2.62073176e+00 -5.71057997e-07 
 2.00000000e-11  2.62073176e+00 -5.71057964e-07 
 4.00000000e-11  2.62073176e+00 -5.71057876e-07 
 8.00000000e-11  2.62073176e+00 -5.71058006e-07 
 1.60000000e-10  2.62073176e+00 -5.71057974e-07 
 3.20000000e-10  2.62073176e+00 -5.71057938e-07 
 6.40000000e-10  2.62073176e+00 -5.71058013e-07 
 1.28000000e-09  2.62073176e+00 -5.71058030e-07 
 2.28000000e-09  2.62073176e+00 -5.71058024e-07 
 3.28000000e-09  2.62073176e+00 -5.71057904e-07 
 4.28000000e-09  2.62073176e+00 -5.71057975e-07 
 5.28000000e-09  2.62073176e+00 -5.71057999e-07 
 6.28000000e-09  2.62073176e+00 -5.71058005e-07 
 7.28000000e-09  2.62073176e+00 -5.71058000e-07 
 8.28000000e-09  2.62073176e+00 -5.71057970e-07 
 9.28000000e-09  2.62073176e+00 -5.71057975e-07 
 1.02800000e-08  2.62073176e+00 -5.71057977e-07 
 1.12800000e-08  2.62073176e+00 -5.71058025e-07 
 1.22800000e-08  2.62073176e+00 -5.71057904e-07 
 1.32800000e-08  2.62073176e+00 -5.71057976e-07 
 1.42800000e-08  2.62073176e+00 -5.71057944e-07 
 1.52800000e-08  2.62073176e+00 -5.71058005e-07 
 1.62800000e-08  2.62073176e+00 -5.71058007e-07 
 1.72800000e-08  2.62073176e+00 -5.71057964e-07 
 1.82800000e-08  2.62073176e+00 -5.71057970e-07 
 1.92800000e-08  2.62073176e+00 -5.71057933e-07 
 2.02800000e-08  2.62073176e+00 -5.71058036e-07 
 2.12800000e-08  2.62073176e+00 -5.71057974e-07 
 2.22800000e-08  2.62073176e+00 -5.71058032e-07 
 2.32800000e-08  2.62073176e+00 -5.71058006e-07 
 2.42800000e-08  2.62073176e+00 -5.71058031e-07 
 2.52800000e-08  2.62073176e+00 -5.71057943e-07 
 2.62800000e-08  2.62073176e+00 -5.71057972e-07 
 2.72800000e-08  2.62073176e+00 -5.71057990e-07 
 2.82800000e-08  2.62073176e+00 -5.71057911e-07 
 2.92800000e-08  2.62073176e+00 -5.71057951e-07 
 3.02800000e-08  2.62073176e+00 -5.71058003e-07 
 3.12800000e-08  2.62073176e+00 -5.71058031e-07 
 3.22800000e-08  2.62073176e+00 -5.71058020e-07 
 3.32800000e-08  2.62073176e+00 -5.71058000e-07 
 3.42800000e-08  2.62073176e+00 -5.71058000e-07 
 3.52800000e-08  2.62073176e+00 -5.71057973e-07 
 3.62800000e-08  2.62073176e+00 -5.71057912e-07 
 3.72800000e-08  2.62073176e+00 -5.71057906e-07 
 3.82800000e-08  2.62073176e+00 -5.71057949e-07 
 3.92800000e-08  2.62073176e+00 -5.71057982e-07 
 4.02800000e-08  2.62073176e+00 -5.71057970e-07 
 4.12800000e-08  2.62073176e+00 -5.71057942e-07 
 4.22800000e-08  2.62073176e+00 -5.71057971e-07 
 4.32800000e-08  2.62073176e+00 -5.71057972e-07 
 4.42800000e-08  2.62073176e+00 -5.71057942e-07 
 4.52800000e-08  2.62073176e+00 -5.71057971e-07 
 4.62800000e-08  2.62073176e+00 -5.71057906e-07 
 4.72800000e-08  2.62073176e+00 -5.71057976e-07 
 4.82800000e-08  2.62073176e+00 -5.71057984e-07 
 4.92800000e-08  2.62073176e+00 -5.71057966e-07 
 5.02800000e-08  2.62073176e+00 -5.71058004e-07 
 5.12800000e-08  2.62073176e+00 -5.71057911e-07 
 5.22800000e-08  2.62073176e+00 -5.71057913e-07 
 5.32800000e-08  2.62073176e+00 -5.71057945e-07 
 5.42800000e-08  2.62073176e+00 -5.71057996e-07 
 5.52800000e-08  2.62073176e+00 -5.71057976e-07 
 5.62800000e-08  2.62073176e+00 -5.71057973e-07 
 5.72800000e-08  2.62073176e+00 -5.71057916e-07 
 5.82800000e-08  2.62073176e+00 -5.71057942e-07 
 5.92800000e-08  2.62073176e+00 -5.71057973e-07 
 6.02800000e-08  2.62073176e+00 -5.71057973e-07 
 6.12800000e-08  2.62073176e+00 -5.71057949e-07 
 6.22800000e-08  2.62073176e+00 -5.71057941e-07 
 6.32800000e-08  2.62073176e+00 -5.71057942e-07 
 6.42800000e-08  2.62073176e+00 -5.71057977e-07 
 6.52800000e-08  2.62073176e+00 -5.71057969e-07 
 6.62800000e-08  2.62073176e+00 -5.71057968e-07 
 6.72800000e-08  2.62073176e+00 -5.71057943e-07 
 6.82800000e-08  2.62073176e+00 -5.71058032e-07 
 6.92800000e-08  2.62073176e+00 -5.71058002e-07 
 7.02800000e-08  2.62073176e+00 -5.71057941e-07 
 7.12800000e-08  2.62073176e+00 -5.71058001e-07 
 7.22800000e-08  2.62073176e+00 -5.71058028e-07 
 7.32800000e-08  2.62073176e+00 -5.71058001e-07 
 7.42800000e-08  2.62073176e+00 -5.71058000e-07 
 7.52800000e-08  2.62073176e+00 -5.71057976e-07 
 7.62800000e-08  2.62073176e+00 -5.71057907e-07 
 7.72800000e-08  2.62073176e+00 -5.71058005e-07 
 7.82800000e-08  2.62073176e+00 -5.71057940e-07 
 7.92800000e-08  2.62073176e+00 -5.71058033e-07 
 8.02800000e-08  2.62073176e+00 -5.71058003e-07 
 8.12800000e-08  2.62073176e+00 -5.71058027e-07 
 8.22800000e-08  2.62073176e+00 -5.71057966e-07 
 8.32800000e-08  2.62073176e+00 -5.71057942e-07 
 8.42800000e-08  2.62073176e+00 -5.71058023e-07 
 8.52800000e-08  2.62073176e+00 -5.71057974e-07 
 8.62800000e-08  2.62073176e+00 -5.71057944e-07 
 8.72800000e-08  2.62073176e+00 -5.71058002e-07 
 8.82800000e-08  2.62073176e+00 -5.71057944e-07 
 8.92800000e-08  2.62073176e+00 -5.71057973e-07 
 9.02800000e-08  2.62073176e+00 -5.71057942e-07 
 9.12800000e-08  2.62073176e+00 -5.71057942e-07 
 9.22800000e-08  2.62073176e+00 -5.71057965e-07 
 9.32800000e-08  2.62073176e+00 -5.71058011e-07 
 9.42800000e-08  2.62073176e+00 -5.71058003e-07 
 9.52800000e-08  2.62073176e+00 -5.71057993e-07 
 9.62800000e-08  2.62073176e+00 -5.71057973e-07 
 9.72800000e-08  2.62073176e+00 -5.71057973e-07 
 9.82800000e-08  2.62073176e+00 -5.71057913e-07 
 9.92800000e-08  2.62073176e+00 -5.71057877e-07 
 1.00280000e-07  2.62073176e+00 -5.71057973e-07 
 1.01280000e-07  2.62073176e+00 -5.71058004e-07 
 1.02280000e-07  2.62073176e+00 -5.71057947e-07 
 1.03280000e-07  2.62073176e+00 -5.71058005e-07 
 1.04280000e-07  2.62073176e+00 -5.71057973e-07 
 1.05280000e-07  2.62073176e+00 -5.71058006e-07 
 1.06280000e-07  2.62073176e+00 -5.71057935e-07 
 1.07280000e-07  2.62073176e+00 -5.71057975e-07 
 1.08280000e-07  2.62073176e+00 -5.71057911e-07 
 1.09280000e-07  2.62073176e+00 -5.71057973e-07 
 1.10280000e-07  2.62073176e+00 -5.71058024e-07 
 1.11280000e-07  2.62073176e+00 -5.71058000e-07 
 1.12280000e-07  2.62073176e+00 -5.71058039e-07 
 1.13280000e-07  2.62073176e+00 -5.71058002e-07 
 1.14280000e-07  2.62073176e+00 -5.71058003e-07 
 1.15280000e-07  2.62073176e+00 -5.71057904e-07 
 1.16280000e-07  2.62073176e+00 -5.71057877e-07 
 1.17280000e-07  2.62073176e+00 -5.71058033e-07 
 1.18280000e-07  2.62073176e+00 -5.71057948e-07 
 1.19280000e-07  2.62073176e+00 -5.71058004e-07 
 1.20280000e-07  2.62073176e+00 -5.71058005e-07 
 1.21280000e-07  2.62073176e+00 -5.71058030e-07 
 1.22280000e-07  2.62073176e+00 -5.71057967e-07 
 1.23280000e-07  2.62073176e+00 -5.71058000e-07 
 1.24280000e-07  2.62073176e+00 -5.71057934e-07 
