 time            v(n.x4.xr1.n1#ngap) i(v10)         
 0.00000000e+00  2.63666218e+00 -5.90642777e-07 
 1.00000000e-11  2.63666218e+00 -5.90642679e-07 
 2.00000000e-11  2.63666218e+00 -5.90642772e-07 
 4.00000000e-11  2.63666218e+00 -5.90642743e-07 
 8.00000000e-11  2.63666218e+00 -5.90642737e-07 
 1.60000000e-10  2.63666218e+00 -5.90642755e-07 
 3.20000000e-10  2.63666218e+00 -5.90642716e-07 
 6.40000000e-10  2.63666218e+00 -5.90642713e-07 
 1.28000000e-09  2.63666218e+00 -5.90642773e-07 
 2.28000000e-09  2.63666218e+00 -5.90642674e-07 
 3.28000000e-09  2.63666218e+00 -5.90642680e-07 
 4.28000000e-09  2.63666218e+00 -5.90642786e-07 
 5.28000000e-09  2.63666218e+00 -5.90642742e-07 
 6.28000000e-09  2.63666218e+00 -5.90642693e-07 
 7.28000000e-09  2.63666218e+00 -5.90642688e-07 
 8.28000000e-09  2.63666218e+00 -5.90642692e-07 
 9.28000000e-09  2.63666218e+00 -5.90642720e-07 
 1.02800000e-08  2.63666218e+00 -5.90642718e-07 
 1.12800000e-08  2.63666218e+00 -5.90642713e-07 
 1.22800000e-08  2.63666218e+00 -5.90642689e-07 
 1.32800000e-08  2.63666218e+00 -5.90642725e-07 
 1.42800000e-08  2.63666218e+00 -5.90642724e-07 
 1.52800000e-08  2.63666218e+00 -5.90642689e-07 
 1.62800000e-08  2.63666218e+00 -5.90642656e-07 
 1.72800000e-08  2.63666218e+00 -5.90642665e-07 
 1.82800000e-08  2.63666218e+00 -5.90642668e-07 
 1.92800000e-08  2.63666218e+00 -5.90642655e-07 
 2.02800000e-08  2.63666218e+00 -5.90642662e-07 
 2.12800000e-08  2.63666218e+00 -5.90642663e-07 
 2.22800000e-08  2.63666218e+00 -5.90642695e-07 
 2.32800000e-08  2.63666218e+00 -5.90642695e-07 
 2.42800000e-08  2.63666218e+00 -5.90642667e-07 
 2.52800000e-08  2.63666218e+00 -5.90642714e-07 
 2.62800000e-08  2.63666218e+00 -5.90642689e-07 
 2.72800000e-08  2.63666218e+00 -5.90642703e-07 
 2.82800000e-08  2.63666218e+00 -5.90642686e-07 
 2.92800000e-08  2.63666218e+00 -5.90642659e-07 
 3.02800000e-08  2.63666218e+00 -5.90642698e-07 
 3.12800000e-08  2.63666218e+00 -5.90642688e-07 
 3.22800000e-08  2.63666218e+00 -5.90642665e-07 
 3.32800000e-08  2.63666218e+00 -5.90642659e-07 
 3.42800000e-08  2.63666218e+00 -5.90642662e-07 
 3.52800000e-08  2.63666218e+00 -5.90642731e-07 
 3.62800000e-08  2.63666218e+00 -5.90642688e-07 
 3.72800000e-08  2.63666218e+00 -5.90642656e-07 
 3.82800000e-08  2.63666218e+00 -5.90642695e-07 
 3.92800000e-08  2.63666218e+00 -5.90642789e-07 
 4.02800000e-08  2.63666218e+00 -5.90642687e-07 
 4.12800000e-08  2.63666218e+00 -5.90642659e-07 
 4.22800000e-08  2.63666218e+00 -5.90642657e-07 
 4.32800000e-08  2.63666218e+00 -5.90642697e-07 
 4.42800000e-08  2.63666218e+00 -5.90642664e-07 
 4.52800000e-08  2.63666218e+00 -5.90642700e-07 
 4.62800000e-08  2.63666218e+00 -5.90642690e-07 
 4.72800000e-08  2.63666218e+00 -5.90642686e-07 
 4.82800000e-08  2.63666218e+00 -5.90642687e-07 
 4.92800000e-08  2.63666218e+00 -5.90642762e-07 
 5.02800000e-08  2.63666218e+00 -5.90642685e-07 
 5.12800000e-08  2.63666218e+00 -5.90642698e-07 
 5.22800000e-08  2.63666218e+00 -5.90642683e-07 
 5.32800000e-08  2.63666218e+00 -5.90642665e-07 
 5.42800000e-08  2.63666218e+00 -5.90642663e-07 
 5.52800000e-08  2.63666218e+00 -5.90642694e-07 
 5.62800000e-08  2.63666218e+00 -5.90642713e-07 
 5.72800000e-08  2.63666218e+00 -5.90642689e-07 
 5.82800000e-08  2.63666218e+00 -5.90642824e-07 
 5.92800000e-08  2.63666218e+00 -5.90642713e-07 
 6.02800000e-08  2.63666218e+00 -5.90642665e-07 
 6.12800000e-08  2.63666218e+00 -5.90642686e-07 
 6.22800000e-08  2.63666218e+00 -5.90642690e-07 
 6.32800000e-08  2.63666218e+00 -5.90642656e-07 
 6.42800000e-08  2.63666218e+00 -5.90642766e-07 
 6.52800000e-08  2.63666218e+00 -5.90642724e-07 
 6.62800000e-08  2.63666218e+00 -5.90642657e-07 
 6.72800000e-08  2.63666218e+00 -5.90642690e-07 
 6.82800000e-08  2.63666218e+00 -5.90642682e-07 
 6.92800000e-08  2.63666218e+00 -5.90642669e-07 
 7.02800000e-08  2.63666218e+00 -5.90642663e-07 
 7.12800000e-08  2.63666218e+00 -5.90642697e-07 
 7.22800000e-08  2.63666218e+00 -5.90642727e-07 
 7.32800000e-08  2.63666218e+00 -5.90642692e-07 
 7.42800000e-08  2.63666218e+00 -5.90642716e-07 
 7.52800000e-08  2.63666218e+00 -5.90642689e-07 
 7.62800000e-08  2.63666218e+00 -5.90642655e-07 
 7.72800000e-08  2.63666218e+00 -5.90642687e-07 
 7.82800000e-08  2.63666218e+00 -5.90642717e-07 
 7.92800000e-08  2.63666218e+00 -5.90642665e-07 
 8.02800000e-08  2.63666218e+00 -5.90642661e-07 
 8.12800000e-08  2.63666218e+00 -5.90642662e-07 
 8.22800000e-08  2.63666218e+00 -5.90642664e-07 
 8.32800000e-08  2.63666218e+00 -5.90642688e-07 
 8.42800000e-08  2.63666218e+00 -5.90642670e-07 
