 time            v(vout)        
 0.00000000e+00  6.21804136e-01 
 1.00000000e-12  6.21804136e-01 
 2.00000000e-12  6.21804136e-01 
 4.00000000e-12  6.21804136e-01 
 8.00000000e-12  6.21804136e-01 
 1.60000000e-11  6.21804136e-01 
 3.20000000e-11  6.21804136e-01 
 6.40000000e-11  6.21804136e-01 
 1.28000000e-10  6.21804136e-01 
 2.28000000e-10  6.21804136e-01 
 3.28000000e-10  6.21804136e-01 
 4.28000000e-10  6.21804136e-01 
 5.28000000e-10  6.21804136e-01 
 6.28000000e-10  6.21804136e-01 
 7.28000000e-10  6.21804136e-01 
 8.28000000e-10  6.21804136e-01 
 9.28000000e-10  6.21804136e-01 
 1.02800000e-09  6.21804136e-01 
 1.12800000e-09  6.21804136e-01 
 1.22800000e-09  6.21804136e-01 
 1.32800000e-09  6.21804136e-01 
 1.42800000e-09  6.21804136e-01 
 1.52800000e-09  6.21804136e-01 
 1.62800000e-09  6.21804136e-01 
 1.72800000e-09  6.21804136e-01 
 1.82800000e-09  6.21804136e-01 
 1.92800000e-09  6.21804136e-01 
 2.02800000e-09  6.21804136e-01 
 2.12800000e-09  6.21804136e-01 
 2.22800000e-09  6.21804136e-01 
 2.32800000e-09  6.21804136e-01 
 2.42800000e-09  6.21804136e-01 
 2.52800000e-09  6.21804136e-01 
 2.62800000e-09  6.21804136e-01 
 2.72800000e-09  6.21804136e-01 
 2.82800000e-09  6.21804136e-01 
 2.92800000e-09  6.21804136e-01 
 3.02800000e-09  6.21804136e-01 
 3.12800000e-09  6.21804136e-01 
 3.22800000e-09  6.21804136e-01 
 3.32800000e-09  6.21804136e-01 
 3.42800000e-09  6.21804137e-01 
 3.52800000e-09  6.21804137e-01 
 3.62800000e-09  6.21804137e-01 
 3.72800000e-09  6.21804137e-01 
 3.82800000e-09  6.21804137e-01 
 3.92800000e-09  6.21804137e-01 
 4.02800000e-09  6.21804137e-01 
 4.12800000e-09  6.21804137e-01 
 4.22800000e-09  6.21804137e-01 
 4.32800000e-09  6.21804137e-01 
 4.42800000e-09  6.21804137e-01 
 4.52800000e-09  6.21804137e-01 
 4.62800000e-09  6.21804137e-01 
 4.72800000e-09  6.21804137e-01 
 4.82800000e-09  6.21804137e-01 
 4.92800000e-09  6.21804137e-01 
 5.02800000e-09  6.21804137e-01 
 5.12800000e-09  6.21804137e-01 
 5.22800000e-09  6.21804137e-01 
 5.32800000e-09  6.21804137e-01 
 5.42800000e-09  6.21804137e-01 
 5.52800000e-09  6.21804137e-01 
 5.62800000e-09  6.21804137e-01 
 5.72800000e-09  6.21804137e-01 
 5.82800000e-09  6.21804137e-01 
 5.92800000e-09  6.21804137e-01 
 6.02800000e-09  6.21804138e-01 
 6.12800000e-09  6.21804138e-01 
 6.22800000e-09  6.21804138e-01 
 6.32800000e-09  6.21804138e-01 
 6.42800000e-09  6.21804138e-01 
 6.52800000e-09  6.21804138e-01 
 6.62800000e-09  6.21804138e-01 
 6.72800000e-09  6.21804138e-01 
 6.82800000e-09  6.21804138e-01 
 6.92800000e-09  6.21804138e-01 
 7.02800000e-09  6.21804138e-01 
 7.12800000e-09  6.21804138e-01 
 7.22800000e-09  6.21804138e-01 
 7.32800000e-09  6.21804138e-01 
 7.42800000e-09  6.21804138e-01 
 7.52800000e-09  6.21804139e-01 
 7.62800000e-09  6.21804139e-01 
 7.72800000e-09  6.21804139e-01 
 7.82800000e-09  6.21804139e-01 
 7.92800000e-09  6.21804139e-01 
 8.02800000e-09  6.21804139e-01 
 8.12800000e-09  6.21804139e-01 
 8.22800000e-09  6.21804139e-01 
 8.32800000e-09  6.21804140e-01 
 8.42800000e-09  6.21804140e-01 
 8.52800000e-09  6.21804140e-01 
 8.62800000e-09  6.21804140e-01 
 8.72800000e-09  6.21804140e-01 
 8.82800000e-09  6.21804140e-01 
 8.92800000e-09  6.21804140e-01 
 9.02800000e-09  6.21804141e-01 
 9.12800000e-09  6.21804141e-01 
 9.22800000e-09  6.21804141e-01 
 9.32800000e-09  6.21804141e-01 
 9.42800000e-09  6.21804141e-01 
 9.52800000e-09  6.21804141e-01 
 9.62800000e-09  6.21804141e-01 
 9.72800000e-09  6.21804142e-01 
 9.82800000e-09  6.21804142e-01 
 9.92800000e-09  6.21804142e-01 
 1.00280000e-08  6.21804142e-01 
 1.01280000e-08  6.21804142e-01 
 1.02280000e-08  6.21804142e-01 
 1.03280000e-08  6.21804143e-01 
 1.04280000e-08  6.21804143e-01 
 1.05280000e-08  6.21804143e-01 
 1.06280000e-08  6.21804143e-01 
 1.07280000e-08  6.21804144e-01 
 1.08280000e-08  6.21804144e-01 
 1.09280000e-08  6.21804144e-01 
 1.10280000e-08  6.21804144e-01 
 1.11280000e-08  6.21804145e-01 
 1.12280000e-08  6.21804145e-01 
 1.13280000e-08  6.21804145e-01 
 1.14280000e-08  6.21804146e-01 
 1.15280000e-08  6.21804146e-01 
 1.16280000e-08  6.21804146e-01 
 1.17280000e-08  6.21804146e-01 
 1.18280000e-08  6.21804147e-01 
 1.19280000e-08  6.21804147e-01 
 1.20280000e-08  6.21804147e-01 
 1.21280000e-08  6.21804148e-01 
 1.22280000e-08  6.21804148e-01 
 1.23280000e-08  6.21804149e-01 
 1.24280000e-08  6.21804149e-01 
 1.25280000e-08  6.21804149e-01 
 1.26280000e-08  6.21804150e-01 
 1.27280000e-08  6.21804150e-01 
 1.28280000e-08  6.21804151e-01 
 1.29280000e-08  6.21804151e-01 
 1.30280000e-08  6.21804151e-01 
 1.31280000e-08  6.21804152e-01 
 1.32280000e-08  6.21804152e-01 
 1.33280000e-08  6.21804153e-01 
 1.34280000e-08  6.21804153e-01 
 1.35280000e-08  6.21804154e-01 
 1.36280000e-08  6.21804154e-01 
 1.37280000e-08  6.21804155e-01 
 1.38280000e-08  6.21804156e-01 
 1.39280000e-08  6.21804156e-01 
 1.40280000e-08  6.21804157e-01 
 1.41280000e-08  6.21804157e-01 
 1.42280000e-08  6.21804158e-01 
 1.43280000e-08  6.21804159e-01 
 1.44280000e-08  6.21804159e-01 
 1.45280000e-08  6.21804160e-01 
 1.46280000e-08  6.21804161e-01 
 1.47280000e-08  6.21804161e-01 
 1.48280000e-08  6.21804162e-01 
 1.49280000e-08  6.21804163e-01 
 1.50280000e-08  6.21804164e-01 
 1.51280000e-08  6.21804165e-01 
 1.52280000e-08  6.21804165e-01 
 1.53280000e-08  6.21804166e-01 
 1.54280000e-08  6.21804167e-01 
 1.55280000e-08  6.21804168e-01 
 1.56280000e-08  6.21804169e-01 
 1.57280000e-08  6.21804170e-01 
 1.58280000e-08  6.21804171e-01 
 1.59280000e-08  6.21804172e-01 
 1.60280000e-08  6.21804173e-01 
 1.61280000e-08  6.21804174e-01 
 1.62280000e-08  6.21804175e-01 
 1.63280000e-08  6.21804176e-01 
 1.64280000e-08  6.21804177e-01 
 1.65280000e-08  6.21804179e-01 
 1.66280000e-08  6.21804180e-01 
 1.67280000e-08  6.21804181e-01 
 1.68280000e-08  6.21804182e-01 
 1.69280000e-08  6.21804184e-01 
 1.70280000e-08  6.21804185e-01 
 1.71280000e-08  6.21804186e-01 
 1.72280000e-08  6.21804188e-01 
 1.73280000e-08  6.21804189e-01 
 1.74280000e-08  6.21804191e-01 
 1.75280000e-08  6.21804192e-01 
 1.76280000e-08  6.21804194e-01 
 1.77280000e-08  6.21804195e-01 
 1.78280000e-08  6.21804197e-01 
 1.79280000e-08  6.21804199e-01 
 1.80280000e-08  6.21804200e-01 
 1.81280000e-08  6.21804202e-01 
 1.82280000e-08  6.21804204e-01 
 1.83280000e-08  6.21804206e-01 
 1.84280000e-08  6.21804208e-01 
 1.85280000e-08  6.21804209e-01 
 1.86280000e-08  6.21804211e-01 
 1.87280000e-08  6.21804214e-01 
 1.88280000e-08  6.21804216e-01 
 1.89280000e-08  6.21804218e-01 
 1.90280000e-08  6.21804220e-01 
 1.91280000e-08  6.21804222e-01 
 1.92280000e-08  6.21804225e-01 
 1.93280000e-08  6.21804227e-01 
 1.94280000e-08  6.21804230e-01 
 1.95280000e-08  6.21804232e-01 
 1.96280000e-08  6.21804235e-01 
 1.97280000e-08  6.21804237e-01 
 1.98280000e-08  6.21804240e-01 
 1.99280000e-08  6.21804243e-01 
 2.00280000e-08  6.21804246e-01 
 2.01280000e-08  6.21804248e-01 
 2.02280000e-08  6.21804251e-01 
 2.03280000e-08  6.21804254e-01 
 2.04280000e-08  6.21804258e-01 
 2.05280000e-08  6.21804261e-01 
 2.06280000e-08  6.21804264e-01 
 2.07280000e-08  6.21804267e-01 
 2.08280000e-08  6.21804271e-01 
 2.09280000e-08  6.21804274e-01 
 2.10280000e-08  6.21804278e-01 
 2.11280000e-08  6.21804282e-01 
 2.12280000e-08  6.21804285e-01 
 2.13280000e-08  6.21804289e-01 
 2.14280000e-08  6.21804293e-01 
 2.15280000e-08  6.21804297e-01 
 2.16280000e-08  6.21804302e-01 
 2.17280000e-08  6.21804306e-01 
 2.18280000e-08  6.21804310e-01 
 2.19280000e-08  6.21804315e-01 
 2.20280000e-08  6.21804319e-01 
 2.21280000e-08  6.21804324e-01 
 2.22280000e-08  6.21804329e-01 
 2.23280000e-08  6.21804334e-01 
 2.24280000e-08  6.21804339e-01 
 2.25280000e-08  6.21804344e-01 
 2.26280000e-08  6.21804349e-01 
 2.27280000e-08  6.21804355e-01 
 2.28280000e-08  6.21804360e-01 
 2.29280000e-08  6.21804366e-01 
 2.30280000e-08  6.21804372e-01 
 2.31280000e-08  6.21804378e-01 
 2.32280000e-08  6.21804384e-01 
 2.33280000e-08  6.21804390e-01 
 2.34280000e-08  6.21804397e-01 
 2.35280000e-08  6.21804403e-01 
 2.36280000e-08  6.21804410e-01 
 2.37280000e-08  6.21804417e-01 
 2.38280000e-08  6.21804424e-01 
 2.39280000e-08  6.21804431e-01 
 2.40280000e-08  6.21804438e-01 
 2.41280000e-08  6.21804446e-01 
 2.42280000e-08  6.21804454e-01 
 2.43280000e-08  6.21804461e-01 
 2.44280000e-08  6.21804469e-01 
 2.45280000e-08  6.21804478e-01 
 2.46280000e-08  6.21804486e-01 
 2.47280000e-08  6.21804495e-01 
 2.48280000e-08  6.21804504e-01 
 2.49280000e-08  6.21804513e-01 
 2.50280000e-08  6.21804522e-01 
 2.51280000e-08  6.21804531e-01 
 2.52280000e-08  6.21804541e-01 
 2.53280000e-08  6.21804551e-01 
 2.54280000e-08  6.21804561e-01 
 2.55280000e-08  6.21804571e-01 
 2.56280000e-08  6.21804582e-01 
 2.57280000e-08  6.21804593e-01 
 2.58280000e-08  6.21804604e-01 
 2.59280000e-08  6.21804615e-01 
 2.60280000e-08  6.21804627e-01 
 2.61280000e-08  6.21804639e-01 
 2.62280000e-08  6.21804651e-01 
 2.63280000e-08  6.21804663e-01 
 2.64280000e-08  6.21804676e-01 
 2.65280000e-08  6.21804689e-01 
 2.66280000e-08  6.21804703e-01 
 2.67280000e-08  6.21804716e-01 
 2.68280000e-08  6.21804730e-01 
 2.69280000e-08  6.21804744e-01 
 2.70280000e-08  6.21804759e-01 
 2.71280000e-08  6.21804774e-01 
 2.72280000e-08  6.21804789e-01 
 2.73280000e-08  6.21804804e-01 
 2.74280000e-08  6.21804820e-01 
 2.75280000e-08  6.21804836e-01 
 2.76280000e-08  6.21804853e-01 
 2.77280000e-08  6.21804870e-01 
 2.78280000e-08  6.21804887e-01 
 2.79280000e-08  6.21804905e-01 
 2.80280000e-08  6.21804923e-01 
 2.81280000e-08  6.21804941e-01 
 2.82280000e-08  6.21804960e-01 
 2.83280000e-08  6.21804979e-01 
 2.84280000e-08  6.21804999e-01 
 2.85280000e-08  6.21805019e-01 
 2.86280000e-08  6.21805040e-01 
 2.87280000e-08  6.21805061e-01 
 2.88280000e-08  6.21805082e-01 
 2.89280000e-08  6.21805104e-01 
 2.90280000e-08  6.21805126e-01 
 2.91280000e-08  6.21805149e-01 
 2.92280000e-08  6.21805172e-01 
 2.93280000e-08  6.21805196e-01 
 2.94280000e-08  6.21805221e-01 
 2.95280000e-08  6.21805245e-01 
 2.96280000e-08  6.21805271e-01 
 2.97280000e-08  6.21805297e-01 
 2.98280000e-08  6.21805323e-01 
 2.99280000e-08  6.21805350e-01 
 3.00280000e-08  6.21805378e-01 
 3.01280000e-08  6.21805406e-01 
 3.02280000e-08  6.21805435e-01 
 3.03280000e-08  6.21805464e-01 
 3.04280000e-08  6.21805494e-01 
 3.05280000e-08  6.21805525e-01 
 3.06280000e-08  6.21805556e-01 
 3.07280000e-08  6.21805588e-01 
 3.08280000e-08  6.21805620e-01 
 3.09280000e-08  6.21805654e-01 
 3.10280000e-08  6.21805687e-01 
 3.11280000e-08  6.21805722e-01 
 3.12280000e-08  6.21805757e-01 
 3.13280000e-08  6.21805793e-01 
 3.14280000e-08  6.21805830e-01 
 3.15280000e-08  6.21805868e-01 
 3.16280000e-08  6.21805906e-01 
 3.17280000e-08  6.21805945e-01 
 3.18280000e-08  6.21805985e-01 
 3.19280000e-08  6.21806025e-01 
 3.20280000e-08  6.21806067e-01 
 3.21280000e-08  6.21806109e-01 
 3.22280000e-08  6.21806152e-01 
 3.23280000e-08  6.21806196e-01 
 3.24280000e-08  6.21806241e-01 
 3.25280000e-08  6.21806286e-01 
 3.26280000e-08  6.21806333e-01 
 3.27280000e-08  6.21806381e-01 
 3.28280000e-08  6.21806429e-01 
 3.29280000e-08  6.21806478e-01 
 3.30280000e-08  6.21806529e-01 
 3.31280000e-08  6.21806580e-01 
 3.32280000e-08  6.21806632e-01 
 3.33280000e-08  6.21806686e-01 
 3.34280000e-08  6.21806740e-01 
 3.35280000e-08  6.21806796e-01 
 3.36280000e-08  6.21806852e-01 
 3.37280000e-08  6.21806910e-01 
 3.38280000e-08  6.21806968e-01 
 3.39280000e-08  6.21807028e-01 
 3.40280000e-08  6.21807089e-01 
 3.41280000e-08  6.21807151e-01 
 3.42280000e-08  6.21807215e-01 
 3.43280000e-08  6.21807279e-01 
 3.44280000e-08  6.21807345e-01 
 3.45280000e-08  6.21807412e-01 
 3.46280000e-08  6.21807480e-01 
 3.47280000e-08  6.21807549e-01 
 3.48280000e-08  6.21807620e-01 
 3.49280000e-08  6.21807692e-01 
 3.50280000e-08  6.21807765e-01 
 3.51280000e-08  6.21807840e-01 
 3.52280000e-08  6.21807915e-01 
 3.53280000e-08  6.21807993e-01 
 3.54280000e-08  6.21808072e-01 
 3.55280000e-08  6.21808152e-01 
 3.56280000e-08  6.21808233e-01 
 3.57280000e-08  6.21808316e-01 
 3.58280000e-08  6.21808401e-01 
 3.59280000e-08  6.21808487e-01 
 3.60280000e-08  6.21808574e-01 
 3.61280000e-08  6.21808663e-01 
 3.62280000e-08  6.21808754e-01 
 3.63280000e-08  6.21808846e-01 
 3.64280000e-08  6.21808940e-01 
 3.65280000e-08  6.21809035e-01 
 3.66280000e-08  6.21809132e-01 
 3.67280000e-08  6.21809231e-01 
 3.68280000e-08  6.21809331e-01 
 3.69280000e-08  6.21809433e-01 
 3.70280000e-08  6.21809537e-01 
 3.71280000e-08  6.21809643e-01 
 3.72280000e-08  6.21809750e-01 
 3.73280000e-08  6.21809859e-01 
 3.74280000e-08  6.21809970e-01 
 3.75280000e-08  6.21810083e-01 
 3.76280000e-08  6.21810197e-01 
 3.77280000e-08  6.21810313e-01 
 3.78280000e-08  6.21810432e-01 
 3.79280000e-08  6.21810552e-01 
 3.80280000e-08  6.21810674e-01 
 3.81280000e-08  6.21810798e-01 
 3.82280000e-08  6.21810924e-01 
 3.83280000e-08  6.21811051e-01 
 3.84280000e-08  6.21811181e-01 
 3.85280000e-08  6.21811313e-01 
 3.86280000e-08  6.21811447e-01 
 3.87280000e-08  6.21811583e-01 
 3.88280000e-08  6.21811721e-01 
 3.89280000e-08  6.21811861e-01 
 3.90280000e-08  6.21812003e-01 
 3.91280000e-08  6.21812147e-01 
 3.92280000e-08  6.21812293e-01 
 3.93280000e-08  6.21812441e-01 
 3.94280000e-08  6.21812592e-01 
 3.95280000e-08  6.21812745e-01 
 3.96280000e-08  6.21812899e-01 
 3.97280000e-08  6.21813056e-01 
 3.98280000e-08  6.21813215e-01 
 3.99280000e-08  6.21813377e-01 
 4.00280000e-08  6.21813540e-01 
 4.01280000e-08  6.21813706e-01 
 4.02280000e-08  6.21813874e-01 
 4.03280000e-08  6.21814044e-01 
 4.04280000e-08  6.21814216e-01 
 4.05280000e-08  6.21814391e-01 
 4.06280000e-08  6.21814568e-01 
 4.07280000e-08  6.21814747e-01 
 4.08280000e-08  6.21814928e-01 
 4.09280000e-08  6.21815111e-01 
 4.10280000e-08  6.21815297e-01 
 4.11280000e-08  6.21815484e-01 
 4.12280000e-08  6.21815674e-01 
 4.13280000e-08  6.21815867e-01 
 4.14280000e-08  6.21816061e-01 
 4.15280000e-08  6.21816257e-01 
 4.16280000e-08  6.21816456e-01 
 4.17280000e-08  6.21816657e-01 
 4.18280000e-08  6.21816860e-01 
 4.19280000e-08  6.21817065e-01 
 4.20280000e-08  6.21817272e-01 
 4.21280000e-08  6.21817481e-01 
 4.22280000e-08  6.21817692e-01 
 4.23280000e-08  6.21817905e-01 
 4.24280000e-08  6.21818120e-01 
 4.25280000e-08  6.21818337e-01 
 4.26280000e-08  6.21818555e-01 
 4.27280000e-08  6.21818776e-01 
 4.28280000e-08  6.21818998e-01 
 4.29280000e-08  6.21819223e-01 
 4.30280000e-08  6.21819448e-01 
 4.31280000e-08  6.21819676e-01 
 4.32280000e-08  6.21819905e-01 
 4.33280000e-08  6.21820135e-01 
 4.34280000e-08  6.21820367e-01 
 4.35280000e-08  6.21820600e-01 
 4.36280000e-08  6.21820835e-01 
 4.37280000e-08  6.21821071e-01 
 4.38280000e-08  6.21821308e-01 
 4.39280000e-08  6.21821546e-01 
 4.40280000e-08  6.21821785e-01 
 4.41280000e-08  6.21822025e-01 
 4.42280000e-08  6.21822265e-01 
 4.43280000e-08  6.21822506e-01 
 4.44280000e-08  6.21822748e-01 
 4.45280000e-08  6.21822990e-01 
 4.46280000e-08  6.21823233e-01 
 4.47280000e-08  6.21823475e-01 
 4.48280000e-08  6.21823718e-01 
 4.49280000e-08  6.21823960e-01 
 4.50280000e-08  6.21824202e-01 
 4.51280000e-08  6.21824444e-01 
 4.52280000e-08  6.21824685e-01 
 4.53280000e-08  6.21824925e-01 
 4.54280000e-08  6.21825165e-01 
 4.55280000e-08  6.21825403e-01 
 4.56280000e-08  6.21825639e-01 
 4.57280000e-08  6.21825875e-01 
 4.58280000e-08  6.21826108e-01 
 4.59280000e-08  6.21826339e-01 
 4.60280000e-08  6.21826568e-01 
 4.61280000e-08  6.21826795e-01 
 4.62280000e-08  6.21827019e-01 
 4.63280000e-08  6.21827240e-01 
 4.64280000e-08  6.21827457e-01 
 4.65280000e-08  6.21827671e-01 
 4.66280000e-08  6.21827881e-01 
 4.67280000e-08  6.21828086e-01 
 4.68280000e-08  6.21828288e-01 
 4.69280000e-08  6.21828484e-01 
 4.70280000e-08  6.21828675e-01 
 4.71280000e-08  6.21828860e-01 
 4.72280000e-08  6.21829040e-01 
 4.73280000e-08  6.21829213e-01 
 4.74280000e-08  6.21829379e-01 
 4.75280000e-08  6.21829538e-01 
 4.76280000e-08  6.21829689e-01 
 4.77280000e-08  6.21829832e-01 
 4.78280000e-08  6.21829967e-01 
 4.79280000e-08  6.21830092e-01 
 4.80280000e-08  6.21830208e-01 
 4.81280000e-08  6.21830313e-01 
 4.82280000e-08  6.21830408e-01 
 4.83280000e-08  6.21830492e-01 
 4.84280000e-08  6.21830564e-01 
 4.85280000e-08  6.21830623e-01 
 4.86280000e-08  6.21830669e-01 
 4.87280000e-08  6.21830701e-01 
 4.88280000e-08  6.21830719e-01 
 4.89280000e-08  6.21830722e-01 
 4.90280000e-08  6.21830708e-01 
 4.91280000e-08  6.21830678e-01 
 4.92280000e-08  6.21830631e-01 
 4.93280000e-08  6.21830565e-01 
 4.94280000e-08  6.21830480e-01 
 4.95280000e-08  6.21830376e-01 
 4.96280000e-08  6.21830250e-01 
 4.97280000e-08  6.21830102e-01 
 4.98280000e-08  6.21829932e-01 
 4.99280000e-08  6.21829738e-01 
 5.00280000e-08  6.21829519e-01 
 5.01280000e-08  6.21829274e-01 
 5.02280000e-08  6.21829003e-01 
 5.03280000e-08  6.21828703e-01 
 5.04280000e-08  6.21828374e-01 
 5.05280000e-08  6.21828014e-01 
 5.06280000e-08  6.21827623e-01 
 5.07280000e-08  6.21827199e-01 
 5.08280000e-08  6.21826740e-01 
 5.09280000e-08  6.21826246e-01 
 5.10280000e-08  6.21825715e-01 
 5.11280000e-08  6.21825145e-01 
 5.12280000e-08  6.21824534e-01 
 5.13280000e-08  6.21823883e-01 
 5.14280000e-08  6.21823187e-01 
 5.15280000e-08  6.21822447e-01 
 5.16280000e-08  6.21821660e-01 
 5.17280000e-08  6.21820825e-01 
 5.18280000e-08  6.21819940e-01 
 5.19280000e-08  6.21819002e-01 
 5.20280000e-08  6.21818010e-01 
 5.21280000e-08  6.21816962e-01 
 5.22280000e-08  6.21815856e-01 
 5.23280000e-08  6.21814690e-01 
 5.24280000e-08  6.21813461e-01 
 5.25280000e-08  6.21812167e-01 
 5.26280000e-08  6.21810807e-01 
