 time            v(vout)        
 0.00000000e+00  1.09251704e-01 
 1.00000000e-12  1.09251704e-01 
 2.00000000e-12  1.09251704e-01 
 4.00000000e-12  1.09251704e-01 
 8.00000000e-12  1.09251704e-01 
 1.60000000e-11  1.09251704e-01 
 3.20000000e-11  1.09251704e-01 
 6.40000000e-11  1.09251704e-01 
 1.28000000e-10  1.09251704e-01 
 2.28000000e-10  1.09251704e-01 
 3.28000000e-10  1.09251704e-01 
 4.28000000e-10  1.09251704e-01 
 5.28000000e-10  1.09251704e-01 
 6.28000000e-10  1.09251704e-01 
 7.28000000e-10  1.09251704e-01 
 8.28000000e-10  1.09251704e-01 
 9.28000000e-10  1.09251704e-01 
 1.00000000e-09  1.09251704e-01 
 1.01000000e-09  1.09251694e-01 
 1.03000000e-09  1.09251650e-01 
 1.07000000e-09  1.09251424e-01 
 1.15000000e-09  1.09250400e-01 
 1.25000000e-09  1.09248003e-01 
 1.35000000e-09  1.09244395e-01 
 1.45000000e-09  1.09239321e-01 
 1.55000000e-09  1.09232264e-01 
 1.65000000e-09  1.09222907e-01 
 1.75000000e-09  1.09215227e-01 
 1.85000000e-09  1.09240291e-01 
 1.95000000e-09  1.09391175e-01 
 2.00000000e-09  1.09547289e-01 
 2.01000000e-09  1.09587335e-01 
 2.03000000e-09  1.09671552e-01 
 2.07000000e-09  1.09859248e-01 
 2.15000000e-09  1.10267293e-01 
 2.25000000e-09  1.10769065e-01 
 2.35000000e-09  1.11223755e-01 
 2.45000000e-09  1.11630505e-01 
 2.55000000e-09  1.11997062e-01 
 2.65000000e-09  1.12332663e-01 
 2.75000000e-09  1.12644185e-01 
 2.85000000e-09  1.12936354e-01 
 2.95000000e-09  1.13212715e-01 
 3.05000000e-09  1.13475703e-01 
 3.15000000e-09  1.13727097e-01 
 3.25000000e-09  1.13968172e-01 
 3.35000000e-09  1.14199940e-01 
 3.45000000e-09  1.14423255e-01 
 3.55000000e-09  1.14638892e-01 
 3.65000000e-09  1.14847589e-01 
 3.75000000e-09  1.15050053e-01 
 3.85000000e-09  1.15246970e-01 
 3.95000000e-09  1.15438988e-01 
 4.05000000e-09  1.15626729e-01 
 4.15000000e-09  1.15810766e-01 
 4.25000000e-09  1.15991643e-01 
 4.35000000e-09  1.16169852e-01 
 4.45000000e-09  1.16345857e-01 
 4.55000000e-09  1.16520076e-01 
 4.65000000e-09  1.16692901e-01 
 4.75000000e-09  1.16864686e-01 
 4.85000000e-09  1.17035765e-01 
 4.95000000e-09  1.17206440e-01 
 5.05000000e-09  1.17377001e-01 
 5.15000000e-09  1.17547710e-01 
 5.25000000e-09  1.17718822e-01 
 5.35000000e-09  1.17890571e-01 
 5.45000000e-09  1.18063188e-01 
 5.55000000e-09  1.18236886e-01 
 5.65000000e-09  1.18411878e-01 
 5.75000000e-09  1.18588363e-01 
 5.85000000e-09  1.18766542e-01 
 5.95000000e-09  1.18946603e-01 
 6.05000000e-09  1.19128740e-01 
 6.15000000e-09  1.19313135e-01 
 6.25000000e-09  1.19499975e-01 
 6.35000000e-09  1.19689438e-01 
 6.45000000e-09  1.19881705e-01 
 6.55000000e-09  1.20076951e-01 
 6.65000000e-09  1.20275353e-01 
