 time            v(vout)        
 0.00000000e+00  1.45683930e+00 
 1.00000000e-11  1.45683930e+00 
 2.00000000e-11  1.45683930e+00 
 4.00000000e-11  1.45683930e+00 
 8.00000000e-11  1.45683930e+00 
 1.60000000e-10  1.45683930e+00 
 3.20000000e-10  1.45683930e+00 
 6.40000000e-10  1.45683930e+00 
 1.28000000e-09  1.45683930e+00 
 2.28000000e-09  1.45683930e+00 
 3.28000000e-09  1.45683930e+00 
 4.28000000e-09  1.45683930e+00 
 5.28000000e-09  1.45683930e+00 
 6.28000000e-09  1.45683930e+00 
 7.28000000e-09  1.45683930e+00 
 8.28000000e-09  1.45683930e+00 
 9.28000000e-09  1.45683930e+00 
 1.02800000e-08  1.45683931e+00 
 1.12800000e-08  1.45683931e+00 
 1.22800000e-08  1.45683931e+00 
 1.32800000e-08  1.45683931e+00 
 1.42800000e-08  1.45683931e+00 
 1.52800000e-08  1.45683932e+00 
 1.62800000e-08  1.45683932e+00 
 1.72800000e-08  1.45683932e+00 
 1.82800000e-08  1.45683933e+00 
 1.92800000e-08  1.45683933e+00 
 2.02800000e-08  1.45683934e+00 
 2.12800000e-08  1.45683935e+00 
 2.22800000e-08  1.45683935e+00 
 2.32800000e-08  1.45683936e+00 
 2.42800000e-08  1.45683937e+00 
 2.52800000e-08  1.45683938e+00 
 2.62800000e-08  1.45683939e+00 
 2.72800000e-08  1.45683941e+00 
 2.82800000e-08  1.45683942e+00 
 2.92800000e-08  1.45683944e+00 
 3.02800000e-08  1.45683946e+00 
 3.12800000e-08  1.45683948e+00 
 3.22800000e-08  1.45683950e+00 
 3.32800000e-08  1.45683953e+00 
 3.42800000e-08  1.45683956e+00 
 3.52800000e-08  1.45683960e+00 
 3.62800000e-08  1.45683964e+00 
 3.72800000e-08  1.45683968e+00 
 3.82800000e-08  1.45683974e+00 
 3.92800000e-08  1.45683979e+00 
 4.02800000e-08  1.45683986e+00 
 4.12800000e-08  1.45683993e+00 
 4.22800000e-08  1.45684002e+00 
 4.32800000e-08  1.45684011e+00 
 4.42800000e-08  1.45684022e+00 
 4.52800000e-08  1.45684034e+00 
 4.62800000e-08  1.45684048e+00 
 4.72800000e-08  1.45684063e+00 
 4.82800000e-08  1.45684081e+00 
 4.92800000e-08  1.45684101e+00 
 5.02800000e-08  1.45684123e+00 
 5.12800000e-08  1.45684148e+00 
 5.22800000e-08  1.45684177e+00 
 5.32800000e-08  1.45684209e+00 
 5.42800000e-08  1.45684246e+00 
 5.52800000e-08  1.45684287e+00 
 5.62800000e-08  1.45684334e+00 
 5.72800000e-08  1.45684386e+00 
 5.82800000e-08  1.45684446e+00 
 5.92800000e-08  1.45684513e+00 
 6.02800000e-08  1.45684589e+00 
 6.12800000e-08  1.45684675e+00 
 6.22800000e-08  1.45684773e+00 
 6.32800000e-08  1.45684882e+00 
 6.42800000e-08  1.45685006e+00 
 6.52800000e-08  1.45685146e+00 
 6.62800000e-08  1.45685305e+00 
 6.72800000e-08  1.45685484e+00 
