 time            v(vout)        
 0.00000000e+00  1.32740189e+00 
 1.00000000e-11  1.32740189e+00 
 2.00000000e-11  1.32740189e+00 
 4.00000000e-11  1.32740189e+00 
 8.00000000e-11  1.32740189e+00 
 1.60000000e-10  1.32740189e+00 
 3.20000000e-10  1.32740189e+00 
 6.40000000e-10  1.32740189e+00 
 1.28000000e-09  1.32740189e+00 
 2.28000000e-09  1.32740189e+00 
 3.28000000e-09  1.32740189e+00 
 4.28000000e-09  1.32740189e+00 
 5.28000000e-09  1.32740189e+00 
 6.28000000e-09  1.32740189e+00 
 7.28000000e-09  1.32740189e+00 
 8.28000000e-09  1.32740189e+00 
 9.28000000e-09  1.32740189e+00 
 1.02800000e-08  1.32740189e+00 
 1.12800000e-08  1.32740189e+00 
 1.22800000e-08  1.32740189e+00 
 1.32800000e-08  1.32740189e+00 
 1.42800000e-08  1.32740189e+00 
 1.52800000e-08  1.32740189e+00 
 1.62800000e-08  1.32740189e+00 
 1.72800000e-08  1.32740189e+00 
 1.82800000e-08  1.32740189e+00 
 1.92800000e-08  1.32740189e+00 
 2.02800000e-08  1.32740189e+00 
 2.12800000e-08  1.32740189e+00 
 2.22800000e-08  1.32740188e+00 
 2.32800000e-08  1.32740188e+00 
 2.42800000e-08  1.32740188e+00 
 2.52800000e-08  1.32740188e+00 
 2.62800000e-08  1.32740188e+00 
 2.72800000e-08  1.32740188e+00 
 2.82800000e-08  1.32740187e+00 
 2.92800000e-08  1.32740187e+00 
 3.02800000e-08  1.32740187e+00 
 3.12800000e-08  1.32740186e+00 
 3.22800000e-08  1.32740186e+00 
 3.32800000e-08  1.32740186e+00 
 3.42800000e-08  1.32740185e+00 
 3.52800000e-08  1.32740184e+00 
 3.62800000e-08  1.32740184e+00 
 3.72800000e-08  1.32740183e+00 
 3.82800000e-08  1.32740182e+00 
 3.92800000e-08  1.32740181e+00 
 4.02800000e-08  1.32740180e+00 
 4.12800000e-08  1.32740179e+00 
 4.22800000e-08  1.32740178e+00 
 4.32800000e-08  1.32740177e+00 
 4.42800000e-08  1.32740175e+00 
 4.52800000e-08  1.32740174e+00 
 4.62800000e-08  1.32740173e+00 
 4.72800000e-08  1.32740171e+00 
 4.82800000e-08  1.32740170e+00 
 4.92800000e-08  1.32740169e+00 
 5.02800000e-08  1.32740168e+00 
 5.12800000e-08  1.32740167e+00 
 5.22800000e-08  1.32740166e+00 
 5.32800000e-08  1.32740165e+00 
 5.42800000e-08  1.32740165e+00 
 5.52800000e-08  1.32740166e+00 
 5.62800000e-08  1.32740167e+00 
 5.72800000e-08  1.32740168e+00 
 5.82800000e-08  1.32740170e+00 
 5.92800000e-08  1.32740174e+00 
 6.02800000e-08  1.32740178e+00 
 6.12800000e-08  1.32740184e+00 
 6.22800000e-08  1.32740191e+00 
 6.32800000e-08  1.32740200e+00 
 6.42800000e-08  1.32740210e+00 
 6.52800000e-08  1.32740223e+00 
 6.62800000e-08  1.32740238e+00 
 6.72800000e-08  1.32740255e+00 
 6.82800000e-08  1.32740276e+00 
 6.92800000e-08  1.32740299e+00 
 7.02800000e-08  1.32740326e+00 
 7.12800000e-08  1.32740356e+00 
 7.22800000e-08  1.32740391e+00 
 7.32800000e-08  1.32740429e+00 
 7.42800000e-08  1.32740471e+00 
 7.52800000e-08  1.32740518e+00 
 7.62800000e-08  1.32740569e+00 
 7.72800000e-08  1.32740625e+00 
 7.82800000e-08  1.32740684e+00 
 7.92800000e-08  1.32740748e+00 
 8.02800000e-08  1.32740815e+00 
 8.12800000e-08  1.32740886e+00 
 8.22800000e-08  1.32740959e+00 
 8.32800000e-08  1.32741033e+00 
 8.42800000e-08  1.32741108e+00 
 8.52800000e-08  1.32741181e+00 
 8.62800000e-08  1.32741252e+00 
 8.72800000e-08  1.32741317e+00 
 8.82800000e-08  1.32741374e+00 
 8.92800000e-08  1.32741421e+00 
 9.02800000e-08  1.32741453e+00 
 9.12800000e-08  1.32741466e+00 
 9.22800000e-08  1.32741455e+00 
 9.32800000e-08  1.32741415e+00 
 9.42800000e-08  1.32741340e+00 
 9.52800000e-08  1.32741223e+00 
 9.62800000e-08  1.32741056e+00 
 9.72800000e-08  1.32740831e+00 
 9.82800000e-08  1.32740538e+00 
 9.92800000e-08  1.32740167e+00 
 1.00280000e-07  1.32739707e+00 
 1.01280000e-07  1.32739146e+00 
 1.02280000e-07  1.32738471e+00 
 1.03280000e-07  1.32737670e+00 
 1.04280000e-07  1.32736728e+00 
 1.05280000e-07  1.32735631e+00 
 1.06280000e-07  1.32734364e+00 
 1.07280000e-07  1.32732914e+00 
 1.08280000e-07  1.32731267e+00 
 1.09280000e-07  1.32729408e+00 
 1.10280000e-07  1.32727327e+00 
 1.11280000e-07  1.32725012e+00 
 1.12280000e-07  1.32722456e+00 
 1.13280000e-07  1.32719654e+00 
 1.14280000e-07  1.32716605e+00 
 1.15280000e-07  1.32713315e+00 
 1.16280000e-07  1.32709791e+00 
 1.17280000e-07  1.32706054e+00 
 1.18280000e-07  1.32702128e+00 
 1.19280000e-07  1.32698051e+00 
 1.20280000e-07  1.32693870e+00 
 1.21280000e-07  1.32689649e+00 
 1.22280000e-07  1.32685466e+00 
 1.23280000e-07  1.32681418e+00 
 1.24280000e-07  1.32677621e+00 
 1.25280000e-07  1.32674216e+00 
 1.26280000e-07  1.32671367e+00 
 1.27280000e-07  1.32669270e+00 
 1.28280000e-07  1.32668149e+00 
 1.29280000e-07  1.32668264e+00 
 1.30280000e-07  1.32669909e+00 
 1.31280000e-07  1.32673421e+00 
 1.32280000e-07  1.32679175e+00 
 1.33280000e-07  1.32687595e+00 
 1.34280000e-07  1.32699145e+00 
 1.35280000e-07  1.32714341e+00 
 1.36280000e-07  1.32733744e+00 
 1.37280000e-07  1.32757962e+00 
 1.38280000e-07  1.32787651e+00 
 1.39280000e-07  1.32823507e+00 
 1.40280000e-07  1.32866264e+00 
 1.41280000e-07  1.32916690e+00 
 1.42280000e-07  1.32975572e+00 
 1.43280000e-07  1.33043707e+00 
 1.44280000e-07  1.33121888e+00 
 1.45280000e-07  1.33210884e+00 
 1.46280000e-07  1.33311413e+00 
 1.47280000e-07  1.33424121e+00 
 1.48280000e-07  1.33549540e+00 
 1.49280000e-07  1.33688057e+00 
 1.50280000e-07  1.33839860e+00 
 1.51280000e-07  1.34004893e+00 
 1.52280000e-07  1.34182790e+00 
 1.53280000e-07  1.34372811e+00 
 1.54280000e-07  1.34573766e+00 
 1.55280000e-07  1.34783936e+00 
 1.56280000e-07  1.35000981e+00 
 1.57280000e-07  1.35221847e+00 
 1.58280000e-07  1.35442667e+00 
 1.59280000e-07  1.35658657e+00 
 1.60280000e-07  1.35864007e+00 
 1.61280000e-07  1.36051781e+00 
 1.62280000e-07  1.36213802e+00 
 1.63280000e-07  1.36340554e+00 
 1.64280000e-07  1.36421077e+00 
 1.65280000e-07  1.36442864e+00 
 1.66280000e-07  1.36391766e+00 
 1.67280000e-07  1.36251883e+00 
 1.68280000e-07  1.36005462e+00 
 1.69280000e-07  1.35632762e+00 
 1.70280000e-07  1.35111913e+00 
 1.71280000e-07  1.34418722e+00 
 1.72280000e-07  1.33526419e+00 
 1.73280000e-07  1.32405321e+00 
 1.74280000e-07  1.31022347e+00 
 1.75280000e-07  1.29340315e+00 
 1.76280000e-07  1.27316900e+00 
 1.77280000e-07  1.24903050e+00 
 1.78280000e-07  1.22040531e+00 
 1.79280000e-07  1.18658060e+00 
 1.80280000e-07  1.14665118e+00 
 1.81280000e-07  1.09942034e+00 
 1.82280000e-07  1.04322766e+00 
 1.83280000e-07  9.75691580e-01 
 1.84280000e-07  8.93437257e-01 
 1.85280000e-07  7.93049819e-01 
 1.86280000e-07  6.81968827e-01 
 1.87280000e-07  5.79675382e-01 
 1.88280000e-07  5.06477367e-01 
 1.89280000e-07  4.59739649e-01 
 1.90280000e-07  4.32741094e-01 
 1.91280000e-07  4.37841556e-01 
 1.92280000e-07  4.35903557e-01 
 1.93280000e-07  4.45176645e-01 
 1.94280000e-07  4.70040337e-01 
 1.95280000e-07  4.99088373e-01 
 1.96280000e-07  5.26567528e-01 
 1.97280000e-07  5.49494172e-01 
 1.98280000e-07  5.66896180e-01 
 1.99280000e-07  5.78500018e-01 
 2.00280000e-07  5.85476285e-01 
 2.01280000e-07  5.88985161e-01 
 2.02280000e-07  5.90362657e-01 
 2.03280000e-07  5.90293296e-01 
 2.04280000e-07  5.89175895e-01 
 2.05280000e-07  5.86965912e-01 
 2.06280000e-07  5.83658393e-01 
 2.07280000e-07  5.79306380e-01 
 2.08280000e-07  5.74178269e-01 
 2.09280000e-07  5.68545222e-01 
 2.10280000e-07  5.62695291e-01 
 2.11280000e-07  5.56822502e-01 
 2.12280000e-07  5.51090977e-01 
 2.13280000e-07  5.45588651e-01 
 2.14280000e-07  5.40366874e-01 
 2.15280000e-07  5.35444231e-01 
 2.16280000e-07  5.30827356e-01 
 2.17280000e-07  5.26505540e-01 
 2.18280000e-07  5.22464286e-01 
 2.19280000e-07  5.18684584e-01 
 2.20280000e-07  5.15145595e-01 
 2.21280000e-07  5.11828578e-01 
 2.22280000e-07  5.08712477e-01 
