 time            v(vout)        
 0.00000000e+00  1.41499098e+00 
 1.00000000e-11  1.41499098e+00 
 2.00000000e-11  1.41499098e+00 
 4.00000000e-11  1.41499098e+00 
 8.00000000e-11  1.41499098e+00 
 1.60000000e-10  1.41499098e+00 
 3.20000000e-10  1.41499098e+00 
 6.40000000e-10  1.41499098e+00 
 1.28000000e-09  1.41499098e+00 
 2.28000000e-09  1.41499097e+00 
 3.28000000e-09  1.41499097e+00 
 4.28000000e-09  1.41499097e+00 
 5.28000000e-09  1.41499097e+00 
 6.28000000e-09  1.41499097e+00 
 7.28000000e-09  1.41499097e+00 
 8.28000000e-09  1.41499097e+00 
 9.28000000e-09  1.41499097e+00 
 1.02800000e-08  1.41499097e+00 
 1.12800000e-08  1.41499096e+00 
 1.22800000e-08  1.41499096e+00 
 1.32800000e-08  1.41499096e+00 
 1.42800000e-08  1.41499096e+00 
 1.52800000e-08  1.41499095e+00 
 1.62800000e-08  1.41499095e+00 
 1.72800000e-08  1.41499095e+00 
 1.82800000e-08  1.41499094e+00 
 1.92800000e-08  1.41499094e+00 
 2.02800000e-08  1.41499093e+00 
 2.12800000e-08  1.41499093e+00 
 2.22800000e-08  1.41499092e+00 
 2.32800000e-08  1.41499091e+00 
 2.42800000e-08  1.41499090e+00 
 2.52800000e-08  1.41499089e+00 
 2.62800000e-08  1.41499088e+00 
 2.72800000e-08  1.41499086e+00 
 2.82800000e-08  1.41499084e+00 
 2.92800000e-08  1.41499082e+00 
 3.02800000e-08  1.41499080e+00 
 3.12800000e-08  1.41499077e+00 
 3.22800000e-08  1.41499074e+00 
 3.32800000e-08  1.41499071e+00 
 3.42800000e-08  1.41499066e+00 
 3.52800000e-08  1.41499062e+00 
 3.62800000e-08  1.41499056e+00 
 3.72800000e-08  1.41499050e+00 
 3.82800000e-08  1.41499042e+00 
 3.92800000e-08  1.41499034e+00 
 4.02800000e-08  1.41499024e+00 
 4.12800000e-08  1.41499013e+00 
 4.22800000e-08  1.41499000e+00 
 4.32800000e-08  1.41498985e+00 
 4.42800000e-08  1.41498967e+00 
 4.52800000e-08  1.41498947e+00 
 4.62800000e-08  1.41498924e+00 
 4.72800000e-08  1.41498897e+00 
 4.82800000e-08  1.41498866e+00 
 4.92800000e-08  1.41498831e+00 
 5.02800000e-08  1.41498790e+00 
 5.12800000e-08  1.41498742e+00 
 5.22800000e-08  1.41498687e+00 
 5.32800000e-08  1.41498624e+00 
 5.42800000e-08  1.41498551e+00 
 5.52800000e-08  1.41498467e+00 
 5.62800000e-08  1.41498369e+00 
 5.72800000e-08  1.41498257e+00 
 5.82800000e-08  1.41498127e+00 
 5.92800000e-08  1.41497978e+00 
 6.02800000e-08  1.41497805e+00 
 6.12800000e-08  1.41497606e+00 
 6.22800000e-08  1.41497375e+00 
 6.32800000e-08  1.41497110e+00 
 6.42800000e-08  1.41496803e+00 
 6.52800000e-08  1.41496449e+00 
 6.62800000e-08  1.41496041e+00 
 6.72800000e-08  1.41495569e+00 
 6.82800000e-08  1.41495025e+00 
 6.92800000e-08  1.41494397e+00 
 7.02800000e-08  1.41493671e+00 
 7.12800000e-08  1.41492834e+00 
 7.22800000e-08  1.41491868e+00 
 7.32800000e-08  1.41490752e+00 
 7.42800000e-08  1.41489465e+00 
 7.52800000e-08  1.41487979e+00 
 7.62800000e-08  1.41486263e+00 
 7.72800000e-08  1.41484283e+00 
 7.82800000e-08  1.41481997e+00 
 7.92800000e-08  1.41479358e+00 
