 time            v(vout)        
 0.00000000e+00  9.02892876e-01 
 1.00000000e-11  9.02892876e-01 
 2.00000000e-11  9.02892876e-01 
 4.00000000e-11  9.02892876e-01 
 8.00000000e-11  9.02892876e-01 
 1.60000000e-10  9.02892876e-01 
 3.20000000e-10  9.02892876e-01 
 6.40000000e-10  9.02892876e-01 
 1.28000000e-09  9.02892876e-01 
 2.28000000e-09  9.02892876e-01 
 3.28000000e-09  9.02892876e-01 
 4.28000000e-09  9.02892876e-01 
 5.28000000e-09  9.02892877e-01 
 6.28000000e-09  9.02892878e-01 
 7.28000000e-09  9.02892878e-01 
 8.28000000e-09  9.02892880e-01 
 9.28000000e-09  9.02892882e-01 
 1.02800000e-08  9.02892886e-01 
 1.12800000e-08  9.02892890e-01 
 1.22800000e-08  9.02892898e-01 
 1.32800000e-08  9.02892909e-01 
 1.42800000e-08  9.02892926e-01 
 1.52800000e-08  9.02892952e-01 
 1.62800000e-08  9.02892991e-01 
 1.72800000e-08  9.02893051e-01 
 1.82800000e-08  9.02893141e-01 
 1.92800000e-08  9.02893277e-01 
 2.02800000e-08  9.02893483e-01 
 2.12800000e-08  9.02893795e-01 
 2.22800000e-08  9.02894266e-01 
 2.32800000e-08  9.02894981e-01 
 2.42800000e-08  9.02896061e-01 
 2.52800000e-08  9.02897697e-01 
 2.62800000e-08  9.02900172e-01 
 2.72800000e-08  9.02903917e-01 
 2.82800000e-08  9.02909586e-01 
 2.92800000e-08  9.02918166e-01 
 3.02800000e-08  9.02931151e-01 
 3.12800000e-08  9.02950803e-01 
 3.22800000e-08  9.02980544e-01 
 3.32800000e-08  9.03025554e-01 
 3.42800000e-08  9.03093670e-01 
 3.52800000e-08  9.03196750e-01 
 3.62800000e-08  9.03352733e-01 
 3.72800000e-08  9.03588756e-01 
 3.82800000e-08  9.03945849e-01 
 3.92800000e-08  9.04486025e-01 
 4.02800000e-08  9.05302947e-01 
 4.12800000e-08  9.06537926e-01 
 4.22800000e-08  9.08403816e-01 
 4.32800000e-08  9.11220431e-01 
 4.42800000e-08  9.15466444e-01 
 4.52800000e-08  9.21854006e-01 
 4.62800000e-08  9.31432910e-01 
 4.72800000e-08  9.45724360e-01 
 4.82800000e-08  9.66884158e-01 
 4.92800000e-08  9.97863128e-01 
 5.02800000e-08  1.04248409e+00 
 5.12800000e-08  1.10532575e+00 
 5.22800000e-08  1.19128839e+00 
 5.32800000e-08  1.30472486e+00 
 5.42800000e-08  1.44736382e+00 
 5.52800000e-08  1.60132728e+00 
 5.62800000e-08  1.70173214e+00 
 5.72800000e-08  1.74288336e+00 
 5.82800000e-08  1.75901948e+00 
 5.92800000e-08  1.76880925e+00 
 6.02800000e-08  1.77600156e+00 
 6.12800000e-08  1.78139300e+00 
 6.22800000e-08  1.78549327e+00 
 6.32800000e-08  1.78859637e+00 
 6.42800000e-08  1.79094934e+00 
 6.52800000e-08  1.79275590e+00 
 6.62800000e-08  1.79416818e+00 
 6.72800000e-08  1.79529471e+00 
 6.82800000e-08  1.79616113e+00 
 6.92800000e-08  1.79679344e+00 
 7.02800000e-08  1.79723773e+00 
 7.12800000e-08  1.79756300e+00 
 7.22800000e-08  1.79780971e+00 
 7.32800000e-08  1.79801496e+00 
 7.42800000e-08  1.79819093e+00 
 7.52800000e-08  1.79835388e+00 
 7.62800000e-08  1.79850383e+00 
 7.72800000e-08  1.79864888e+00 
 7.82800000e-08  1.79878538e+00 
 7.92800000e-08  1.79891864e+00 
 8.02800000e-08  1.79904453e+00 
 8.12800000e-08  1.79916740e+00 
 8.22800000e-08  1.79928349e+00 
 8.32800000e-08  1.79939667e+00 
 8.42800000e-08  1.79950373e+00 
 8.52800000e-08  1.79960809e+00 
 8.62800000e-08  1.79970702e+00 
 8.72800000e-08  1.79980345e+00 
 8.82800000e-08  1.79989502e+00 
 8.92800000e-08  1.79998412e+00 
 9.02800000e-08  1.80007047e+00 
 9.12800000e-08  1.80015185e+00 
 9.22800000e-08  1.80022848e+00 
 9.32800000e-08  1.80030111e+00 
 9.42800000e-08  1.80036740e+00 
 9.52800000e-08  1.80042736e+00 
 9.62800000e-08  1.80047791e+00 
 9.72800000e-08  1.80051749e+00 
 9.82800000e-08  1.80054153e+00 
 9.92800000e-08  1.80054591e+00 
 1.00280000e-07  1.80052330e+00 
 1.01280000e-07  1.80046513e+00 
 1.02280000e-07  1.80035870e+00 
 1.03280000e-07  1.80018768e+00 
 1.04280000e-07  1.79992928e+00 
 1.05280000e-07  1.79956314e+00 
 1.06280000e-07  1.79903406e+00 
 1.07280000e-07  1.79829028e+00 
 1.08280000e-07  1.79725771e+00 
 1.09280000e-07  1.79583276e+00 
 1.10280000e-07  1.79387468e+00 
 1.11280000e-07  1.79119072e+00 
 1.12280000e-07  1.78751749e+00 
 1.13280000e-07  1.78249199e+00 
 1.14280000e-07  1.77561008e+00 
 1.15280000e-07  1.76615388e+00 
 1.16280000e-07  1.75305705e+00 
 1.17280000e-07  1.73459757e+00 
 1.18280000e-07  1.70738872e+00 
 1.19280000e-07  1.66303165e+00 
 1.20280000e-07  1.57501341e+00 
 1.21280000e-07  1.40597584e+00 
 1.22280000e-07  1.14288690e+00 
 1.23280000e-07  8.02362656e-01 
 1.24280000e-07  4.77933842e-01 
 1.25280000e-07  3.25261233e-01 
 1.26280000e-07  3.56193765e-01 
 1.27280000e-07  4.21664447e-01 
 1.28280000e-07  4.96262332e-01 
 1.29280000e-07  5.61048304e-01 
 1.30280000e-07  6.00771079e-01 
 1.31280000e-07  6.09875680e-01 
 1.32280000e-07  5.94413985e-01 
 1.33280000e-07  5.74543350e-01 
 1.34280000e-07  5.57840083e-01 
 1.35280000e-07  5.41707152e-01 
 1.36280000e-07  5.28663183e-01 
 1.37280000e-07  5.31541168e-01 
 1.38280000e-07  5.42760740e-01 
 1.39280000e-07  5.48558899e-01 
 1.40280000e-07  5.47405769e-01 
 1.41280000e-07  5.42678388e-01 
 1.42280000e-07  5.36562521e-01 
 1.43280000e-07  5.30191153e-01 
 1.44280000e-07  5.24023466e-01 
 1.45280000e-07  5.18261754e-01 
 1.46280000e-07  5.12938081e-01 
 1.47280000e-07  5.08053286e-01 
 1.48280000e-07  5.03563684e-01 
 1.49280000e-07  4.99432700e-01 
 1.50280000e-07  4.95615716e-01 
 1.51280000e-07  4.92077003e-01 
 1.52280000e-07  4.88783143e-01 
 1.53280000e-07  4.85704982e-01 
 1.54280000e-07  4.82819626e-01 
 1.55280000e-07  4.80104026e-01 
 1.56280000e-07  4.77542682e-01 
 1.57280000e-07  4.75117148e-01 
 1.58280000e-07  4.72817711e-01 
 1.59280000e-07  4.70628910e-01 
 1.60280000e-07  4.68544746e-01 
 1.61280000e-07  4.66552210e-01 
 1.62280000e-07  4.64647786e-01 
 1.63280000e-07  4.62820366e-01 
 1.64280000e-07  4.61068086e-01 
 1.65280000e-07  4.59381366e-01 
 1.66280000e-07  4.57759423e-01 
 1.67280000e-07  4.56193940e-01 
 1.68280000e-07  4.54684828e-01 
 1.69280000e-07  4.53224836e-01 
 1.70280000e-07  4.51814304e-01 
 1.71280000e-07  4.50446897e-01 
 1.72280000e-07  4.49123200e-01 
 1.73280000e-07  4.47837672e-01 
 1.74280000e-07  4.46591018e-01 
 1.75280000e-07  4.45378396e-01 
 1.76280000e-07  4.44200545e-01 
 1.77280000e-07  4.43053236e-01 
 1.78280000e-07  4.41937185e-01 
 1.79280000e-07  4.40848710e-01 
 1.80280000e-07  4.39788465e-01 
 1.81280000e-07  4.38753253e-01 
 1.82280000e-07  4.37743642e-01 
 1.83280000e-07  4.36756866e-01 
 1.84280000e-07  4.35793400e-01 
 1.85280000e-07  4.34850854e-01 
 1.86280000e-07  4.33929609e-01 
 1.87280000e-07  4.33027607e-01 
 1.88280000e-07  4.32145134e-01 
 1.89280000e-07  4.31280427e-01 
 1.90280000e-07  4.30433680e-01 
 1.91280000e-07  4.29603391e-01 
 1.92280000e-07  4.28789668e-01 
 1.93280000e-07  4.27991236e-01 
 1.94280000e-07  4.27208126e-01 
 1.95280000e-07  4.26439259e-01 
 1.96280000e-07  4.25684607e-01 
 1.97280000e-07  4.24943262e-01 
 1.98280000e-07  4.24215125e-01 
 1.99280000e-07  4.23499450e-01 
 2.00280000e-07  4.22796079e-01 
 2.01280000e-07  4.22104405e-01 
 2.02280000e-07  4.21424218e-01 
 2.03280000e-07  4.20755033e-01 
 2.04280000e-07  4.20096594e-01 
 2.05280000e-07  4.19448522e-01 
 2.06280000e-07  4.18810522e-01 
 2.07280000e-07  4.18182311e-01 
 2.08280000e-07  4.17563556e-01 
 2.09280000e-07  4.16954057e-01 
 2.10280000e-07  4.16353454e-01 
 2.11280000e-07  4.15761618e-01 
 2.12280000e-07  4.15178164e-01 
 2.13280000e-07  4.14603026e-01 
 2.14280000e-07  4.14035797e-01 
 2.15280000e-07  4.13476468e-01 
 2.16280000e-07  4.12924614e-01 
 2.17280000e-07  4.12380275e-01 
 2.18280000e-07  4.11843010e-01 
 2.19280000e-07  4.11312903e-01 
 2.20280000e-07  4.10789499e-01 
 2.21280000e-07  4.10272921e-01 
 2.22280000e-07  4.09762704e-01 
 2.23280000e-07  4.09259004e-01 
 2.24280000e-07  4.08761347e-01 
 2.25280000e-07  4.08269918e-01 
 2.26280000e-07  4.07784238e-01 
 2.27280000e-07  4.07304516e-01 
 2.28280000e-07  4.06830268e-01 
 2.29280000e-07  4.06361731e-01 
 2.30280000e-07  4.05898406e-01 
 2.31280000e-07  4.05440555e-01 
 2.32280000e-07  4.04987681e-01 
 2.33280000e-07  4.04540059e-01 
 2.34280000e-07  4.04097192e-01 
 2.35280000e-07  4.03659368e-01 
 2.36280000e-07  4.03226089e-01 
 2.37280000e-07  4.02797658e-01 
 2.38280000e-07  4.02373577e-01 
 2.39280000e-07  4.01954160e-01 
 2.40280000e-07  4.01538908e-01 
 2.41280000e-07  4.01128147e-01 
 2.42280000e-07  4.00721379e-01 
 2.43280000e-07  4.00318938e-01 
 2.44280000e-07  3.99920326e-01 
 2.45280000e-07  3.99525887e-01 
 2.46280000e-07  3.99135125e-01 
 2.47280000e-07  3.98748389e-01 
 2.48280000e-07  3.98365185e-01 
 2.49280000e-07  3.97985869e-01 
 2.50280000e-07  3.97609948e-01 
 2.51280000e-07  3.97237785e-01 
 2.52280000e-07  3.96868888e-01 
 2.53280000e-07  3.96503624e-01 
 2.54280000e-07  3.96141504e-01 
 2.55280000e-07  3.95782899e-01 
 2.56280000e-07  3.95427323e-01 
 2.57280000e-07  3.95075150e-01 
 2.58280000e-07  3.94725895e-01 
 2.59280000e-07  3.94379937e-01 
 2.60280000e-07  3.94036795e-01 
 2.61280000e-07  3.93696847e-01 
 2.62280000e-07  3.93359616e-01 
 2.63280000e-07  3.93025483e-01 
 2.64280000e-07  3.92693973e-01 
 2.65280000e-07  3.92365469e-01 
 2.66280000e-07  3.92039499e-01 
 2.67280000e-07  3.91716448e-01 
 2.68280000e-07  3.91395845e-01 
 2.69280000e-07  3.91078077e-01 
 2.70280000e-07  3.90762677e-01 
 2.71280000e-07  3.90450032e-01 
 2.72280000e-07  3.90139677e-01 
 2.73280000e-07  3.89832001e-01 
 2.74280000e-07  3.89526542e-01 
 2.75280000e-07  3.89223689e-01 
 2.76280000e-07  3.88922982e-01 
 2.77280000e-07  3.88624811e-01 
 2.78280000e-07  3.88328720e-01 
 2.79280000e-07  3.88035098e-01 
 2.80280000e-07  3.87743490e-01 
 2.81280000e-07  3.87454289e-01 
 2.82280000e-07  3.87167040e-01 
 2.83280000e-07  3.86882136e-01 
 2.84280000e-07  3.86599126e-01 
 2.85280000e-07  3.86318402e-01 
 2.86280000e-07  3.86039516e-01 
 2.87280000e-07  3.85762858e-01 
 2.88280000e-07  3.85487985e-01 
 2.89280000e-07  3.85215287e-01 
 2.90280000e-07  3.84944322e-01 
 2.91280000e-07  3.84675478e-01 
 2.92280000e-07  3.84408319e-01 
 2.93280000e-07  3.84143231e-01 
 2.94280000e-07  3.83879779e-01 
 2.95280000e-07  3.83618352e-01 
 2.96280000e-07  3.83358514e-01 
 2.97280000e-07  3.83100654e-01 
 2.98280000e-07  3.82844341e-01 
 2.99280000e-07  3.82589961e-01 
 3.00280000e-07  3.82337084e-01 
 3.01280000e-07  3.82086099e-01 
 3.02280000e-07  3.81836576e-01 
 3.03280000e-07  3.81588903e-01 
 3.04280000e-07  3.81342654e-01 
 3.05280000e-07  3.81098215e-01 
 3.06280000e-07  3.80855162e-01 
 3.07280000e-07  3.80613881e-01 
 3.08280000e-07  3.80373950e-01 
 3.09280000e-07  3.80135754e-01 
 3.10280000e-07  3.79898873e-01 
 3.11280000e-07  3.79663690e-01 
 3.12280000e-07  3.79429790e-01 
 3.13280000e-07  3.79197554e-01 
 3.14280000e-07  3.78966567e-01 
 3.15280000e-07  3.78737212e-01 
 3.16280000e-07  3.78509075e-01 
 3.17280000e-07  3.78282537e-01 
 3.18280000e-07  3.78057187e-01 
 3.19280000e-07  3.77833405e-01 
 3.20280000e-07  3.77610782e-01 
 3.21280000e-07  3.77389698e-01 
 3.22280000e-07  3.77169744e-01 
 3.23280000e-07  3.76951300e-01 
 3.24280000e-07  3.76733960e-01 
 3.25280000e-07  3.76518101e-01 
 3.26280000e-07  3.76303319e-01 
 3.27280000e-07  3.76089992e-01 
 3.28280000e-07  3.75877717e-01 
 3.29280000e-07  3.75666870e-01 
 3.30280000e-07  3.75457052e-01 
 3.31280000e-07  3.75248635e-01 
 3.32280000e-07  3.75041224e-01 
 3.33280000e-07  3.74835190e-01 
 3.34280000e-07  3.74630138e-01 
 3.35280000e-07  3.74426440e-01 
 3.36280000e-07  3.74223701e-01 
 3.37280000e-07  3.74022294e-01 
 3.38280000e-07  3.73821824e-01 
 3.39280000e-07  3.73622664e-01 
 3.40280000e-07  3.73424421e-01 
 3.41280000e-07  3.73227465e-01 
 3.42280000e-07  3.73031406e-01 
 3.43280000e-07  3.72836614e-01 
 3.44280000e-07  3.72642699e-01 
 3.45280000e-07  3.72450031e-01 
 3.46280000e-07  3.72258221e-01 
 3.47280000e-07  3.72067638e-01 
 3.48280000e-07  3.71877896e-01 
 3.49280000e-07  3.71689360e-01 
 3.50280000e-07  3.71501648e-01 
 3.51280000e-07  3.71315125e-01 
 3.52280000e-07  3.71129407e-01 
 3.53280000e-07  3.70944860e-01 
 3.54280000e-07  3.70761102e-01 
 3.55280000e-07  3.70578498e-01 
 3.56280000e-07  3.70396667e-01 
 3.57280000e-07  3.70215971e-01 
 3.58280000e-07  3.70036034e-01 
 3.59280000e-07  3.69857216e-01 
 3.60280000e-07  3.69679141e-01 
 3.61280000e-07  3.69502170e-01 
 3.62280000e-07  3.69325926e-01 
 3.63280000e-07  3.69150771e-01 
 3.64280000e-07  3.68976329e-01 
 3.65280000e-07  3.68802960e-01 
 3.66280000e-07  3.68630291e-01 
 3.67280000e-07  3.68458679e-01 
 3.68280000e-07  3.68287755e-01 
 3.69280000e-07  3.68117874e-01 
 3.70280000e-07  3.67948667e-01 
 3.71280000e-07  3.67780490e-01 
 3.72280000e-07  3.67612974e-01 
 3.73280000e-07  3.67446474e-01 
 3.74280000e-07  3.67280623e-01 
 3.75280000e-07  3.67115775e-01 
 3.76280000e-07  3.66951564e-01 
 3.77280000e-07  3.66788343e-01 
 3.78280000e-07  3.66625747e-01 
 3.79280000e-07  3.66464130e-01 
 3.80280000e-07  3.66303126e-01 
 3.81280000e-07  3.66143088e-01 
 3.82280000e-07  3.65983654e-01 
 3.83280000e-07  3.65825173e-01 
 3.84280000e-07  3.65667286e-01 
 3.85280000e-07  3.65510340e-01 
 3.86280000e-07  3.65353977e-01 
 3.87280000e-07  3.65198545e-01 
 3.88280000e-07  3.65043686e-01 
 3.89280000e-07  3.64889747e-01 
 3.90280000e-07  3.64736371e-01 
 3.91280000e-07  3.64583905e-01 
