 time            v(vout)        
 0.00000000e+00  1.11517440e+00 
 1.00000000e-11  1.11517440e+00 
 2.00000000e-11  1.11517440e+00 
 4.00000000e-11  1.11517440e+00 
 8.00000000e-11  1.11517440e+00 
 1.60000000e-10  1.11517440e+00 
 3.20000000e-10  1.11517440e+00 
 6.40000000e-10  1.11517440e+00 
 1.28000000e-09  1.11517440e+00 
 2.28000000e-09  1.11517440e+00 
 3.28000000e-09  1.11517440e+00 
 4.28000000e-09  1.11517440e+00 
 5.28000000e-09  1.11517440e+00 
 6.28000000e-09  1.11517440e+00 
 7.28000000e-09  1.11517440e+00 
 8.28000000e-09  1.11517440e+00 
 9.28000000e-09  1.11517440e+00 
 1.02800000e-08  1.11517440e+00 
 1.12800000e-08  1.11517440e+00 
 1.22800000e-08  1.11517441e+00 
 1.32800000e-08  1.11517441e+00 
 1.42800000e-08  1.11517441e+00 
 1.52800000e-08  1.11517442e+00 
 1.62800000e-08  1.11517442e+00 
 1.72800000e-08  1.11517443e+00 
 1.82800000e-08  1.11517444e+00 
 1.92800000e-08  1.11517445e+00 
 2.02800000e-08  1.11517446e+00 
 2.12800000e-08  1.11517448e+00 
 2.22800000e-08  1.11517450e+00 
 2.32800000e-08  1.11517452e+00 
 2.42800000e-08  1.11517456e+00 
 2.52800000e-08  1.11517460e+00 
 2.62800000e-08  1.11517465e+00 
 2.72800000e-08  1.11517471e+00 
 2.82800000e-08  1.11517478e+00 
 2.92800000e-08  1.11517488e+00 
 3.02800000e-08  1.11517500e+00 
 3.12800000e-08  1.11517515e+00 
 3.22800000e-08  1.11517533e+00 
 3.32800000e-08  1.11517556e+00 
 3.42800000e-08  1.11517584e+00 
 3.52800000e-08  1.11517620e+00 
 3.62800000e-08  1.11517664e+00 
 3.72800000e-08  1.11517718e+00 
 3.82800000e-08  1.11517786e+00 
 3.92800000e-08  1.11517871e+00 
 4.02800000e-08  1.11517975e+00 
 4.12800000e-08  1.11518106e+00 
 4.22800000e-08  1.11518268e+00 
 4.32800000e-08  1.11518469e+00 
 4.42800000e-08  1.11518719e+00 
 4.52800000e-08  1.11519029e+00 
 4.62800000e-08  1.11519414e+00 
 4.72800000e-08  1.11519893e+00 
 4.82800000e-08  1.11520488e+00 
 4.92800000e-08  1.11521227e+00 
 5.02800000e-08  1.11522145e+00 
 5.12800000e-08  1.11523286e+00 
 5.22800000e-08  1.11524702e+00 
 5.32800000e-08  1.11526462e+00 
 5.42800000e-08  1.11528648e+00 
 5.52800000e-08  1.11531362e+00 
 5.62800000e-08  1.11534734e+00 
 5.72800000e-08  1.11538922e+00 
 5.82800000e-08  1.11544123e+00 
 5.92800000e-08  1.11550583e+00 
 6.02800000e-08  1.11558606e+00 
 6.12800000e-08  1.11568570e+00 
 6.22800000e-08  1.11580944e+00 
 6.32800000e-08  1.11596309e+00 
 6.42800000e-08  1.11615387e+00 
 6.52800000e-08  1.11639075e+00 
 6.62800000e-08  1.11668482e+00 
 6.72800000e-08  1.11704985e+00 
 6.82800000e-08  1.11750289e+00 
 6.92800000e-08  1.11806505e+00 
 7.02800000e-08  1.11876246e+00 
 7.12800000e-08  1.11962739e+00 
 7.22800000e-08  1.12069968e+00 
 7.32800000e-08  1.12202846e+00 
 7.42800000e-08  1.12367415e+00 
 7.52800000e-08  1.12571093e+00 
 7.62800000e-08  1.12822957e+00 
 7.72800000e-08  1.13134078e+00 
 7.82800000e-08  1.13517900e+00 
 7.92800000e-08  1.13990652e+00 
 8.02800000e-08  1.14571799e+00 
 8.12800000e-08  1.15284477e+00 
 8.22800000e-08  1.16155898e+00 
 8.32800000e-08  1.17217631e+00 
 8.42800000e-08  1.18505680e+00 
 8.52800000e-08  1.20060203e+00 
 8.62800000e-08  1.21924729e+00 
 8.72800000e-08  1.24144640e+00 
 8.82800000e-08  1.26764698e+00 
 8.92800000e-08  1.29825331e+00 
 9.02800000e-08  1.33357314e+00 
 9.12800000e-08  1.37374107e+00 
 9.22800000e-08  1.41860008e+00 
 9.32800000e-08  1.46748653e+00 
 9.42800000e-08  1.51876322e+00 
 9.52800000e-08  1.56884976e+00 
 9.62800000e-08  1.61166701e+00 
 9.72800000e-08  1.64210088e+00 
 9.82800000e-08  1.66030447e+00 
 9.92800000e-08  1.66995992e+00 
 1.00280000e-07  1.67439690e+00 
 1.01280000e-07  1.67533205e+00 
 1.02280000e-07  1.67328804e+00 
 1.03280000e-07  1.66806240e+00 
 1.04280000e-07  1.65883812e+00 
 1.05280000e-07  1.64389366e+00 
 1.06280000e-07  1.61969378e+00 
 1.07280000e-07  1.57921884e+00 
 1.08280000e-07  1.51183466e+00 
 1.09280000e-07  1.40729750e+00 
 1.10280000e-07  1.25808800e+00 
 1.11280000e-07  1.05849833e+00 
 1.12280000e-07  8.13062174e-01 
 1.13280000e-07  5.88093395e-01 
 1.14280000e-07  4.51271138e-01 
 1.15280000e-07  4.11900371e-01 
 1.16280000e-07  4.23378662e-01 
 1.17280000e-07  4.56118702e-01 
 1.18280000e-07  4.63060544e-01 
 1.19280000e-07  4.82410745e-01 
 1.20280000e-07  5.17991566e-01 
 1.21280000e-07  5.54424110e-01 
 1.22280000e-07  5.84354079e-01 
 1.23280000e-07  6.04816323e-01 
 1.24280000e-07  6.16295897e-01 
 1.25280000e-07  6.20605648e-01 
 1.26280000e-07  6.20595859e-01 
 1.27280000e-07  6.17177741e-01 
 1.28280000e-07  6.11435136e-01 
 1.29280000e-07  6.04217481e-01 
 1.30280000e-07  5.96416342e-01 
 1.31280000e-07  5.88506413e-01 
 1.32280000e-07  5.80888400e-01 
 1.33280000e-07  5.73691872e-01 
 1.34280000e-07  5.67034067e-01 
 1.35280000e-07  5.60894845e-01 
 1.36280000e-07  5.55278218e-01 
 1.37280000e-07  5.50125271e-01 
 1.38280000e-07  5.45405433e-01 
 1.39280000e-07  5.41061285e-01 
 1.40280000e-07  5.37058751e-01 
 1.41280000e-07  5.33352684e-01 
 1.42280000e-07  5.29912675e-01 
 1.43280000e-07  5.26706370e-01 
 1.44280000e-07  5.23708170e-01 
 1.45280000e-07  5.20896215e-01 
 1.46280000e-07  5.18248937e-01 
 1.47280000e-07  5.15752379e-01 
 1.48280000e-07  5.13388162e-01 
 1.49280000e-07  5.11147672e-01 
 1.50280000e-07  5.09014858e-01 
 1.51280000e-07  5.06985658e-01 
 1.52280000e-07  5.05045303e-01 
 1.53280000e-07  5.03192771e-01 
